,UKF259,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.0910851215990313,0.18676048139828402,0.08452411769304667,0.24374476433253128,0.24186057067506436,0.09186896402712968,0.034731198138395,-0.060238243576528114,0.1054690404534335,0.0849574607987841,0.06054137795768651
HALLMARK_ALLOGRAFT_REJECTION,-0.026601298498548025,-0.019784473295018215,0.02301929507706686,0.031124026325452275,0.07736612663546223,0.1434921680805128,0.030309104579940932,-0.035974467097468245,0.018264695577228977,0.017364885019160413,0.041940995059572946
HALLMARK_ANDROGEN_RESPONSE,-0.005886209918449146,0.10753516869721957,-0.025581049970492625,0.21264951154108008,0.15393420664703977,0.09512782200145074,0.10650894676314424,0.07053569648991845,0.12423530681367209,0.03838191220585802,0.012686629153622453
HALLMARK_ANGIOGENESIS,-0.041169967933965455,-0.0744465918607563,-0.05576805481859198,-0.046804814167811154,-0.1881505592525357,0.07557560946574589,0.02927006634587734,0.01372982400600137,-0.02982672871268715,-0.05635405387140389,-0.13190530993218574
HALLMARK_APICAL_JUNCTION,-0.08923591683362447,0.17746769110502045,0.015546633387464495,0.2725934389442607,0.23861159533074505,0.11818913024032277,0.0762740538112397,-0.0006861628859281022,0.12101489745497461,0.01740184458135633,0.03271651578312284
HALLMARK_APICAL_SURFACE,-0.06483925324724268,0.22790779007067716,0.03695412906440001,0.19612475988724726,0.21949348714857367,0.03345515429815251,-0.026013606521275653,0.05684807220189999,0.09111636926868863,0.0983145330943783,0.015512904657260213
HALLMARK_APOPTOSIS,0.006118171416299018,-0.017614770394397784,-0.01692138799492163,-0.04359167859289674,-0.14744217926138514,0.058784380824544194,0.0056291180341833695,-0.008016474662672628,0.06604085477618249,0.03292608960210297,0.05197341150602145
HALLMARK_BILE_ACID_METABOLISM,-0.0984350197114906,0.20216331742097188,0.0076791914432397254,0.24722129546654018,0.2632058581138649,0.055327406061659416,0.008596734247648202,-0.02305790043319798,0.08977457294176625,-0.012233144695093937,-0.036367903509037604
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01587181267683981,0.2139358755538844,0.11494312615013547,0.2053662753606158,0.24566568292060662,0.015390323659536138,0.03835118414035538,0.0852768844278732,0.1253355612871754,-0.006284814573702495,0.0687021963105421
HALLMARK_COAGULATION,-0.10860253518324973,0.10638658794004721,-0.0067462152123167005,0.16566512959602633,0.11799362972183179,0.11271945829905711,-0.011965284218705829,-0.018751406476708105,0.060920073179546765,0.06978622421072656,0.06862659769200008
HALLMARK_COMPLEMENT,-0.05238651775004066,0.10304514023893062,0.02690162177692824,0.12090376957416628,0.09779474152700232,0.12600256805077778,0.0421999081719381,-0.011101158005075003,0.12844449315901363,0.04559068643497379,0.04833315207844258
HALLMARK_DNA_REPAIR,0.022716513361437086,0.1973099053820178,0.07653312705418491,0.24035012237935857,0.2641405355504473,0.10005124461030185,0.06821022650831061,0.01691970946224848,0.12767404046601583,-0.014612583169785143,0.04118776256022061
HALLMARK_E2F_TARGETS,-0.02948318180912001,0.1664732268427392,0.09749910236792453,0.09027725713865241,0.13634424258033528,0.1202377412560356,0.08295664913569632,0.041597416776653844,0.1302653036529526,-0.005352847968630027,0.04887196611521594
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05567255128467677,-0.025781003937067243,-0.03551808636553097,-0.03133285811674442,-0.15400301416391732,0.12314420220551178,0.03449041384528509,0.00940476330571754,0.06292714048217153,-0.006424572374115214,0.0769136881647486
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.008367859271661303,0.014340810363040668,-0.0102182113921343,0.22638313556548448,0.12810623400400345,0.09497802562161968,0.024556210578794178,0.026592586737417497,0.07067338936095115,0.014960911204509295,0.009451700959818598
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.07864927045287914,0.19459967472950537,-0.029342983677314975,0.178679663230999,0.22774939275438563,0.01714251989516665,0.022952465641956313,0.004561206472913243,0.1322498173947944,0.06032347674784335,0.019975636175112933
HALLMARK_FATTY_ACID_METABOLISM,0.039473288005548196,0.10436267193621368,-0.04737565496703412,0.04832229880795247,-0.009180994430854551,0.030050795552592893,-0.010985629918160612,-0.0016340008172023085,0.06796249127625151,0.020278619439046595,0.03748516195114783
HALLMARK_G2M_CHECKPOINT,-0.06417790488188643,0.09211914082076217,0.04672222626445842,0.11350156283297225,0.10218078495492301,0.04071767363641846,0.07355170342400537,0.0065534520455607205,0.13325885551626088,-0.02323690289810509,-0.02562807362832381
HALLMARK_GLYCOLYSIS,-0.07861367087044914,0.1681461869192214,-0.016202334592134323,0.19424073896276084,0.1775260849038961,0.059931246063547286,0.06140996674479864,-0.006949169924151013,0.1311257618163937,0.028130413317716273,0.016766938970243676
HALLMARK_HEDGEHOG_SIGNALING,-0.08299546332346451,0.06856563087779974,-0.028735352342269364,0.10411077430408783,0.081466243252862,0.08306678621350036,0.05761072094208635,-0.03597133962004563,0.15305278659539753,0.13681092101377765,0.13902049406921027
HALLMARK_HEME_METABOLISM,-0.07445291520671751,0.20178555183828634,0.03993574112420301,0.2596888575664955,0.22483830248930586,0.09409572421810407,0.03738483803474606,-0.0014623574974790435,0.07689912943620424,0.03495315026305201,0.039366809579462446
HALLMARK_HYPOXIA,0.06703071930350098,-0.054248473145259525,-0.07201119521252128,-0.004358257245380329,-0.10968849701258343,0.08635640566646888,-0.0053351383010888905,-0.012950346250730767,0.008554347870337122,-0.10357218553153605,0.030147042796695393
HALLMARK_IL2_STAT5_SIGNALING,0.0024719981518554757,0.12512920545630052,0.012410064470893887,0.2154600850332231,0.19604625792801883,0.05089106663181413,0.0571227215349169,0.012122994033375589,0.08830029354030697,0.008736077459500363,0.07342601701154575
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07752136561373874,-0.03863822560214513,0.00023890050399124504,0.050246682120707487,0.06205373420032936,0.04683198628441279,0.06915364752594172,0.024155786523349734,0.0878659791335128,0.004596671172423779,-0.08921411994448988
