,UKF248,UKF255,UKF260,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09301608364016001,0.13828931779326642,0.020398254416020146,0.08635393017583856,0.09068815545589601,0.17510317887723845,0.06363680572291057,0.1298022411101991,0.06717474888221878,0.17073393540640067,0.13491670779890236,-0.04847562576483849,0.14293342411395685,0.07305801048957898
HALLMARK_ALLOGRAFT_REJECTION,0.1104174055827487,0.044804149975252804,0.048445252384696796,0.17401168757988236,0.1514438751381788,0.07921424615834338,0.07267549978982443,0.08547716500529473,0.11720850000682877,0.053350098257624004,0.13192095437256227,0.026558242280636198,0.17826269394316005,0.038055727621890564
HALLMARK_ANDROGEN_RESPONSE,0.03723534085456714,0.0852661520491297,0.007052326935294102,0.11332567091790252,0.0919451603966202,0.12880953609214893,0.05882750061573196,0.12882279434870753,0.042355450122849754,0.18834575987233718,0.14703739489243373,0.014094274268572649,0.19270091806334713,0.04810556531042107
HALLMARK_ANGIOGENESIS,-0.040191616198139525,-0.054061695921022355,0.02083325847048552,0.18690554161426676,-0.02861803948403825,0.17474464532691725,0.007403376428334805,-0.16636075497336436,-0.08989505446586839,-0.035185649037507316,-0.09229941987855614,0.10900824290218088,0.043489387418219456,0.05666959171853979
HALLMARK_APICAL_JUNCTION,0.10693072704099553,0.14553148466099938,0.03758431722986915,0.1984801434058053,0.13583996945549853,0.19908844873443138,0.12928120429485462,0.1386465306781871,0.07587266059685861,0.1933881183717726,0.1308062531478396,-0.0038918705048317345,0.25331221725116015,0.05979629931839159
HALLMARK_APICAL_SURFACE,0.06622548565023349,0.14094639604928932,-0.0374334038018595,-0.02437983390322922,0.12620318809444536,0.11418066568399933,0.1315265056369599,0.11414550077978386,0.05745879592150812,0.13843182625989708,0.11371182574205994,0.05335981551346002,0.2541245695133508,0.009806337545819546
HALLMARK_APOPTOSIS,0.0302834569977866,-0.07577286324859317,0.034469721434283694,0.09074470993257823,-0.0009226371977653866,-0.02343091795904228,0.007626192741144701,-0.008488137153779577,-0.010710305525508902,-0.03637826755132132,0.013420397488806949,0.021342359292365845,0.07912288594658405,-0.0006120269238139164
HALLMARK_BILE_ACID_METABOLISM,0.057494749811330036,0.1307628982107836,-0.0015017733982234651,0.16797325178503844,0.09221692442063151,-0.016431781433004666,0.1219737628034986,0.08338605953876065,0.05763165728918448,0.1985552800206678,0.12870934783874446,-0.00833038182957526,0.03602367736151754,0.11599543269161644
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.022917800869000794,0.10694679391524672,-0.009811448484343913,0.059022264435326696,0.1107342089851681,0.17043567335782803,0.15375901713649556,0.11338070230739157,0.0667237691952797,0.1710944672152959,0.16233653892349012,-0.06479536628127032,0.05776597093566918,0.03951433444624723
HALLMARK_COAGULATION,0.12221397371568399,0.06865836217130443,0.0766783213258815,0.14149988963048923,0.08953893677931654,0.11128642360616617,0.04442263155348662,0.09068688570791454,0.07952033614706863,0.14357403279841602,0.13370334392155814,0.04205708190300457,0.22862785076156245,0.014163363749696777
