,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.03525751028952048,-0.0023222828694993295,0.10474060177533732,0.07118852607009249,-0.008256739283543757,0.031205482552239094,0.13002158215406381,-0.00347055573509393,0.1000791831163058
HALLMARK_ALLOGRAFT_REJECTION,0.014960173700678562,0.015408378523320049,0.12027247120526417,0.10919526350069328,-0.020443839624758802,0.03983508927276614,0.03851249526091204,-0.013077778782803924,0.09357134736048461
HALLMARK_ANDROGEN_RESPONSE,-0.02030839911154948,-0.030797888756694786,0.12633049238158264,0.10384620594133,-0.02562747346263175,0.08812434654196052,0.06126878166108644,0.009574320659741458,0.042383700441477164
HALLMARK_ANGIOGENESIS,0.06274527552831814,-0.05039835118637708,0.127942481743562,0.011342500445569418,-0.026756200199420235,-0.0364787460813145,0.10402801257895547,0.01670045841551824,-0.06990676872463747
HALLMARK_APICAL_JUNCTION,0.007986613619962063,0.04382252121976053,0.1267184250150267,0.05396111943342433,0.0437408350220197,0.13539236353336379,0.062347864251817806,0.018474924105179102,0.10487498515194793
HALLMARK_APICAL_SURFACE,-0.02717004294659679,0.018463963083190683,-0.0397711448389554,0.06795144485249009,0.03919716792587807,0.022378645110471163,-0.03502291092026706,0.07152031285760257,0.04219454837666328
HALLMARK_APOPTOSIS,0.012026441757187971,0.010749998179655695,0.042396755885725466,-0.00167675416774011,-0.009812363852954073,0.10332959315068213,0.11501120281343881,-0.04338357951459554,0.04407578952256849
HALLMARK_BILE_ACID_METABOLISM,0.03922161129976652,0.0025964603389743188,0.1429106794374789,0.044049000543897376,0.06698745124673414,0.02239508167467856,0.07748240100104559,0.0019098294802848174,0.08892138215976714
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.009037976399277033,0.012708740013861169,0.0990667475713424,0.015752860088885604,-0.006238107919990843,0.05014269587173051,0.11611248292204697,-0.015067931950597293,0.0867602259350149
HALLMARK_COAGULATION,-0.04006124342101657,0.04290463537422116,0.1301780363004438,0.06706165843088457,-0.08532024476650943,0.07110924800806963,0.0919791361504945,-0.032706669510118455,0.08008418912678347
HALLMARK_COMPLEMENT,0.015041153315605217,-0.006357461843301206,0.13072285615863755,0.05559257197063701,-0.0001439407079869346,0.11454448682494785,0.10114202371086041,-0.016236130636507196,0.06345681343476565
HALLMARK_DNA_REPAIR,0.0316496410953517,-0.00020761058016408482,0.11658796214445616,0.06628104757584431,0.04460145125216197,0.14168074186258006,0.06525885453478465,-0.02161315248266172,0.1210805751281396
HALLMARK_E2F_TARGETS,0.048423621039132114,0.036045055084460945,0.11207514671319305,0.04717712055312104,0.03693453280955046,0.04059702571261084,-0.010183329052833869,-0.017408313669839227,0.09518423601457686
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.006927135737747519,-0.011323197213612567,0.12803462081203087,-0.012763121198586533,-0.037905805631771136,0.09871563815075392,0.05822296358373039,-0.013736948715973923,0.03851068344122373
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.013483152798612251,-0.008998161269543871,0.08910552258683045,-0.029300590493111917,-0.012646793171565338,-0.020132899580807266,0.04616736771524866,-0.031769030257355,0.026018446291592848
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01754980994417917,0.01063601636003077,-0.0023739317009122936,0.10769126281710821,0.030921109226711332,0.10392449964739865,0.029790216039441774,0.024997549856925604,0.05512216963507662
HALLMARK_FATTY_ACID_METABOLISM,-0.019415595248265863,-0.020836800779007358,0.0585294680752676,0.0207303772684741,-0.02648659675359056,0.04557742272308844,0.07308579846581732,-0.014400635713903353,-0.001990496063732051
HALLMARK_G2M_CHECKPOINT,0.053417407264216094,-0.004474044691962947,0.12078730602916454,0.02232363682101425,0.0025592228359065925,0.05685394412234268,0.008945068663254523,0.006142539812020681,0.07101528481440278
HALLMARK_GLYCOLYSIS,0.02774688557169399,-0.027332054668744162,0.06422559919971292,-0.0017638658521714093,0.04572140396128963,0.03629633134237092,0.07295647225719855,-0.023372995239022518,0.07224263201587186
HALLMARK_HEDGEHOG_SIGNALING,0.04274059959260571,-0.02212070566139025,-0.0645332590170078,0.024310370939753658,0.11965484054284488,-0.014854210858648706,0.10443340227226285,-0.04270014414910308,0.03262738221190672
HALLMARK_HEME_METABOLISM,0.022761727789537344,0.024653070079486344,0.12641200863199853,0.05554072310855272,0.02236706284361914,0.07837300200055512,0.1169828167976128,0.00208040935429491,0.042680695866128104
HALLMARK_HYPOXIA,-0.034263222079937074,-0.03434697150597797,-0.004113617636945847,0.022844396918102562,0.018080468738023478,0.05155817757922754,0.03228140771398827,-0.072089816060733,0.011760890342988141
HALLMARK_IL2_STAT5_SIGNALING,0.04819138204097681,-0.04294914093847735,0.13830663600380205,0.01012443556950756,0.04086652827443267,0.03759636805343443,0.10224122213836623,0.042639884046516904,0.07942164794845433
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.007441312085745557,-0.02376468112656556,0.08993396449751369,0.02095031897537517,-0.053103065671330434,0.04823017042345894,0.12754460113928723,-0.0067873768118612175,0.042932781675669204
HALLMARK_INFLAMMATORY_RESPONSE,-0.06721939383993998,0.010605839599437344,0.07742832767037483,-0.04941500440885765,0.02691912922764672,0.05209606052075311,0.02653068578279528,-0.02079798147835138,-0.017397043745090015
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.043887938011349464,-0.002768452870373959,0.13406496820959818,0.08835521710142615,-0.04679125742396772,0.07601968095581918,0.08736962153789606,0.0040334456780252844,0.12693690192898696
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05712039322310989,0.019066272969789626,0.1185575290218329,0.03435492415974781,-0.0065981741494679,0.09334379279959096,0.08450717549179153,-0.014869549905492881,0.04817931048365824
HALLMARK_KRAS_SIGNALING_DN,0.03788086277821983,-0.010338859353006312,-0.05010186427144365,0.0022010899034858983,0.014286312796199054,0.008580205803095339,-0.05272568278647116,0.05598610508471348,0.0754626790903966
HALLMARK_KRAS_SIGNALING_UP,0.021547705689223973,-0.00413475149964748,-8.150800014114472e-05,0.04873711255573379,0.07658356015000274,0.024631087614386062,0.0991102887938979,0.05286982844413572,0.06316533741597671
HALLMARK_MITOTIC_SPINDLE,0.032644478732135315,0.006959365372030135,0.11979536017337776,0.06269380475502459,-0.00012368820537430036,0.07668038737101796,0.1589730081591331,0.0450407717378853,0.07867676369126557
HALLMARK_MTORC1_SIGNALING,0.009358751666265245,-0.035061522125020304,0.12131641972144527,-0.0288199694167816,0.028165716891061184,0.030782800446627477,0.045060416087718866,0.037898356157671904,0.028886419179298604
HALLMARK_MYC_TARGETS_V1,0.029477796873192613,-0.00044875896938110376,0.13507331207576678,0.09380803783325585,0.037893171332935356,0.09075681550379373,0.043441937352855155,-0.036489640322233806,0.12011514852355927
HALLMARK_MYC_TARGETS_V2,-0.03415474223526226,0.05219844309355345,0.016997706353224062,0.07787913983646098,-0.013202578912060291,0.0006344980640433927,-0.01209802959244846,0.019237838375657058,0.0815308466507009
HALLMARK_MYOGENESIS,0.007212823446984756,0.021184544652104294,0.0023657710005684724,0.08259773934667415,0.004453141103375598,0.10669198937655294,0.051124246930564214,-0.009133854834832906,0.06443405627857428
HALLMARK_NOTCH_SIGNALING,-0.027386290816470284,0.044067068948851734,0.10654040982073519,0.04035770213482176,0.073355985163152,0.05709640893368682,0.05224504102936966,-0.028053024221059115,0.11314877054304409
