,UKF251,UKF266,UKF269,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.04617241866170645,0.09244169524485477,0.07847711154062,-0.03273902594166578,0.14761300859484608,0.1190236446836089,0.004173619935833819,0.02708077853348148
HALLMARK_ALLOGRAFT_REJECTION,0.0499501626628857,0.14144663010764114,0.038883633678328096,-0.055496143790996114,0.05128165767505962,0.08175337373734777,-0.006620118350630591,0.03602035881372405
HALLMARK_ANDROGEN_RESPONSE,0.01647754246582077,0.16341808766210908,0.04484426534297213,0.012689250794711627,0.12587710138121452,0.11535040437181475,0.02610389768558479,0.06991259248347365
HALLMARK_ANGIOGENESIS,-0.06797694489329308,0.14845229794100995,0.08593463239498551,-0.00511950506736642,-0.038372308150360225,-0.043147886797645904,-0.02399995316754118,-0.010673936590121468
HALLMARK_APICAL_JUNCTION,0.05889907952071383,0.18365402627058625,0.08024895313354916,0.050513464454264925,0.147257572126907,0.11972655540496374,0.0032226199635949355,0.06463923154676272
HALLMARK_APICAL_SURFACE,0.030359563251664553,0.02420695609229272,-0.05613565997271055,0.028603581195310795,0.1430993269528484,0.10553328496950448,0.006570559507497827,0.014970238359879082
HALLMARK_APOPTOSIS,0.002237975316896685,0.054117573841066906,0.06103071976745749,0.022250813244729627,-0.062450194794466125,-0.03940976735716326,-0.03516725818871758,0.006415945634150301
HALLMARK_BILE_ACID_METABOLISM,0.05371341134617154,0.10458930434431375,0.07717218408801431,0.06016567426548641,0.11392896780510818,0.1196372839873295,0.05017636022464162,-0.0012682691663766209
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01769223332475044,0.16578371072757822,0.0016348457049851738,0.04307861953940768,0.1590248416740766,0.12358953794751755,-0.010925310869704937,0.023364492599175536
HALLMARK_COAGULATION,0.03343749654509341,0.1302476727570033,0.04020341535609483,-0.02738875646348713,0.12139374154342686,0.11101521698527367,-0.026155642876258187,0.030999915866162575
HALLMARK_COMPLEMENT,-0.026557897961262435,0.10743855057312761,0.05968964925528857,0.0206944480912979,0.11592617577984925,0.07218277276069823,0.01605446995844991,0.033881424336228594
HALLMARK_DNA_REPAIR,0.06979524706077136,0.15430174765352922,0.09930169634794175,0.04230898345766977,0.16893986360333277,0.12997751339613645,0.03929111117442989,0.05465267705814971
HALLMARK_E2F_TARGETS,0.06324128836011662,0.17987052209071216,0.09526818885708517,0.034454685741564614,0.09583651678124222,0.0987604438207971,0.017314912781373017,0.057246162276473105
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0056456263448043335,0.16212215696457313,0.06026281486259501,0.01702354108030392,-0.01543633032420803,0.005778606998608375,-0.03281540193576945,0.023435555550265795
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0009341040152107974,0.03545219588655768,0.06323083596924359,0.024428311804033893,0.13048404433498337,0.05617396742234578,0.02159709601244412,0.061854571911380246
