,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.06312402656950963,0.0179160902081465,0.018200356992686444,-0.11671566215211522,0.04313375108864791,0.015355529425072892,0.005387005384252734,0.08170132829290926,0.02016078870184764,0.08081555526857694,0.04707466282559703,0.07825528826333933,0.12811650977267589,0.005533442965120912,0.017996137101565352
HALLMARK_ALLOGRAFT_REJECTION,0.05921361305973211,0.006110644966042233,0.003908757836457875,-0.011609618681003124,0.03783418475894677,-0.00768018919400213,-0.031464870413504646,-0.05281806995850663,0.060866882891407716,0.015819545528996972,0.02699915029685251,0.034068863376992185,0.14025760368412138,0.00770703576477667,0.0005096500397757963
HALLMARK_ANDROGEN_RESPONSE,0.05146930139193623,0.018637527813362503,0.039398905624114314,-0.11238194721979128,-0.015619232676175685,0.020533508752989774,0.005403459636798633,-0.0922963391670862,0.031816851330259306,0.057953174384194776,0.05985549444564081,0.0853025475596718,0.1793129174696741,0.005995198949716473,-0.010713519396738095
HALLMARK_ANGIOGENESIS,-0.04338361665297371,0.00024136818518367227,0.05372912221582745,0.0900210564232576,0.036994551416103943,0.02006173437155034,-0.017778164696188575,-0.09714229034513931,-0.02808316110158056,-0.019749337701269284,-0.12834698522907342,-0.010400745925493667,-0.09149406537565355,-0.0330487324119139,0.01761314468085381
HALLMARK_APICAL_JUNCTION,0.05647811795986502,0.007790562649635932,0.03676784796977393,-0.06272489580718779,0.04712152970927101,0.0072039782491747605,0.001522471685008176,0.027099017843835206,-0.002499016597574448,0.01999516271091279,0.06362160416232689,0.1222347238553557,0.14240004755777427,-0.027584950909986285,0.006646778185030979
HALLMARK_APICAL_SURFACE,0.013406690559155937,-0.03252426556710628,0.015334161306986026,-0.11791831106419862,0.013782817478899236,0.030439150876826717,0.06043945325117687,0.11228618883007563,0.0035077926400427927,-0.011501570899781354,0.08491052873716472,0.08366962590002172,0.13536688816670417,-0.06255029779866433,0.06466012761867387
HALLMARK_APOPTOSIS,0.03166323800208675,0.0010124920090924532,0.014871683567359626,0.008643094151450604,-0.0016357732481561995,-0.019952481769738614,-0.012641338032150543,-0.025431749475920997,0.02306390157254472,0.024964870406910995,0.02981897282106849,-0.07443858173305068,-0.021702293104234962,0.026317147742274002,0.02405093812786114
HALLMARK_BILE_ACID_METABOLISM,0.018435163044187595,-0.019586321138577854,0.05601977200820826,-0.11766048858141236,-0.017029932917460102,0.0068021145038811145,-0.022140885043519225,-0.05850994032803481,0.00239134432968022,0.003020004250445553,0.02995589470294778,0.08659597781215322,0.14471271866579277,0.051364032112440415,0.02299995663849275
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01823943276893805,0.07001835915792198,0.07628233081463355,-0.06663921101079824,-0.04931281359854595,0.011071379162918744,-0.016503658121294236,-0.0767922664666797,-0.024622528668827047,0.023877488755178165,0.00946458055767999,0.13118867577597232,0.14925555169665752,0.02237012436166108,0.037908281950592454
HALLMARK_COAGULATION,0.045600506333246,-0.031058016823971635,0.017559631641560807,-0.027648060373815488,0.05242167232471428,0.0021573356968908547,0.030292063488918365,-0.06157388885873512,0.010421631317694224,0.07630591491160929,0.0656722335212548,0.06826355362375819,0.11468773330477951,0.005737480349105909,0.0037588470962306667
