,MGH258,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.018190633542635535,0.1186079008149862,-0.002117140147712589,-0.004827721208861263,0.03103727220071468,0.08308351721524472,-0.0021112413116320832,0.0026737012797617846,0.14033576135795556,0.09706672861836999,0.017833985961339584,0.17012877387530884,0.07148529982388695
HALLMARK_ALLOGRAFT_REJECTION,-0.060392720125905894,-0.09675553030109207,0.00044904693547092044,0.029617187798828295,0.02742252516563542,0.12994357674526907,0.07422933176253711,-0.0395894176593322,0.09359126451314778,0.07710372695734316,-0.013563668009223893,0.06201731564133448,-0.002428345323454919
HALLMARK_ANDROGEN_RESPONSE,0.05449994600615172,0.05181854210145493,0.007464409419198196,-0.014207642979678674,0.0027992609003328383,0.10156747461211958,0.04997463553702917,-0.02511514304024971,0.0929875435907612,0.1503151838043058,0.009327997759181509,0.07639752219156501,0.07652495275295065
HALLMARK_ANGIOGENESIS,-0.05721700129797476,0.008287984550685249,-0.07951731625932495,0.02557121291952475,0.048950704523681964,0.10317426480502788,0.014253953517154236,-0.05406779397879698,-0.04706753591623475,-0.04297633010322027,-0.015722187265698108,-0.1212879342358782,0.07477368853272048
HALLMARK_APICAL_JUNCTION,0.06802084321480925,0.08061917812824494,0.006457499802584289,0.0032675054184834787,0.030787888066360906,0.11314024254103082,0.03556980663928625,0.007423191016755476,0.08057173018831047,0.17711269190687243,0.046015956860184865,0.08277398076569949,0.0960182403136155
HALLMARK_APICAL_SURFACE,-0.010603079024410336,0.08379943223641964,-0.02047911616639367,0.01696399789088015,0.002837328744244154,-0.0404313277042255,0.03189008589149905,0.005893643227296238,0.01634713779702153,0.1030896872296742,0.0005293651869302414,0.07296874591753603,0.036099706584806796
HALLMARK_APOPTOSIS,0.01397207039679805,0.07785664139513028,-0.03123063407937337,-0.0003315877684667928,-0.015020832471800721,0.0028390257985788244,0.06110168978795983,-0.029279528889617344,0.0018911373111201427,-0.008034916057126293,0.05762925507627139,0.08325002251899982,0.01875861252462823
HALLMARK_BILE_ACID_METABOLISM,-0.0405568374586657,0.11553106676999964,0.054807603606451434,0.048599657730216815,-0.014360844480233175,0.07698984542057397,0.048295165200341425,0.01942651861735647,0.10721513978131844,0.14820633252879586,-0.03754306490604326,0.15133932765199948,0.17705832780813494
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.008419652960563472,0.14667153447373876,-0.014899045610679541,0.013868821783484343,0.04035051227357062,0.055903919024584886,0.026468602690842245,-0.023643777515561532,0.14728108915638077,0.14896854763561798,-0.03416525164869374,0.1541473241759946,0.20425988566682282
HALLMARK_COAGULATION,-0.033261186694762364,0.09659911383233828,0.004038765444463056,-0.04221538139033198,0.009868042223046132,0.10634924635381121,0.026751459791442868,-0.012578426445366185,0.029588166446914876,0.08769422526778971,0.00709027234962733,0.0513133089554293,0.034278419400800786
HALLMARK_COMPLEMENT,0.008762234766832012,0.052670319856698525,0.017371604388064333,0.0023678401544099258,0.019520696942744466,0.11538575135105861,0.028621047067942013,-0.01556529381341436,0.12087107665897236,0.10354943550511009,-0.005018215908254162,0.09862868330269423,0.0003555726767874182
HALLMARK_DNA_REPAIR,0.03481513113202926,0.12248085537903886,-0.021496572616252953,-0.027888868788694142,0.07362009430597764,0.13005605876848317,0.043546066486311354,-0.004861361899357508,0.16534144272731632,0.1500984523401956,-0.023820617765639044,0.16500448413740487,0.1838097859979396
HALLMARK_E2F_TARGETS,0.04903630536850284,0.1332302954213576,0.04205324454178199,0.0515846668876116,0.027831415476766402,0.11655778830693737,0.03406416816684734,-0.04438963328266499,0.1040875746461646,0.15512879294738283,-0.020005915909000548,0.13313882662732085,0.18590732874932075
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.004835909247415724,0.04316538148748796,-0.05171226880197262,-0.021238010314661066,0.05366886582801336,0.12008780845898914,0.002934425296517928,-0.025724051116548706,0.009954232345809687,0.059485136237778506,-0.00299509608239576,-0.015341015033564562,0.03914455078870411
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.026352307057404666,0.07836218086082616,-0.023473686663913227,-0.0014202933487952464,0.01643467595460623,0.062830023688034,0.07175115001198895,-0.04674506813552297,0.03112031978803722,0.09555508130377606,0.02994966614741503,0.13643443277778058,0.08198302266070893
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02494677602637884,0.10695453073743162,0.03974876451074281,-0.06324887964640152,0.009195167193807344,-0.06652445138549552,-0.032164684291985116,-0.001964167910770615,0.06568132344750732,0.11610673955441364,-0.005096606415112309,0.13680801139661738,0.12253194569330586
HALLMARK_FATTY_ACID_METABOLISM,0.000904749840648274,0.040453231710883795,-0.05576721708678002,-0.04661421219062888,0.0118657056494637,0.07317348209965831,0.021727114558673565,0.005262225760904032,0.09667533028398496,0.09516671012009446,0.018219331329674758,0.10900593901016804,0.049054081180871845
HALLMARK_G2M_CHECKPOINT,0.04492277921461032,0.06766243412400327,-0.02560817766205193,-0.013890668551635116,0.0343216746719042,0.12246463230404221,0.02732561772090472,0.009195761243129466,-0.0004526479238087822,0.1307219050123973,0.01574335954275754,0.1016888437586755,0.19246432255972679
