,UKF248,UKF251,UKF259,UKF260,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06283573695062362,0.006390962927451091,0.022224535033409733,0.06331298648250411,0.05579950325739589,0.12136097398737553,0.09489417010656298,0.06414953596573,0.022544892966436445,0.0625270731193212,0.06056806905892643
HALLMARK_ALLOGRAFT_REJECTION,-0.0030974669151003593,0.020842918783341748,0.04824856848800679,0.09040522676991478,-0.015403798059370633,0.12779568035999755,0.10442244048231615,0.10766300890462906,0.06775785882094112,0.11143865479354677,0.07960038490953679
HALLMARK_ANDROGEN_RESPONSE,0.05448467829902718,-0.008365038945998835,-0.012123482759175543,0.008775338108507611,-0.050695990209115666,0.12262174741889258,0.10054841836672797,0.03396396619306657,0.08050321105175048,0.06852700738514923,0.06262648047531254
HALLMARK_ANGIOGENESIS,0.03204815710898969,0.029390918496191826,-0.06801616143866993,-0.011238848957584811,-0.03231562632397443,0.0011328234519632219,-0.010757249184277439,-0.00028692186561594675,0.04397504545529054,0.03254186607642144,-0.012654510121139127
HALLMARK_APICAL_JUNCTION,0.07307008926456673,0.001397318032453369,-0.014043958986704264,0.028621019567654348,-0.023140180199927585,0.11354675952868407,0.11840555627533897,0.04453134852402783,0.03924092238123058,0.08649151832742688,0.05131475898045219
HALLMARK_APICAL_SURFACE,0.05206345730996475,-0.06647404156037615,0.03039356648669058,0.047241336554142206,0.11360445235553324,0.06264334355233045,0.0614480082640017,0.02081251403870997,-0.01568073594888791,0.07870086099670291,-0.03962653428645522
HALLMARK_APOPTOSIS,0.07481047673599003,0.0661223149752815,-0.006888225376854584,-0.03357903788220193,-0.0070889445919208845,-0.023677633068373515,0.0054210682497253205,0.024954988423851236,-0.027457253292612605,0.05569110286993183,-0.011116592053883776
HALLMARK_BILE_ACID_METABOLISM,-0.0060519623686651125,-0.02067220630661433,-0.026051275554622083,0.07816384989122561,0.06086197340939538,0.11615411821889444,0.07697170744448435,0.05577738898322038,0.05658070323056934,0.022206713757701283,0.03178929994693616
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04995487916271995,0.07176247569621945,-0.026580115560723882,0.010274629621502267,0.009639610978312377,0.05925505452056882,0.08711697011673927,0.03456931613467379,-0.030453955449515364,-0.019102543690071864,0.050475974957797334
HALLMARK_COAGULATION,0.09001266011247006,0.0468770760303147,0.012217186489590148,-0.0002418480507710316,-0.008635110659438462,0.12992648167155715,0.12021594190441,0.08247738416449193,-0.027208340365263668,0.091011432811186,0.042815046364747186
HALLMARK_COMPLEMENT,0.012375298751153391,0.008356094369230693,-0.028768340334487517,-0.009930275024457511,-0.024208524673036025,0.031025920519755265,0.05184385841618694,0.061882598052678914,0.020181759891760503,0.01751240615389972,0.07641848200697308
HALLMARK_DNA_REPAIR,0.093412012085757,-0.002083152686830076,-0.03363303606641177,0.038927039915042344,0.02227938847469813,0.11486054024560861,0.07516120437765428,0.08119012680268896,0.05983667390816419,0.03840952097511033,0.07877941097905138
HALLMARK_E2F_TARGETS,0.04277435824043729,-0.02298031886876002,0.0028689516226408215,0.0012792127759326452,0.04647526754985014,0.08763850961995022,0.07424863041646643,0.0693725609985686,0.03800997715432619,0.012253388260260172,0.04900734088458623
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10198736344801405,-0.0049909191864947865,-0.01704117097402193,-0.008910819434279623,-0.0313394285089104,0.011262193912675288,0.004725190808516461,0.07261614577575655,0.013682336311172839,0.1034244501334831,0.0028718798047381307
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04818489952152596,-0.02298641595004956,0.04307319757467551,-0.019969587008519335,0.00016809924083754335,0.049620501231522,0.03538549413106144,0.037389369274714986,0.009155387293062067,0.05381956563669738,0.04187227651185178
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05399365850306484,-0.024070888372670355,-0.00010749921233840705,0.01534749467882568,-0.015807063711232694,0.10354061419465486,0.0656324697557599,0.0005158257334929923,0.030719945944095516,-0.01995690158059504,0.008477127601677181
HALLMARK_FATTY_ACID_METABOLISM,0.04307459288457221,0.0044539720095560405,-0.06717993963487963,0.019451984163244194,0.026174517006736033,-0.039073755624364596,-0.036717410805316826,0.040637415804100845,0.013124000475769131,0.028936257864643714,-0.00884205863725114
