,UKF255,UKF259,UKF269,UKF275,ZH1007nec,ZH8811Abulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.00434686433074824,-0.006296532627263957,0.06888255431252449,0.00866196031246145,-0.06954879999601297,-0.019930865853614078,0.12237807611094216
HALLMARK_ALLOGRAFT_REJECTION,-0.08418593534399758,-0.032196409251301725,0.04290740099662915,-0.02692117487171753,-0.04094637002348181,-0.032886485264720974,0.12488470045558997
HALLMARK_ANDROGEN_RESPONSE,0.05742429908281321,0.06848748179906936,0.05043680607747946,0.009039805438339958,-0.00294217519845391,0.04327183450964561,0.10639147848053017
HALLMARK_ANGIOGENESIS,-0.10724393111450564,0.10074326253970375,0.011413020683517712,0.10246631499877899,-0.03243609641506331,0.11181260481666058,-0.05018113473276542
HALLMARK_APICAL_JUNCTION,0.056929549551526154,0.02113121221634856,0.06402812204797552,0.04989205632778039,-0.05981657782332287,-0.010720341168097811,0.15048373645772076
HALLMARK_APICAL_SURFACE,0.04537094840205913,-0.044590550267310916,-0.004201481479908303,-0.06086949120695356,-0.0849256042756987,0.020763270429017808,0.1137603978635068
HALLMARK_APOPTOSIS,0.05696842208893947,-0.01301913674885121,0.0013918999510027805,0.04477304124996566,-0.023713322617413234,0.06660555781653876,0.07630854673120839
HALLMARK_BILE_ACID_METABOLISM,0.044833443393994483,-0.017478662281766203,0.034279892734465224,0.021498421353588426,-0.09596224439032863,-0.006915572803546662,0.09994781872489318
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.018740894004049293,0.023665354645413184,0.02985262848103674,0.07377363805423257,0.010807632407287767,-0.00048551645999554054,0.12344624690395968
HALLMARK_COAGULATION,-0.05574506719533745,-0.004895685701323631,0.013920583003945683,0.07127571229914605,-0.13302448748978113,0.019588746513395327,0.11803118566519473
HALLMARK_COMPLEMENT,0.023024692098268434,0.05566958571943766,0.054798956474525595,0.031089192443616416,-0.041647581425537275,0.03885419299095933,0.1000806511062893
HALLMARK_DNA_REPAIR,0.04533417331565283,0.06494488978807608,0.058608669829566425,0.026479109590308785,-0.015403134453200977,0.015450437953123316,0.1375960467102663
HALLMARK_E2F_TARGETS,-0.03593706180395113,0.019565666733320376,0.06502128063607987,-0.021455849732242217,-0.10430984732182876,0.018769618434017084,0.11770842331750589
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.006487246708379635,0.10675696332379725,0.048985135095869096,0.09333928675905637,-0.03268292473854761,0.1662558175968996,0.06374043530029035
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08702787193970624,-0.015652215838436134,0.09539969947535942,-0.025643549893727628,-0.025535595727188328,0.053417055742445166,0.10642610870082095
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.010022958368430661,-0.009612919999274622,0.008739118191808996,-0.041110806267447106,0.026092059387794662,0.006470523661537961,0.07888864146010328
HALLMARK_FATTY_ACID_METABOLISM,0.062418090980411595,0.07137260593048764,0.03748590783050367,0.023166159254716177,0.0975239272271202,0.11509999512397351,0.06251057161845061
HALLMARK_G2M_CHECKPOINT,0.03227039884352831,0.01731354656659543,0.060300119911493325,0.04824553480649129,-0.06991677440282132,0.07194244677835057,0.10403205168108237
HALLMARK_GLYCOLYSIS,0.1160722782968846,0.08240296625438208,0.07792315801671279,0.029377658834491317,-0.0171054893115776,0.051136348728474376,0.11158965775337136
HALLMARK_HEDGEHOG_SIGNALING,0.09758830876618879,0.07772987784425997,0.007173450310092167,-0.08347998413209241,0.06972731311541559,0.019713510362508554,0.06417715753865123
HALLMARK_HEME_METABOLISM,0.0709096711636034,0.03988304364125814,0.05371796382471349,-0.020403854768180147,-0.08076069606479852,0.02177147687347408,0.1109529016839205
HALLMARK_HYPOXIA,0.037493227744840985,0.09174217238980173,0.05130134683830229,0.08675391349713371,0.15682742478454065,0.10237261915986443,0.008711277536799735
HALLMARK_IL2_STAT5_SIGNALING,0.0064010686857542045,0.05523975445418759,0.04343528801811507,0.07324030362656753,-0.05507220115643288,0.03575566179469274,0.10992266457337216
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06011635090030982,0.08309464176527857,0.036966677242435485,0.11816420082730021,-0.13147482717392756,0.01856997102800197,0.11141863013555917
HALLMARK_INFLAMMATORY_RESPONSE,0.0595195331637682,0.06515247540499582,-0.015691893962464207,0.0631347862160342,-0.10574184041148077,0.14571442394288342,0.022957989649131164
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.026205848250591763,-0.016540815368325582,0.049437762170313676,-0.009056404457290671,-0.10651499935373107,-0.020732526695133705,0.12576021825492262
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.11177128243190852,0.046270361633361345,0.009758014420871148,0.025613704733941117,-0.028636826319668632,0.1165983971087836,0.13527216975000925
HALLMARK_KRAS_SIGNALING_DN,0.06576442139953771,-0.009657464326554484,0.022020620644876174,-0.011914087974689977,-0.07051090862903335,-0.0034998358369207213,0.1011605989927779
