,UKF266,UKF313,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.011119227604549066,0.1166550655428742,0.10142944351155209,0.151704859495902,0.10599867003585718,0.2925958737523889,0.10663715298588365
HALLMARK_ALLOGRAFT_REJECTION,-0.1054911586593963,0.03872534825141372,0.08693720915727847,0.08487180543368075,0.004868881697815721,0.1724428050502863,0.024944313171895105
HALLMARK_ANDROGEN_RESPONSE,0.00831649226829605,0.09211207935864382,0.07787913799418128,0.07375724629505638,0.0013919259635890783,0.17591122422548955,0.08730796100881438
HALLMARK_ANGIOGENESIS,-0.04620851866478777,-0.05678459652346949,-0.08264133085029099,-0.0629885292215027,-0.06086709701567116,-0.15239617995637053,0.03593809691808802
HALLMARK_APICAL_JUNCTION,-0.010218084774389255,0.08923587949843746,0.013111254392643046,0.15545894411458772,0.06762507721969198,0.2466459305025047,0.08264395670460764
HALLMARK_APICAL_SURFACE,0.03524176415600234,0.07744723955296216,0.012481289925184848,0.12798643185921046,0.08826672195706234,0.19587117345415225,0.009120570413626546
HALLMARK_APOPTOSIS,-0.007745392642304176,0.10426981260149557,0.08474608426548311,0.030695154034381843,-0.052274079580051175,0.11927509943956201,0.036647267553183295
HALLMARK_BILE_ACID_METABOLISM,-0.04187860841269061,0.02808076541608919,0.05681933565798509,0.07869578968968437,0.0712688269778097,0.2519178874712077,0.10807842043359185
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.038577257709760934,0.08783948262041746,0.10490562673082729,0.11996443087649908,0.0862626236591922,0.30555115877934746,0.11374113553330978
HALLMARK_COAGULATION,-0.07547473824385202,0.026949497742454778,0.05999476921985032,0.12827399505159298,-0.003963880319962178,0.15843923018830397,0.06399072827424003
HALLMARK_COMPLEMENT,-0.0008248997515108097,0.06620852940287587,0.03085458228914497,0.15414675368580788,0.06354093918159712,0.25485126727457613,0.06688862571541236
HALLMARK_DNA_REPAIR,-0.04946522939710425,0.08945706518300142,0.13039592382502932,0.15711542365246917,0.1190020788767907,0.28740320604652464,0.12809810809523992
HALLMARK_E2F_TARGETS,-0.041864848811878366,0.04227884190833016,0.11627657802844982,0.10513525022984499,0.05148845089325244,0.24159401174082185,0.1364496585326027
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.05541532720253703,-0.050888824440090644,-0.04873487402338453,0.10189701333100272,-0.0462244725119719,0.06543195672857455,0.042312123259877404
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06513337870813025,-0.07853864846685141,-0.026727901145951177,0.09210957594451304,0.05773708085070818,0.2242775355470243,0.0919091887840802
HALLMARK_ESTROGEN_RESPONSE_LATE,0.011648199428370514,0.08912737216819297,0.09156031317293625,0.06838279758416692,0.07744154534205347,0.22920384331706298,0.0626433453572841
HALLMARK_FATTY_ACID_METABOLISM,0.00749110633745056,-0.06755736127061925,0.04573771830551659,0.04122178207213695,-0.0068813967076683065,0.14720536243787094,0.07284265712573118
HALLMARK_G2M_CHECKPOINT,-0.06363174344581357,0.08679578568509853,0.039968187680154005,0.1119183160524202,0.06438315661915074,0.24254046253941097,0.06852756483857861
HALLMARK_GLYCOLYSIS,0.0315845592057188,-0.03363640494336128,-0.03917006384092539,0.06210442606151971,0.0648731467118305,0.2700676331881289,0.07819834505912097
HALLMARK_HEDGEHOG_SIGNALING,0.10097080543113779,0.005367663884644022,0.05443987622330028,0.08003283970649762,0.08832342562701623,0.19004008039147394,-0.010514202436048774
HALLMARK_HEME_METABOLISM,-0.019304997134361623,0.050243627240743376,0.07551478831716858,0.10921565228248564,0.1117619253243065,0.2609741283647224,0.06068254706040077
HALLMARK_HYPOXIA,0.002774062365759663,-0.06759132851876407,-0.11315266342773973,0.06422572294024868,0.01352596733309566,0.07421913806114946,0.017739163877958226
HALLMARK_IL2_STAT5_SIGNALING,0.047214332277500194,0.011831693668127374,0.07140804760642189,0.06738274311016228,0.0927921034530696,0.23169816590867276,0.06864008741283052
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08163397733752978,0.10629424493560836,0.05215711676678363,0.16021377978383416,-0.016724264157966916,0.21214282276334592,0.04810034067032897
HALLMARK_INFLAMMATORY_RESPONSE,0.010306771141442872,0.09273320251248751,0.09113300230735523,0.026198645829708742,-0.044315650438570435,0.13933637102999635,0.0015664352886018446
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.05109150652801693,0.08445833005514412,0.07312539573026104,0.007731028662713266,0.0660777946774246,0.24959798624967428,0.07663968100425059
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.038059626200331084,0.10405978053243964,0.11720594549462114,0.10740388124520119,-0.02897178450532348,0.22708575275854542,0.08503052357440703
HALLMARK_KRAS_SIGNALING_DN,0.045886029381327326,0.08958470075616957,0.07388160018454976,0.08175255610314279,0.11995690071231636,0.262062255046442,0.05512918745155296
HALLMARK_KRAS_SIGNALING_UP,0.056256752697582166,0.0378893398798585,0.03451830935262523,0.14553276916567456,0.06084621380928508,0.2216157236370668,0.02032279807081501
HALLMARK_MITOTIC_SPINDLE,-0.019146287881579717,0.061181301595814766,0.06638032824835864,0.11120773421006355,0.08510215690200598,0.2541690482042721,0.08091493678011126
HALLMARK_MTORC1_SIGNALING,-0.003676688405710647,-0.07875369822515264,0.046214769060212865,0.07851564269975707,0.017678813620066423,0.15521059849402552,0.024928304753344684
