,MGH258,UKF248,UKF260,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.0367684920147911,0.05083661393241961,-0.0045658899449665565,0.12662606916044075,0.03925604272268581,0.06964990024898003,0.16092410726738104,0.1270774848794928
HALLMARK_ALLOGRAFT_REJECTION,-0.05402492952460043,-0.05932400422929456,0.07681765880308254,0.13668426888397442,0.032660071435211414,0.07392628302116129,0.06277165348062601,0.13234273409752745
HALLMARK_ANDROGEN_RESPONSE,0.0036652539828924188,0.011899815371287436,-0.037979898372067354,0.12056340305253864,-0.031645269500114474,0.07803829984681865,0.11546320555185974,0.10311803685700256
HALLMARK_ANGIOGENESIS,-0.0625771450378616,-0.029663027944592215,0.020997759748824233,-0.0912231510389587,0.04012021272566237,-0.042672855793984804,-0.033164643024447465,-0.04017923903000299
HALLMARK_APICAL_JUNCTION,0.03599965710688871,0.05693270414781061,0.0625917459781282,0.13122285299678135,-0.010680722555900706,0.13119569412512785,0.1293316992829228,0.10661162191146627
HALLMARK_APICAL_SURFACE,0.06412700003217142,0.048698311951879104,-0.048455251427293636,0.1294009434082272,0.025817184923609498,0.006031579247833891,0.09079913565709133,0.13742074745561964
HALLMARK_APOPTOSIS,0.0365708594627594,0.008733761042847734,-0.002593281442192587,-0.0018526642018229591,0.017869220490194657,0.055701406864420974,-0.02324999497072759,-0.007669414894135615
HALLMARK_BILE_ACID_METABOLISM,0.05187962779703795,-0.017741927483244636,0.010716632478155477,0.040785672016096106,0.07169660622411463,0.10086714816419992,0.11756509953383035,0.08769463227644868
HALLMARK_CHOLESTEROL_HOMEOSTASIS,1.9376738982220735e-05,0.08246905911184156,-0.023456751985613748,0.15226521891087996,0.08629558949598203,0.024011066841010644,0.14381505677836015,0.10862451127159788
HALLMARK_COAGULATION,-0.05931718092093511,0.021660334658788773,-0.003962759862352321,0.06690857407198723,-0.014068360158795945,0.07800337014925526,0.11661754772475884,0.12570076401419825
HALLMARK_COMPLEMENT,-0.04327918084910448,0.0004133753909826055,0.03847245331346445,0.12310860317752617,0.17270177331596673,0.10879007235110208,0.12638755364725104,0.11021298993844829
HALLMARK_DNA_REPAIR,0.03025358420314225,0.0010689806061442277,0.03928466395064321,0.15695646039030778,0.04864679215153833,0.07439228208003394,0.14216105746899976,0.11773671046030822
HALLMARK_E2F_TARGETS,-0.0013548519319643434,0.028585824248007395,0.014806683794257085,0.11015306187281158,0.06255936175040154,0.06759923542531864,0.07166169904407142,0.1460868147754494
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04832130371430015,0.009551047867909753,0.0021334634712963517,-0.04123175602531204,-0.060207576612224575,0.11052313280036023,-0.03723292906634212,-0.008668374021735996
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03978142884376608,-0.02354132370727722,-0.06881802399271192,-0.10190454168487043,0.0187984058443416,0.05574337010585485,0.09493496125069537,0.0660829383960293
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.015033261609103897,0.030711773966942926,0.0288664636443759,0.1553834220376902,0.026081789248912888,-0.031035423070459024,0.11959501665813141,0.11447766469590655
HALLMARK_FATTY_ACID_METABOLISM,-0.05309607368472424,0.011174195206024027,0.023627352177732954,-0.05679873723667987,0.03485396928086096,0.0495395820935433,0.05346695564195612,0.014574742000311862
HALLMARK_G2M_CHECKPOINT,0.06717156578907423,0.027568048184452375,0.04116592355609259,0.1498981665546258,0.11240455306495155,-0.014124272475874543,0.05552127260656441,0.11003645826614147
HALLMARK_GLYCOLYSIS,0.04682761687123841,0.039896916636442105,-0.02098850293775191,-0.002230130474722025,0.07061893559264662,-0.06356594430643529,0.04894189420984676,0.05464205144831982
HALLMARK_HEDGEHOG_SIGNALING,-0.05227688177097611,0.08117668024016378,-0.03918163557069176,0.0852818500250898,-0.0033906828573780088,-0.01487053029042682,0.04584842033035783,0.03883936604335054
HALLMARK_HEME_METABOLISM,-0.012692404653166001,0.03473879926023023,0.004105760505041049,0.1330662509151601,0.06962044157773065,0.060003579297460766,0.16184885892539408,0.12493759858618052
HALLMARK_HYPOXIA,0.07382275407382766,-0.04300759024861071,0.0004510713872998816,-0.10953109595737502,0.0012400342816777474,-0.11491651518301695,-0.03329959085565692,-0.1029691182351918
HALLMARK_IL2_STAT5_SIGNALING,-0.014734199373875882,0.03793016914460765,0.036654812166200375,-0.010836753018647121,0.09361506665450484,0.08022430385981243,0.10715169340564111,0.10141016310699477
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.017904053211219538,-0.023946527710588507,0.030452605738618285,0.05158666363929087,-0.010391373457832953,0.058132930352962395,0.06307177227961565,0.1002883520515862
HALLMARK_INFLAMMATORY_RESPONSE,-0.00828016920723523,0.05981405247698604,-0.017658932949193035,0.03852709949567568,0.06863835532740488,0.05984929357370898,0.05778888706788924,-0.02978347893420704
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0753977299420815,0.05422674101251931,0.003046501602211927,0.15962078643542021,0.033838651482982776,0.06367807637132185,0.15045203162013965,0.11268352542774047
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08477482789570019,0.018479634345889,0.005038459966936761,0.0914324604221778,0.08209761466744227,0.10676948158050462,0.03881836917473909,0.05928618668986905
