,UKF248,UKF259,UKF266,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07570273512787078,0.06909610147090792,0.004280287814036901,0.14324196844407427,0.1361992012128813,0.12371331180153328,0.04204825068394574,0.13765838830903396,0.10988126790847733
HALLMARK_ALLOGRAFT_REJECTION,0.07068695771494687,0.026226692190627315,0.05847573854723511,0.1252501816820014,0.08204764004824132,0.1781911202549434,0.05064013784019359,0.15106412725103327,0.10981288378225701
HALLMARK_ANDROGEN_RESPONSE,0.07896773703380476,0.012184958355007498,0.019699404169024277,0.12008364333219862,0.13652100234603062,0.10023997610231156,0.06551735108426503,0.09726753708711264,0.07066316885418404
HALLMARK_ANGIOGENESIS,0.00562074662021578,0.04672788666360215,0.05272767751782647,0.002269512568076866,-0.06278794407371306,0.08668166011399828,0.0802331768491779,-0.059517241061710136,-0.032006930455560106
HALLMARK_APICAL_JUNCTION,0.09152386638229797,0.017511220100830047,0.04876416511854417,0.09287696387137438,0.15904030444025255,0.16584638663889115,0.03813228056906526,0.15210959255585257,0.09671906055307306
HALLMARK_APICAL_SURFACE,0.10636815352071322,0.009541059452449058,-0.017470474646206414,0.12460239296366103,0.12029718959860196,0.07276094117826437,0.06368042270891981,0.11992463690762949,0.10393504325615902
HALLMARK_APOPTOSIS,0.027139339723149875,0.025573531101070725,0.01308393413668888,0.0015119915828764525,-0.0170873290001052,0.06608413443194411,0.004515599016676393,0.08648860644938541,-0.0008647401749126019
HALLMARK_BILE_ACID_METABOLISM,0.0528811791829932,0.013237582075727256,0.022794471479104055,0.08677550471898089,0.12154153627467354,-0.007982734969283851,0.01509347053741678,0.09196724587998727,0.07459897871773714
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.015154810746243435,-0.012247791136902424,0.021060630397938082,0.12328311950406089,0.1741438981682416,0.02087804296668484,0.02022752332724573,0.05966468103146782,0.08374869176168719
HALLMARK_COAGULATION,0.07195766199589748,0.04992506766502444,0.012151339682289482,0.1429502990679205,0.1135228277067966,0.10696606817549244,0.005732018782655029,0.13315517903510266,0.04495977154933025
HALLMARK_COMPLEMENT,0.03573982968366396,0.030171579370800297,0.01320495902565909,0.1268796808291431,0.10721508856736761,0.11601935265097123,0.08801145642830041,0.08918461023466596,0.04893980251746966
HALLMARK_DNA_REPAIR,0.07814007990628935,0.023758795741755025,0.06353625545458222,0.11846490094909679,0.1619810186430965,0.17905599471287703,0.027835817755108395,0.09006817655471634,0.08141202170871727
HALLMARK_E2F_TARGETS,0.0769119641225922,-0.0074479738397425265,0.05228386548656015,0.11990026654209841,0.1325092565505742,0.10752129541634746,0.06223379452333888,0.050065069535127744,0.08238761372800912
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.054005927551981844,-0.002165058098891382,0.047695303322906814,0.01128755061385878,0.014720225128296424,0.1610822293338529,0.04790037600331042,0.07600306109052042,0.008224782175759116
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03613794660174563,0.04616601595372918,0.018892474995860914,0.0692021851779923,0.10192993020116174,0.10745401203594795,0.015936797821469152,0.08473897263191746,0.08073595249115881
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04433571633894793,0.03457263327343287,0.0333833065906062,0.12025171457954052,0.1204324626839696,0.08199758096993671,0.03784877498970714,0.009772210922797935,0.032500404929456474
HALLMARK_FATTY_ACID_METABOLISM,0.028766516764377466,-0.001249044773032706,0.0647344808892013,0.005715468986097966,0.0020382124816281286,0.05760330094040504,-0.005508700617096513,-0.0020271105926322735,0.0023963509691861174
