,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.030826482860936533,-0.039995205031747375,-0.0002613064717814229,0.13141272073680474,0.07586491155191215,-0.06024117223660323,0.08101041685290862,0.05240055221706192,0.1498682033918614,0.0838229427933257,0.2506137204524952,0.2793792277125145,0.1430399996021548,0.1396977168457522,0.13310819618478859,-0.03708136528802643,0.1198773565287593,0.06160728915415602,0.04105849135547501,0.12311413501593675,0.06637787638626833
HALLMARK_ALLOGRAFT_REJECTION,0.1409798323782049,-0.05276910118885355,-0.01689847697685269,0.05558534735852773,-0.025311073681935334,-0.0719045921531407,0.045808164987562704,-0.031990441504704745,-0.2096851063012392,-0.07419330460254958,0.1091417193854817,0.11600641926660238,0.014283122933736781,-0.013487915822981766,0.08867998270533928,-0.023760394127644944,0.0988100413721234,0.0009037230681603321,0.19274859578951192,-0.012434334754905846,-0.07486088779633439
HALLMARK_ANDROGEN_RESPONSE,-0.015036338077772715,-0.04545800195946006,-0.037289974644969366,0.055342812429680255,0.015597685576674448,-0.03570560506510972,0.02258326629730178,-0.007601562361628246,-0.06941249153059476,-0.08170214160638106,0.2040543591261668,0.2018334518754713,0.12435177474931286,0.11396688662194081,0.1282677847229517,-0.046225556460375475,0.07820517254116574,0.01481311495227572,0.15178035776878235,0.0527083796255694,0.04157391505543372
HALLMARK_ANGIOGENESIS,-0.05892509818297665,0.06569774127973423,-0.11890133281876264,-0.114415470375832,-0.052216731739437944,-0.13663207133410302,-0.0638064769642566,-0.033405093067829586,-0.12276236189989427,-0.2421422844402531,0.1353959524864957,0.05084410159654957,-0.0163572353837158,-0.005027782096849624,-0.07016859369296229,-0.1140660315126483,0.012976203438710594,0.05367757813766344,0.1117818875097058,-0.010594958115845586,-0.11598422265164046
HALLMARK_APICAL_JUNCTION,0.03491463723402565,-0.016485691292717913,0.04504611968270979,0.07510977004813738,0.0037054189950936115,-0.09789426461809356,0.000559295387707552,0.009862202946681529,-0.014227783293854325,-0.13231238715008498,0.23249214473473978,0.21578453440223094,0.11844361922250934,0.163263312266187,0.16194635846903027,-0.053741338620905084,0.1031670095808515,0.059041032293655316,0.11758888060764339,0.11878235021671191,0.09846071304835696
HALLMARK_APICAL_SURFACE,0.09869560769198403,-0.09146477413184845,0.06346366375600494,0.08794510622002913,0.11753511042269678,0.08505578273703557,0.040419379274816966,0.08650106634342025,0.09674059186781647,-0.1047205678111343,0.17179688265900095,0.2780123258631121,0.13257029574469642,0.19584552496757515,0.14281786696039145,-0.0677288951087551,0.07476457279476767,0.047890848348969506,0.08018255505845472,0.07327824521232884,0.09653406840817466
HALLMARK_APOPTOSIS,0.0924221945015536,0.017486434608038264,-0.046964763548541275,-0.07921234288483336,0.06252304293474743,0.010757308918498482,-0.07762089664020401,-0.021919163194413307,-0.07402961713758566,0.14219239045807325,0.04368548442004625,0.032912601318358194,0.07657718455843573,-0.002887349319027454,-0.052073892520462774,-0.044149747838486395,0.05028696265366193,0.07904275122218508,0.12981983386594223,0.047788833678048356,0.07500976112468101
HALLMARK_BILE_ACID_METABOLISM,0.023707765322744212,-0.09077739672115354,0.053138226849278984,0.053589282856174286,-0.038122260511515155,-0.130812043428465,-0.04197337038344576,-0.09935886998356683,0.013160473419152411,-0.10882508913139896,0.1160929428424946,0.21583743158090316,0.1094957151707765,0.11676643772199025,0.10480561345806062,-0.06714918410334861,0.08123359964396605,0.02648705329704042,0.002774295309734237,0.1115861102923255,-0.047204514263351975
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04447488785328217,-0.03264460109629911,-0.009659824446259662,0.029144959569722042,0.03602462130953176,0.003834669428395829,-0.0708242177311077,0.021852627322700234,-0.05785452241106101,-0.1826239042418352,0.20652910254457385,0.15330681249143868,0.0976568545733626,0.1364250982957964,0.1362297490023786,-0.056040953165621514,0.05838972089256604,0.024894099060760667,-0.07490457017866786,0.12488793232784534,0.055993769490639354
HALLMARK_COAGULATION,0.08042449809091,0.0021511583529409584,-0.08462839642623804,-0.003966233182140314,-0.03713940605159613,-0.1010504306235085,0.01003238927797455,-0.07889206209256035,-0.16412271721099947,-0.14005237009880228,0.10947259455350561,0.30405027808268614,0.11788255410888832,0.09472242701102485,0.13994290191910824,-0.039270913525430606,0.01036201907604406,0.049734841778013725,0.1838245027141089,0.10496361742256713,-0.004363714866745268
HALLMARK_COMPLEMENT,0.14825005185354817,-0.032477349560732664,-0.0932283001941813,0.06925939253442977,0.003247897740828422,-0.048467146514118764,-0.02737522813269418,0.06575353642491949,-0.11740357564048223,0.03980877103634448,0.16646543172743017,0.11489486546826741,0.06629144169350251,0.08897066311047504,0.11436633893686361,-0.059431880756422244,0.14532590560136602,0.016107351776676937,-0.008097242853415218,0.088560579505867,0.08565091673845603
HALLMARK_DNA_REPAIR,0.024618234118463388,-0.07071548031636088,-0.0036755307223286515,0.11599578604978077,0.03827372003973381,-0.039723689349478584,0.009624754600992437,0.04685406381848693,0.11885390550817208,-0.09804080440039116,0.281850296819073,0.2349463029235518,0.14901581967395974,0.14575057400633648,0.16043117909965754,-0.04835483678840207,0.1158825552737507,0.024452797636333054,0.0292972292567077,0.09917728310944095,0.06418587811086278
HALLMARK_E2F_TARGETS,0.0939847641441553,-0.08509203775407184,-0.03738283960749603,0.07955520195770914,-0.01744617193624797,-0.06868798453430258,-0.007872745954664171,0.07055854630466085,0.14550650437139634,-0.12682174901920176,0.20623976333280925,0.23313022845982395,0.05937294884365152,0.09928015337025706,0.12333623372243598,-0.06078878448073843,0.07847129770983934,-0.03669618576320091,-0.014004214965068783,0.06992078749667548,0.04165123537136996
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.06463185529720893,0.06745503089877758,-0.014089215263601535,-0.08580668003205216,-0.036416024224608275,-0.05712435785958613,-0.041253044376537935,-0.014338061324164637,-0.14867629869115082,-0.20841646908654496,0.24867655372728878,0.12926108040294534,0.03542474451820519,0.07842243485364774,0.01245515454172024,-0.02820863975477464,0.02868754229559835,0.034428766486523585,0.2586649518177727,0.05538032605282012,0.12300370389464797
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02270075482491558,0.05301052298016807,-0.020212824945712974,0.13341193859926528,0.09234822630158625,-0.0772124565118101,0.08251737131204923,-0.005204037547053281,0.17536102862742747,0.22266241213897137,0.1562309561336207,0.08031637117059633,0.12529279251496936,0.17886428058313222,0.08054031780067886,-0.11925354965673848,0.1351988851317512,0.05655919622440261,0.01061023426446995,0.10314570180717503,0.07592968448574033
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07787866106024958,-0.05579590819478646,0.016410699261379558,0.035321912092703626,0.012299175535326199,0.08632600575886933,0.0038103719283219153,0.02907180524362631,-0.05732740553565355,-0.14461825546501053,0.024937510346318033,0.1551518040795073,0.039675596099892865,0.1446817967375143,0.16711961687495427,0.035318412908838324,0.05888323648999405,0.006309297490817565,-0.05443305372539577,0.0780276119487314,-0.017085809714363506
