,UKF251,UKF259,UKF260,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.006266807371342416,-0.0027982054504953335,0.015170569943810244,-0.02806839027203389,0.03206273708506082,0.05372015720903217,0.04107188248383942,0.0961705703062437,-0.022906041664830415,0.03686109491620966,0.100928232609738,0.09853478775261591,0.10823477083132758
HALLMARK_ALLOGRAFT_REJECTION,0.034648545614333226,0.021040946794567167,-0.012243528369347981,0.015485225302162026,-0.004243116077284485,0.028205390573716092,-0.04961661301475694,-0.015073529027881954,0.05048395761202773,0.08104631714988407,0.07643451473068794,-0.041955018135270236,-0.04189382678325571
HALLMARK_ANDROGEN_RESPONSE,-0.04718762202137397,0.034025894053950526,0.053386578672180274,-0.03486749876493869,0.00782032760970897,0.08749048127994184,-0.027258561249138336,0.022007296232872408,0.017423310549099163,0.05159034721549009,0.032767447755641464,0.07846323569693578,0.13511058055706665
HALLMARK_ANGIOGENESIS,-0.025999301121812254,-0.07034068423106965,-0.052262647455265536,0.01165458777906498,0.013201603412847754,0.016249154167160516,-0.07538679000655236,-0.00290570121000467,0.09043429352872344,0.07079350494724795,0.06476481771860831,-0.06464079320117017,0.1449453859013766
HALLMARK_APICAL_JUNCTION,-0.0012410876755427293,0.04314974145277291,0.004936967308956333,-0.009853791941678769,-0.0020733751824137214,0.07167459134593117,-0.0671624903240826,0.0709496561054347,-0.029035791403519973,0.052651231699591794,0.1381009395455769,0.028789083535306847,0.1837764343871099
HALLMARK_APICAL_SURFACE,0.006685910875986826,0.040660518561352936,-0.00527921669320926,-0.010959345149332304,0.03868338036853139,0.07819248959544366,-0.023141142858924057,0.07962835258670024,-0.07138907866083459,0.0802238265983814,0.05007563611060803,0.013066153400560006,0.08426506675547853
HALLMARK_APOPTOSIS,0.02793951213654331,-0.008479831559678873,0.05245804872198883,0.043113638703748326,0.01989063692998474,-0.022309692751044437,0.0368486758702181,-0.022270937378552666,-0.053272257621906016,0.016607669595539564,0.046420511676984286,0.0011443693674248773,-0.005726713858863423
HALLMARK_BILE_ACID_METABOLISM,-0.006616943543492537,0.02633717286992495,-0.04052790820681897,0.0020804203792351367,0.03223445148975384,0.010915142381807859,-0.04769942051850941,0.03623250250057298,-0.0038784348765737767,0.05167101011287555,0.00793810529040649,0.12561074613330828,0.09915815582425641
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.003480628853779781,0.05090172201497896,-0.04179860357870391,0.019084116458455046,-0.027903297847264728,0.06340563439280175,-0.07706872013929847,0.14822852620304103,-0.0722941993203506,0.036708967242346104,0.11104484430438526,0.15579086683259477,0.09444273379203073
HALLMARK_COAGULATION,0.04654030955845081,0.05287715362564844,0.003949306126546968,0.015877281645717525,0.008038591489372407,0.07284166099335848,-0.08081999467379228,0.08898998939414836,-0.008530712850672518,0.026623594316921115,0.05373744990452269,-0.016977532003023824,0.09664839015259843
HALLMARK_COMPLEMENT,-0.01923378130789693,0.06133677012305764,0.003925758227019558,0.015297835436663802,0.028859991700102547,0.04282591360716632,0.05830772282655445,-0.07114194552915556,-0.0701874259564685,0.05721795525855677,0.07496465710407985,0.14910998962863997,0.07470792222212262
HALLMARK_DNA_REPAIR,0.003256198590858381,0.0082015431199135,0.043335772124947505,-0.057717989700558546,0.020831077418823816,0.060305562440364634,-0.0166480407827366,0.12235081762583597,-0.05275023866093067,0.07305199433826293,0.08384064821770439,0.1105181428407048,0.15814241242173555
HALLMARK_E2F_TARGETS,0.0173591446618835,0.08611755950414852,0.017458179053813305,0.005170028808230444,0.04263215089794461,0.09151080916038172,-0.039368686448556164,0.08376152665278762,-0.016083026560389846,0.06866618044154676,0.06562942179875832,0.13093790958769927,0.14607918369293107
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.007978291024205388,-0.027423613240878577,0.002471374365453159,-0.004232811252373686,0.0004770415278423942,-0.0015919397733832926,-0.03540017561122781,0.0732621182296627,0.0478469127765306,0.009278632362581776,0.07073413685916229,-0.058422681921822976,0.14602082906564637
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.025303395488315086,-0.023518778026222525,0.06642173603855339,-0.01566779705682061,-0.03389400122772124,-0.015506289981676427,0.11108162545813156,0.032663123730754945,0.014565150176875017,0.04199107186515902,0.10097966168473589,0.08219991295332577,0.15466367575302287
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.026742536265949222,0.025381413696477305,0.03686685274361905,-0.03351414136996942,-0.018741787856608464,0.09234900087507207,-0.018212982514750453,0.06985206739835606,0.03941661908997861,0.007078838779506203,0.029048998893503365,0.1598948832643022,0.06157076813064352
HALLMARK_FATTY_ACID_METABOLISM,-0.01908459491002698,0.00027535135860689837,0.027629693774891887,-0.03980571473749381,0.004865040688643873,-0.03587557105838855,0.07782054952138666,0.018124808721562018,0.032934067712440326,0.004133981461647573,0.028681027243515775,0.07123234050717032,0.08769504001124157
HALLMARK_G2M_CHECKPOINT,-0.007789334963299384,0.012756304813118914,-0.025750695657192558,-0.01579835133159013,0.03481687642183521,0.0808371155153217,-0.08452129693100159,0.048096218760196215,0.025044844574957613,0.035380014125352285,0.08934446858627236,0.14042870382149664,0.18458280685158102
HALLMARK_GLYCOLYSIS,-0.0008107357138690115,-0.02727601883315046,0.08030184582398663,-0.023331456747300375,0.04395980760314863,0.028055451634150443,0.009573062881114543,0.10084919015015388,0.03665289957796276,0.016427668586482633,0.10701817336298039,0.14600379295567767,0.14566960331780548
HALLMARK_HEDGEHOG_SIGNALING,0.09026188436255077,0.01997189383599144,0.04739181265651926,-0.05940106034355769,0.04118868055121421,-0.040022932848266045,0.04886520989797573,0.07076228807329718,0.04391704269750453,0.09654177929726414,0.06729813017970676,0.12077847276723488,0.045322217650121725
HALLMARK_HEME_METABOLISM,0.01387030406593897,0.0025521688368365216,0.029645532872500772,-0.05724447604932576,0.006141199987270122,0.07504916953563569,0.009577858929661074,0.06260226567612094,0.019616108846497574,0.05139682799754325,0.11087473449736111,0.10472627228387399,0.10795636726640147
HALLMARK_HYPOXIA,-0.035101920264322045,-0.040721786560679894,0.003341573126671627,0.009576235581701677,0.044381430371723304,-0.08055680981213972,0.005359486705910199,-0.03561088508119883,0.06519912372488752,-0.021274337034970593,0.10136396742263859,0.06600188497943872,0.07420633723541196
HALLMARK_IL2_STAT5_SIGNALING,-0.0034887333117893933,-0.021848178017011395,-0.01312949050136867,0.0359328594813748,0.00367909175453843,-0.02509566192486417,0.046617554658648405,0.028909624032524506,-0.022969637745172543,0.07360795459078606,0.040650640047636036,0.11517519307210307,0.15578920636993163
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.008045515603400923,0.0034376454414862426,-0.03930222516304962,-0.028730883747695377,-0.021037731261634777,0.06486238177839415,-0.08289929654289618,0.009100989085514445,-0.05473292476912164,0.016730879780103267,0.08464756011746945,0.10891951146051976,0.1673153916832713
HALLMARK_INFLAMMATORY_RESPONSE,-0.04760218437609283,-0.02511940079337989,0.03901610954764263,-0.009986593217230538,0.026835501751924142,-0.04802243255899542,-0.03310922737877801,0.04021411123549182,0.024186978390556644,0.0895346603547811,0.1135599130555994,0.07017987581597677,0.04892802983536195
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0025072880330182347,0.03470511298589365,0.0036893592419870295,0.002916644073231108,0.04908134381309476,0.07974076448443171,-0.09217090076478159,0.11526798806546507,-0.06014783822316042,0.01982050786922794,-0.013140773727712702,0.07225416098863317,0.06111487866004126
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0009479578810333808,-0.007670494798602865,-0.02396460331097831,0.05445468928753525,0.0036376531711240917,0.012218710590772435,-0.08148408444686028,0.07795526548034303,-0.05883864413839567,0.057907375941299515,0.05824595370582868,0.0685438977272419,0.08831423847474854
HALLMARK_KRAS_SIGNALING_DN,3.8773804008194667e-05,-0.02969537323828173,0.016905246017553936,-0.0036690658142309322,0.023591979249672476,0.043064128916934064,-0.008012209010840913,0.08892306861581385,0.02458158730277804,0.07375800989772073,0.09228335974667445,0.13684964399331462,0.10597876866891326
HALLMARK_KRAS_SIGNALING_UP,0.004983460385193986,-0.054010979086092537,0.02688385915725025,-0.04250793082010704,0.03247257379253461,-0.0040480694308738414,0.0665980158212724,0.020427394238626186,0.023128668800040934,0.037348643148153796,0.08623888902487427,0.012151708006180225,0.030619596534705886
HALLMARK_MITOTIC_SPINDLE,-0.02063180113351807,0.03333144593738971,0.040246601247137595,-0.05829492126868448,-0.015714973207168165,0.09350369524131111,0.002944897853030053,0.07870275890506058,-0.03740939333793829,0.04478821724484101,0.06001250463740437,0.0838560125149984,0.17775828647515798
HALLMARK_MTORC1_SIGNALING,-0.017063538323212765,-0.02283555472051965,0.006304237616173854,0.016633053300187228,0.022533883053051335,0.008408427434494187,-0.04518082744146996,-0.04283535262957872,0.0621322810539133,0.013605567126591755,0.09993594529399265,0.03629539614179353,0.1717639389839636
HALLMARK_MYC_TARGETS_V1,-0.0006810889546057044,0.039152845496239534,0.056178399744130164,-0.04580520212034935,-0.004342072646647663,0.1012539936178324,-0.039299378867161894,0.05804350116606384,0.027028184347357678,0.08563150071580011,0.09190391047297615,0.11499403769797263,0.1387190408216856
HALLMARK_MYC_TARGETS_V2,-0.05080067801385751,-0.05376899345580708,-0.08318077445295971,-0.02497420078489927,0.009065775490152472,0.015811456570564958,-0.016379539874464645,0.03136218515289181,-0.043943325445911445,0.09886888794555099,0.04782523755428574,0.09070891689844537,0.10974630745816114
HALLMARK_MYOGENESIS,-0.038336196853159275,0.02394666103409095,0.039450717747279145,-0.030005383179609563,-0.006349636763190858,0.0580041973466143,0.0612365601756109,0.08059991308044838,-0.05108033087678639,0.011393052398829697,0.06381480636422572,0.009437124549091869,0.04433357981963243
HALLMARK_NOTCH_SIGNALING,0.02319958924040475,0.06996702306485474,0.02097221967382986,-0.0532832318998703,0.03426570736998011,0.06020403365040004,-0.08468536058369129,0.0698866524354281,-0.1252725259362385,0.06197508948507526,0.08893045003987268,0.09944489888513187,0.10779460836874286
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.003752888194780948,-0.0032830602672197086,0.05449784473673612,-0.08101627495175588,0.022928012346734312,0.08882508711907576,0.04093308576360531,0.10968809399385634,-0.005790756756257729,0.1079893907408175,0.12392698929004321,0.12068544841962991,0.03971539397044729
HALLMARK_P53_PATHWAY,0.039390608460833476,0.007483923945878448,0.06886521924122584,0.016741774609502585,0.0045121794548845925,0.01520442900663821,0.030878842650499387,0.0022579209288454507,0.039469702070957985,0.03337212171989061,0.07196440228772107,0.1125080100717932,0.1309598130118765
HALLMARK_PANCREAS_BETA_CELLS,0.00027939742265150903,0.08837064863604563,0.020739818506091794,-0.05149757567141958,0.050007024393667596,0.10094497933255857,0.03018751249448052,0.049015842506341285,-0.08983993572860945,0.10579336727142408,0.061412439409586676,0.13783997546445415,-0.009672933418872967
HALLMARK_PEROXISOME,0.015921816249404502,0.007240770373246398,0.039192309776487216,-0.014772665472683398,-0.010027974913915827,0.020439715031817764,0.022608678850833303,-0.07294735211231067,0.01273712374415419,0.0610357891745623,0.06505529338537858,0.10372046884894043,0.13388655430472995
