,UKF248,UKF259,UKF266,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.037473580458868117,-0.013925482498005676,0.004532368664230655,0.076981644412512,-0.17880594399567934,0.12450537203713331,0.052920141967660914,0.08581501744802437,-0.016761818270607708
HALLMARK_ALLOGRAFT_REJECTION,0.04703086312123132,-0.063226447410006,-0.000970722709641395,0.022175694640901217,-0.16239120025428005,0.10235013778852343,0.05568686368031382,0.14754285554019317,0.17941797880712287
HALLMARK_ANDROGEN_RESPONSE,0.013840218984373546,0.08201629370637997,-0.011443884734032158,-0.002130819159910798,-0.2287675927015404,0.09214279053284735,0.06752488560178786,0.21662130557805065,0.03676517362061091
HALLMARK_ANGIOGENESIS,0.08066268600441838,0.06409198581282614,-0.055206779518260966,-0.02694989582556929,0.2847094330712103,-0.04498559780659601,0.04907842592695577,0.19674018418124473,0.12233021207472658
HALLMARK_APICAL_JUNCTION,0.04124273397475272,-0.043731473991533126,-0.046190363692080565,0.020839110461077923,-0.12415338281971539,0.12027410637284705,0.06288986059875415,0.24620625036608593,0.02210022510952447
HALLMARK_APICAL_SURFACE,-0.022098940966262515,-0.09625774805300538,0.029772388646344083,-0.0009158583883360344,-0.08769056140736321,0.06430270858237105,0.04244028393447613,0.2034836424144621,-0.0675908716183634
HALLMARK_APOPTOSIS,0.11088397162790259,0.0795765836694166,0.027544930989163687,-0.04150527914875514,-0.11396476704691261,-0.05095085478851644,0.11084638808998498,0.059912996709453756,0.08971498643143895
HALLMARK_BILE_ACID_METABOLISM,-0.03327390513450498,-0.07490075071900774,0.022391669322514105,0.02763844092207245,-0.13937977986234668,0.09621087198428185,0.012458291863148264,-0.023022368289844317,-0.05392742090520285
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.11865197956199817,-0.007438647733148873,-0.06453208786867703,0.0067826174618547015,-0.17572812898281837,0.08846697656852999,0.0050521968517964234,0.0029522219967700915,-0.08609070799715172
HALLMARK_COAGULATION,0.1292897758013993,-0.11525768812610519,-0.03307245917301584,-0.0011216459974180666,0.07914403216813747,0.06632161552479234,0.156632073165526,0.23049985861908556,0.0453901087205226
HALLMARK_COMPLEMENT,0.031478823866876414,-0.045163334009009216,0.044840832227723504,0.012620979036113304,-0.20324952626198203,0.060000090505204974,0.039643126695773453,0.04922949973025159,0.035445637700783
HALLMARK_DNA_REPAIR,-0.060598976629720094,0.11395098621088005,-0.007761415669061847,0.10377970902014555,-0.1300239035579148,0.1390091935538479,0.027306419233208437,0.045191208569590136,-0.044712206751131044
HALLMARK_E2F_TARGETS,-0.0524073285955619,-0.059522158039696495,-0.056962329359718074,-0.009871965524882228,-0.0883636163656095,0.05782855129182806,0.04110125178403178,0.020403626179157093,-0.026002864513895937
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1387521099947785,0.09859120941304692,-0.009567464923497979,-0.006364987986729161,0.32331693861529975,0.04255631737061707,0.17959238296348834,0.2799174256360106,0.10924859607563217
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05278822504835834,0.042301127813477675,0.030144856197086005,0.06765649800532768,0.23798984066432474,0.040100544201386326,0.04713633006240508,0.09167084674807227,-0.06265336943189898
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.003971408241803411,-0.06329266717353058,-0.011453194334532731,0.014018209884748431,-0.20314721915101602,0.09945910801073858,0.01872335797273362,-0.009360821692300446,-0.08878754062260012
HALLMARK_FATTY_ACID_METABOLISM,-0.04142166622436843,0.08218571233165398,0.005971540814094815,0.05008877082639304,0.24243080113583532,0.028231535832737593,0.0297907955141973,-0.013311515236901897,0.00695204900225607
HALLMARK_G2M_CHECKPOINT,-0.05407300665039759,0.01914651257647589,-0.041508312054050346,0.01273501208949233,-0.19478742418013678,0.04853041992316837,0.07032613168827168,0.04325520312751799,0.017282853267387963
HALLMARK_GLYCOLYSIS,-0.08963911112984493,0.0820971705774271,-0.012785449201396659,0.030084199507703507,0.250400975598601,0.05154206258945615,0.022428661657558437,0.05834014800371989,-0.09410739521821389
HALLMARK_HEDGEHOG_SIGNALING,-0.10257979184292478,-0.0491096384596391,0.0480544973562489,0.056744255239568754,0.0021662292100838886,-0.007007045015843269,0.007530422691768334,-0.015218621190577215,-0.096624403700063
HALLMARK_HEME_METABOLISM,-0.013919538739592738,0.016045342543946788,-0.009530187812138097,0.04237638757737384,-0.012411044184133859,0.11728192572109288,0.05130026002629607,0.07751125268939117,-0.07884627254761871
HALLMARK_HYPOXIA,-0.016636733696348733,0.12256519309276523,0.005394681743269966,-0.0004338067442511615,0.2774828509796615,-0.052673888094803945,0.0016558116579012071,-0.01266080420661087,0.047340603670290714
HALLMARK_IL2_STAT5_SIGNALING,0.052400013843819385,0.11001268440099876,0.009641289780427347,0.00930601119745894,0.12104040026191486,0.08076854187383121,0.022311740959872036,0.12150839864734748,-0.033525799173265015
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.09552850037136949,-0.027464253287861135,-0.03750737295484259,0.005096540539897342,-0.049400677010915724,0.022351984426117785,0.003223988433934325,0.022748209395223592,-0.039415164057613535
HALLMARK_INFLAMMATORY_RESPONSE,0.008198128022453814,0.042925508740290746,0.03337485158117817,-0.023554426300515036,-0.015265860612295101,-0.028058336217408195,0.06201430920077582,0.013323670476133677,0.05317864177492269
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.007465520514296259,-0.021469441327340886,-0.07977179387204554,0.03640578828527247,-0.15795695187464318,0.14765904897123813,0.028618456085673923,0.09873016721701455,0.06667817763117598
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.103475011427155,0.06137898491592723,0.06425055878558882,-0.035088265684035155,-0.188909592461281,0.039566696275760704,0.16297259536806746,0.10254499154910604,0.05723951180505049
HALLMARK_KRAS_SIGNALING_DN,-0.06776805431994556,-0.1005164189865782,0.06462921881487795,0.06802768908253945,-0.1506557125622857,0.0769174070577405,0.009110326766522979,0.04715392756129652,-0.02670890647344524
HALLMARK_KRAS_SIGNALING_UP,0.015485130536537182,0.0319286635675999,0.08370046871263523,0.06314938362278878,-0.10007218358725617,0.050032456161289235,0.043181830500322094,0.1667591516042427,0.10452992273019886
HALLMARK_MITOTIC_SPINDLE,-0.005162751936480683,-0.02617245912055321,-0.03282648870954393,0.09345170268592025,-0.0305513860345738,0.0982004832880741,0.061032443945078306,0.14569693499375358,-0.03532544409419578
HALLMARK_MTORC1_SIGNALING,-0.0690517889438155,0.138673524924039,-0.05540408416990289,0.004766871077791257,0.1756593099175797,-0.011787313645394197,-0.00491786007898882,0.07413690023748623,-0.009355082323303041
HALLMARK_MYC_TARGETS_V1,-0.07366352182964542,0.14583750577434498,-0.031161133708607867,0.015974490237235142,-0.10556714200893422,0.16633335034080213,0.011584624005936293,0.04529372499152507,-0.02039891082697426
HALLMARK_MYC_TARGETS_V2,0.003199297472067574,0.018318111796574655,-0.08669053840504347,-0.014129934982758203,-0.05447305801571696,0.03740828028881529,0.06020948288756564,0.04447663903725691,-0.07874211475224212
HALLMARK_MYOGENESIS,0.09174149184483496,-0.08405457066090273,0.0623129048460153,0.06002751598619758,0.12529644675132723,0.12915580252528439,0.08048462790651735,0.2440982774486531,0.08323746997928029
HALLMARK_NOTCH_SIGNALING,0.005529662577680801,-0.020010768500239695,0.04218020769109699,0.056386316497945344,-0.2514884612837077,0.10817907271142713,0.01373311193408375,0.11884528984387054,-0.07021094603585444
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.08854449897766817,0.1148280712096585,0.034272452314330654,0.06132228529586002,-0.16579264923329864,0.1496088874581947,0.015280950030889596,0.0074878493707447365,-0.07938530917174134
HALLMARK_P53_PATHWAY,-0.011934692091462477,0.10707082811561096,-0.0017759486542401116,-0.0144386728892382,-0.07672802033900801,0.14931323664717458,0.0031367338212688963,-0.003182605745225807,-0.03635622528904021
HALLMARK_PANCREAS_BETA_CELLS,-0.03705014865812716,0.012571491666841024,0.039454945657965076,0.06004611546590875,-0.1992848275108114,0.07408886506479356,0.002316652126548294,-0.01404470248135744,-0.1140685265247006
HALLMARK_PEROXISOME,0.006645565896234523,-0.04968765805419538,-0.025679536214871727,-0.00028781396786832795,0.052279240762319476,0.07306266892500896,-0.020362160532586705,0.057788454223094386,-0.04728370746870865
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.05723231143578902,0.004334335055671565,-0.025333579480742944,0.03724160581658101,-0.15203668514053367,0.1286278184184396,0.02336546437683896,0.1280999532748395,-0.04317292585903543
HALLMARK_PROTEIN_SECRETION,0.023995959693272464,0.05794497086599037,0.008252636398221018,0.09978300569587949,-0.049413877116400336,0.12640967503934736,0.05357972589459486,0.09030688916207576,-0.06978561746521689
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08175351353019845,0.13093149234579277,0.08364984400357767,0.027225438783207045,-0.05658577012636734,0.16119659964419877,0.005451747865098035,0.014692566432540645,-0.05082502799362654
HALLMARK_SPERMATOGENESIS,-0.0444276681905885,0.02241970189615161,0.0341999079222037,0.09796194893088818,-0.12090582184086468,0.10627813993905738,-0.0023538638208648764,0.021276623032580294,-0.09832617019061492
HALLMARK_TGF_BETA_SIGNALING,0.05702587506183413,0.015469794363652195,-0.04313111324698654,0.05065355975061006,-0.2446009400609616,0.12543091279563556,0.06557742654249597,0.24025146575478376,0.12166090674346067
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0880098862393777,0.07722527685609157,-0.006352210673976748,-0.005993182470354185,-0.24960775564176257,-0.06063939774564913,0.044481740707813085,-0.024297386492848582,0.07778785746069097
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.02723021386352928,0.12575844312212936,-0.031691271603487996,0.056948043382365546,-0.0031401671980835363,0.1386246120671977,0.06885449368938366,0.1535779840140621,0.06034172898812872
HALLMARK_UV_RESPONSE_DN,0.12721830169402876,-0.0647663648568815,0.055420467396169515,0.05314486046545815,0.25883006669454317,0.12593750715752258,0.09899446027064507,0.2649619473500278,0.005931593613958286
HALLMARK_UV_RESPONSE_UP,-0.06203272748534426,0.10531453088803801,-0.009607763402084548,0.07961432834051643,-0.12825319827702789,0.09681035509947601,0.04388705690600219,0.02353691990181069,-0.03309603755838279
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.02133036815267406,-0.0495969205187334,-0.05487282777832184,0.029467758339202222,0.14561547264732996,0.09301957950200576,0.01635116492193981,0.10395761811169688,-0.042275920912155776
