,UKF243,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.13162984245775347,0.04473866749215431,-0.014920403875403212,0.03391095008573849,0.04468494731410577,0.17382378045424723,0.11610400875043476,0.03973526563921457,0.06818599116026743,0.29148759660499163,0.11174649638347477,0.0979025936232845
HALLMARK_ALLOGRAFT_REJECTION,0.005459688648549826,-0.048299959544664546,-0.08353086588201457,0.037619123446958586,0.07541770607393684,0.2767956128036648,0.21679595954006364,0.06127320228757832,-0.036751542331398754,0.23083216936288734,0.012374070923213052,0.021199822939438163
HALLMARK_ANDROGEN_RESPONSE,-0.01893396054795451,-0.009610048234139301,0.013580647287272384,-0.015294777317166457,0.052575619812986,0.2550718333566204,0.13766129110310193,-0.034834787591220655,0.026390500070854268,0.16011481934135,-0.1195057423488848,0.029370203987769336
HALLMARK_ANGIOGENESIS,-0.1401336998011505,0.06779126265686422,-0.08383578262974416,-0.17361171303984618,0.013154831992008646,0.24585620687450213,-0.048509577057358984,0.10233057230417017,0.03360823211313531,-0.0861108731117313,-0.28682008472380865,-0.09552956883671962
HALLMARK_APICAL_JUNCTION,0.05256094174550232,0.04820960405300981,-0.01204829299510068,0.07768291153662478,0.06865019666524849,0.2510092565820263,0.0843684046255402,-0.01161246782973273,0.07683005947213084,0.26970383250633806,-0.0037509292853642683,0.056993393720572806
HALLMARK_APICAL_SURFACE,0.1208912917797537,0.04164413714383945,-0.059419918726116766,0.0664579463275824,0.022264649852455822,-0.16280640797193788,0.059112441718650495,-0.06493309023642033,0.06263951891583512,0.19184372850297868,-0.07589852594756707,-0.016814472767744535
HALLMARK_APOPTOSIS,0.022721390281678473,0.029750587211774912,0.06076199254846708,-0.018337548054522302,0.07546403329561516,0.07142679377884956,-0.00627067891467248,0.08848143579272287,-0.026043832930768805,0.12414431180040253,-0.06304599066263629,-0.006307490960167245
HALLMARK_BILE_ACID_METABOLISM,0.03135024052051608,0.03794557910733431,-0.03569776082376504,0.11007557259222327,0.06093074854676571,0.24076360778671393,0.13805845542050815,0.029011433573299973,0.10585042946269159,0.11234865031914396,0.25863809688955613,0.1414715984142917
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0892753969436008,-0.014974684923356924,-0.024177979197564595,0.08570318571653417,0.06905747621686315,0.2071429364815659,-0.0032982341875837946,0.026368921408237295,0.08229696736822231,0.11739223008256384,0.08308626951153864,0.08351371970582797
HALLMARK_COAGULATION,0.11347786453069182,-0.0018762140509932586,-0.05904915556453573,0.0908155928192543,0.15026593293905652,0.2556516234942007,0.15205254013896935,0.10126174541455228,0.005924395043614939,0.3225759487167646,-0.11922477242439403,0.011656648116544247
HALLMARK_COMPLEMENT,0.05595194019782538,0.0028995165984200427,-0.04410618495539018,0.0458485658977983,0.09216037635959201,0.24054654139322115,0.04170446577889295,-0.018767989383624787,0.05187213962056513,0.26683844484385966,0.05648071513595697,0.056837385182510566
HALLMARK_DNA_REPAIR,0.047774890830015335,0.021623916616716803,0.003443188278036912,0.012785844072208896,0.08154830342663187,0.28127857161245245,0.1182059566682149,0.01872661084469446,0.10689899555299787,0.2606902019745448,0.18156292052153772,0.15466294238634276
