,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF296,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07844845585636052,0.03362467029895945,-0.005532644485975837,0.014640397624728562,0.012052170979610408,0.07011594379001741,0.00821589437626472,0.016844747510560847,0.017512279580620186,0.10581407700101139,0.08292660782848563,0.004394491097294642,-0.00453307759994315,0.057235621024086455,0.06816837685305639
HALLMARK_ALLOGRAFT_REJECTION,0.030466227755960137,0.05405436716410839,-0.016734530786412995,-0.022570554903928158,-0.029385679691822767,0.04264514485691987,-0.0015735165673848475,0.06363913178372818,-0.0019074953019683628,0.09528059606354278,0.03492516784707105,-0.05168547653022131,-0.10480059367255205,-0.001043064742577208,0.0011802831348976563
HALLMARK_ANDROGEN_RESPONSE,0.07727331524175218,0.07534323388972304,0.021939528393460406,0.02939521796086701,0.034395468358915965,0.078537579383285,0.042553838292292485,0.07772511128997552,0.005563133735333951,0.14461246614432624,0.08391852955523606,-0.035688270689312906,-0.03468158072293245,0.09714665485260349,0.054408051072477225
HALLMARK_ANGIOGENESIS,-0.002853034813533594,0.0063334100840456535,-0.08318051251654593,0.047279592533204885,-0.014394464904984005,0.07924690881898716,0.032423353578719574,0.06760027322156177,0.03324051770436945,-0.02601945914685516,-0.10788384723129285,-0.044260339768787064,-0.014268165349997405,-0.03191208535951156,0.03175263463868855
HALLMARK_APICAL_JUNCTION,0.08413388343286175,0.10085741071857479,-0.00957058129187191,0.044768346039504886,0.051596257280895806,0.08951513917531613,0.0244729068673892,0.07388681780025602,0.0709660491668414,0.11356582941905617,0.11869048162964087,-0.0003656235662804993,0.02993455454312326,0.02241209811709349,0.07574850293539502
HALLMARK_APICAL_SURFACE,0.04651759451802553,0.0955286393115058,0.05121881963730265,-0.0012161546993917248,0.032650799909871984,-0.027097970217384356,-0.019863917156345025,0.06824812238178045,0.051806907938179124,0.1246341713600933,0.08908210854922018,0.0319900436715786,0.04860464063001703,-0.004040060929924996,0.08967506482716334
HALLMARK_APOPTOSIS,0.06279287873289748,0.01141967810765213,0.06667118853904126,0.02474281835347974,0.021795953544242665,0.038016369077237946,-0.0036335428827123503,-0.05355231378222012,-0.016939550114121012,-0.06164257036116953,-0.06764333784151204,-0.03963488972419869,-0.010907161246656102,0.015322388389836725,0.023417675305789906
HALLMARK_BILE_ACID_METABOLISM,0.02839470441103678,0.04150880859520427,-0.004714631692587209,0.013750117999457884,0.0413813906781416,0.06387527606221434,0.06383499187176127,-0.07144499497805559,-0.007419599585330719,0.1511707304042098,0.11614955960733302,0.019091069116421094,0.004451989173185458,0.06425603443658583,0.003618379975266675
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00602235139900612,0.0781756991113366,0.03375734798879714,0.0055815430462589815,-0.00033664148023350606,0.05794740572893452,-0.003772203663349881,0.017271166523135293,0.052841057841520905,0.11274422446557295,0.11511767867086124,-0.01932835437147989,-0.010818031808919033,0.1436090125117879,0.03315602368956014
HALLMARK_COAGULATION,0.07918134972077372,0.09075458919269297,-0.03449727396379223,0.035412366806049055,0.05942779507563995,0.055233797397284554,0.05065274669186222,0.07528729654961823,0.030051507609358725,0.11109174392981518,0.0049860573094708234,-0.05319905865337834,-0.05103471335847018,-0.003867140427895322,0.04985102139400993
HALLMARK_COMPLEMENT,0.016404529055643043,0.019244190503404895,-0.01856566421176769,0.004018021738021585,0.061008351322305275,0.09188781156395409,-0.0004996574084482302,0.0114689736345926,0.016283831680203757,0.08454633545175182,0.027530771473765463,-0.028198968019859064,-0.013281331483684393,0.10812993869148804,0.03536956153057706
HALLMARK_DNA_REPAIR,0.08596469225571733,0.12214414403867907,0.03802866806780308,0.03450217668220012,0.033489971403581134,0.083565431211537,0.05087663051631907,0.05199596713588078,0.053288021158279776,0.14612246124066675,0.14410152431417145,-0.03149101879930959,0.02108798174683328,0.09878302663192638,0.07683026870361696
HALLMARK_E2F_TARGETS,0.06308854236314235,0.06400049047985736,-0.013753897815419542,0.009855624893174982,0.010259746011942562,0.0799992432624207,0.06747212606177176,0.09431417704555915,0.05772049053747714,0.12162346048063327,0.07285134693315713,0.016831992677866645,0.010480574852864721,0.054354153253342766,0.020340581536616338
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07880624342987967,0.04315283107384939,-0.0002627177915959684,0.013710321108530725,0.026056051881825394,0.06480295896863003,0.03996240880648153,0.043023929445683846,0.05344529053110275,0.037868372110660194,-0.053528685300766564,-0.06526718245217888,-0.03375056290453003,-0.010999498028696078,0.06537130939555219
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.007008403266532712,0.04831521760958706,0.018862697788709297,0.044292572196847436,0.036191700686828435,0.05509761912624611,0.008790270957128678,-0.007009544075360178,0.010277988216369258,0.10865249168842585,0.03995027535985955,-0.011152530396231214,0.03676201413435759,0.10367674361166342,0.10366156851623544
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04746999790868452,-0.002585984702270325,0.007378129878222854,-0.01647354170524845,0.050132970571894114,0.015241971657784004,0.033665048857545274,0.05498064302933165,0.01695505135450447,0.13514461684756773,0.08599125693016406,-0.03452511665295345,0.015469778712405347,0.08506136151381367,0.01213962066239712
HALLMARK_FATTY_ACID_METABOLISM,0.02026980029847726,0.051655147441802246,0.03828841612250895,0.015144161293422009,0.01967914869836942,0.0579347152422229,0.02655569495289307,0.02486506305201802,-0.0071068569805999675,0.014223344621308814,0.017765151079491306,-0.037413962740118684,0.0210295441670413,0.0971232931882393,0.0873265448153154
HALLMARK_G2M_CHECKPOINT,0.048882640562393755,0.09279254344194561,0.0018585938038342385,0.05781819386976199,0.03410055589676403,0.06688388851177149,0.032953024055302295,0.05372208136836308,0.07183860444489365,0.11800770393092445,0.0384673003662965,-0.001625341481021106,-0.012269719201462907,0.09094321592477965,0.05047536663296852
HALLMARK_GLYCOLYSIS,0.02290713579052889,0.040736332748400265,0.06384946995845349,0.05666128396964674,0.03446615867539573,0.1188923062996243,0.020663649570988707,0.02896932927448813,0.04647138789247149,0.1359483275334872,0.11280466071735774,-0.047426903622137924,0.04960081480625332,0.11407547486674689,0.11011115076066547
