,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09059143422417337,0.12172611752830177,0.057903680103955114,0.11924755308925472,-0.0020325949339457293,0.05218035431375168,0.051021110983577936,0.08144229761952075,0.049252487200089394,-0.024048983358626236,0.06076038711500143,0.1566318423700129,0.03699987870404351,0.1546051849197351,-0.018571392033913104,0.14271115099677642,0.15892912883707555,0.03615738494307727,0.0240232679883208,0.1287156437378975,0.04180625123145559,0.11474426727409312
HALLMARK_ALLOGRAFT_REJECTION,0.06255269507473404,-0.03445653738637734,-0.012527414347790467,0.022723491695227215,0.045591082418944225,0.010805439477264527,0.01887681853105514,0.06109481051364816,0.03078168398769659,-0.008331652676072178,-0.12484948011830237,0.1522848286042491,0.04439374178021715,0.09539418847652092,0.11018401246538155,0.0767420598481411,0.05199181980413721,-0.031845506047528595,0.004265289897447334,0.09255201826735904,0.05345589379423159,0.015482148311716322
HALLMARK_ANDROGEN_RESPONSE,0.10927026541110821,0.08749341116496608,0.06101836287078013,0.12519637247837279,0.05676811235442427,0.0848387095339628,0.016590090501724806,0.03507595096452304,0.08934055566420825,0.008340614536293964,-0.05107976797909064,0.10723892876346217,0.07396353859784993,0.11535695252624,0.07639593537472185,0.11479655117014055,0.11576746916158383,0.08026726183377132,0.02487044612697997,0.12378729477833207,0.07752570450511433,-0.010805586208942482
HALLMARK_ANGIOGENESIS,0.030627078961123995,-0.030004334407043066,0.07535182990099588,0.01555428138364917,-0.029982845900168056,-0.09759130835027226,0.05822750462211593,0.019743625911752778,-0.0022178814013978396,-0.021580110054004654,-0.1447236456263621,-0.04171968894292744,-0.009747081240721244,0.10314370832295021,-0.0021710922653004586,0.04866593434175043,-0.01885639739596105,0.07958791835612354,0.05012372176992122,-0.014415487503704302,0.002867333443366141,-0.11133112738113862
HALLMARK_APICAL_JUNCTION,0.08317048893983682,0.10976372130619322,0.053117297555494575,0.16959526698110602,0.04116265021186894,0.05412531276480218,0.04262511319346045,0.06790710875073562,0.010872385046518673,-0.0016051373066796161,0.03175815118527061,0.19609793479227672,0.08651792005948947,0.24849207419901007,0.01768074718182291,0.15169759839351377,0.16788701884446966,0.019004428790841042,0.020171760392458167,0.12227766860312128,0.10681511345755146,0.20610670575922635
HALLMARK_APICAL_SURFACE,0.057673896610439195,0.09233603085285456,0.055934039600853365,0.12177750472034675,0.019652986450301335,0.08738679221637236,0.045897154893459545,0.07734832311534465,0.051603964047256604,-0.016755041621225486,0.02218909387023464,0.14638571962044708,0.07093992370757361,0.14668516928121586,0.0353093648123415,0.10447301325171476,0.1646960961303296,0.08932717298169907,0.0933019724142913,0.11378578501252525,0.014508912981210265,0.09676137687562217
HALLMARK_APOPTOSIS,-0.006631970983530612,0.07246972901799677,0.015370170238628184,-0.020258104915977664,-0.012107756754025353,0.03249241771955658,-0.03235603084812774,0.020996418294887628,0.010741140323531639,-0.012086859918000604,-0.05593428883201781,-0.009174268968031356,-0.012161374880256691,-0.02428469571227601,0.015961886011210083,-0.002347362064802975,-0.039849268339826764,0.02586429849729695,0.02716414468357705,-0.00909057793358054,0.03413837772760379,0.13550538141752239
HALLMARK_BILE_ACID_METABOLISM,0.058143418049320224,0.10616488095104441,-0.013437108942107688,0.12461049349312793,0.023367417347085754,0.019586928093564913,0.024626130994608905,0.052276591036446086,0.02510378569005301,-0.03904602077855609,0.004635940275384488,0.021979356960072204,0.03633330300706709,0.1610579761208658,0.04184868411582528,0.10822465959145627,0.1294072165718754,0.10685388637787113,-0.03475648183560639,0.07598251766317787,-0.003685388106156551,0.007974840181333466
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08552485413647684,0.06767023236121693,0.030366201698677587,0.11045962382521572,0.03694918137342361,0.05129899121023742,0.003020969286124261,-0.0015602405977633122,0.00035253528530656365,-0.00504951463440036,-0.08473254941046571,0.16483392731443763,0.0753108693661564,-0.013738891467710361,0.056105637634056384,0.1592297812042717,0.1325648662339543,0.05362766045375798,0.002206915013309459,0.09860382514765595,-0.01656021857913234,0.04601901923417182
HALLMARK_COAGULATION,0.04896363779852812,0.08180467492476065,0.062268245043599395,0.054328990250047164,0.031188258046527032,0.026859254111631297,-0.04198809901879304,0.041462885891915414,-0.028670114531504903,-0.004019394309471321,-0.14643785468237394,0.11190824640185798,0.04828612093676992,0.1267540242961633,0.02345169560425964,0.11361258319391956,0.12204365992343728,0.049229291429232824,0.0179269462586291,0.10343158903292475,0.07390070586423667,-0.10592225624450799
HALLMARK_COMPLEMENT,0.13306224900394817,0.05404361478678276,0.021101019577096675,0.12558004457466032,0.046507736410638656,0.012856618215040461,0.023983065201779754,0.07486726659039382,0.05928408715056352,-0.03312638223241248,-0.09618537124772206,0.12836990596804934,0.09819101358952721,0.07640894905673865,0.10819032991184593,0.15250094288109653,0.1174613081510936,0.045013369161024365,-0.0064696514910980805,0.11856620886869544,-0.010794066496533335,0.17056771542949678
HALLMARK_DNA_REPAIR,0.10976236426735249,0.11411564632156714,0.04179803455182461,0.13944731067614613,0.07336937063976466,0.04348755899991547,0.07945417248450223,0.05737054534410326,0.08487347345186286,-0.027064514486026814,0.11538688494637309,0.18007155719346635,0.09726071120306451,0.18426805585504058,0.05738233287751236,0.16026866199957823,0.175695427869133,0.06349988771524041,0.021511168085164584,0.13510227193323512,0.04651367146546124,0.1333038344340256
HALLMARK_E2F_TARGETS,0.09125818800819308,0.12321823577025919,0.08041684267941575,0.1119054107949098,0.03425037709396553,0.08863855667725658,0.05331991675294706,0.03600615154717704,0.0430674587777504,-0.011660722501331572,0.08559042026207168,0.14156077793143745,0.07308115573927858,0.10552603500115523,0.0657562739122478,0.14388474059192252,0.1367119484078969,0.07892687455312962,0.021056692972209398,0.10767196365678482,-0.0010394349462283141,0.09493161489015156
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08135809156497326,0.0528122428111291,0.03188971838189279,-0.04490912026523402,0.041886535403061184,-0.06621151762859113,0.032967107052461,0.07592704129688438,-0.005069690942362953,-0.034967550907413214,-0.13450479293624937,0.00312015877045795,0.0383413598145004,0.21370659214421092,-0.0006421665956915487,0.011515895894300786,0.0015208596110318408,0.041148004549212414,0.05264252687559438,0.048058838116961704,0.11896001157784937,0.10960666982932765
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04208405141700742,0.08002449450625339,0.030188784136225985,0.012513475649038599,0.008532274762203992,0.09186769761978095,0.017842304529829742,0.06316764900457615,-0.013349305041244063,-0.020908518313620107,0.09227752462828903,-0.10124203356049448,0.009174812262552146,0.10800878903973829,0.05732674064136062,0.12556905712640917,0.14030205172231586,0.06061166684210227,0.01111547411859445,0.07305953741851154,0.06122244507067533,0.1536378404933602
