,UKF259,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.05481370250326989,0.004376788368793108,0.025015701902535548,0.07975485471585692,0.11232120293404219,0.11830639010695662,0.11275504928105637
HALLMARK_ALLOGRAFT_REJECTION,-0.05268306622568286,0.032513155417918445,0.040975416733922396,-0.11351096792222398,0.01797598862545909,0.012444502494153313,0.01611323855294998
HALLMARK_ANDROGEN_RESPONSE,0.0994192838346681,0.023910515927511453,0.033069351714078016,0.01243874108903738,0.08072867991289359,0.11122019337976338,0.07914835980169622
HALLMARK_ANGIOGENESIS,0.06499524254888467,0.010787100397803189,-0.0035427115611990083,0.004870297567871174,-0.05628982896968789,-0.008213433819105928,-0.08885490972376614
HALLMARK_APICAL_JUNCTION,0.049887205859668424,0.04461638156740876,0.022092568065733884,0.058657088330645396,0.158728187390523,0.13381010982963285,0.13120213942694497
HALLMARK_APICAL_SURFACE,0.0041968222989166625,-0.004267693075037634,0.03444915526587443,-0.030247787377700265,0.08412382108745817,0.08741033870253535,0.06588308468580038
HALLMARK_APOPTOSIS,0.07800905738538283,0.041911593683860375,0.03794456073575632,0.003034373697277327,0.06631176303469982,-0.02666853685974257,-0.04565836533424385
HALLMARK_BILE_ACID_METABOLISM,-0.0048684067111590765,-0.040669108158541925,-0.017677659923554148,0.01251866182183972,0.01692003728363094,0.07960976760724423,0.12285581031551049
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.025276005057958163,0.002637969412768456,0.005383686966859445,0.14166784869110627,0.07572028394495525,0.08345251981846162,0.13209413542699383
HALLMARK_COAGULATION,0.029709377386168516,0.03420117660859978,0.009348721296162892,-0.018579635562160104,0.1548458672901687,0.0915668523439865,0.11195455493484827
HALLMARK_COMPLEMENT,-0.006888446624439717,-0.02606624974133726,-0.006277781035793344,0.07433233532540122,-0.014472698896704848,0.061125503967687594,0.06300386183207528
HALLMARK_DNA_REPAIR,0.06306383803319579,0.020393547329498003,0.04284553608241296,0.056583947617455756,0.10283619285290024,0.1148966523636642,0.11847786398830286
HALLMARK_E2F_TARGETS,-0.026313660400962214,0.05525447453850377,0.005629222676259399,0.014921838872984355,0.06701846550283609,0.013021713108465484,0.029878380571813173
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07988764393768595,0.020896925508007202,-0.006090581167487454,0.041172282535961946,0.0814953864908652,0.0017460195540513956,-0.03670902524398145
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.027257324811995467,0.08234278860082617,0.00844205642310601,0.1331758537708685,0.12102265588168849,0.048374359976058885,0.03408541679237323
HALLMARK_ESTROGEN_RESPONSE_LATE,0.029611186126834926,0.0010875497012381248,-0.024067492070683108,0.009789524441708056,0.0008123051642737026,0.10098300037825368,0.09442826362220318
HALLMARK_FATTY_ACID_METABOLISM,0.05846619834248274,-0.005459385003091543,0.016436980269619893,0.10128885725074165,0.057968519876958974,-0.000436033630668395,-0.0458829440876896
HALLMARK_G2M_CHECKPOINT,0.011780952906043087,0.02404494619339743,0.006896804032469828,0.016726358556339752,0.036426842793950275,0.0438501679490928,0.011905686693085988
HALLMARK_GLYCOLYSIS,0.07514847868555688,-0.008722154286410485,0.012124165357749185,0.1355630019597425,-0.002210346729428997,0.06771716300471149,0.045752411132952156
HALLMARK_HEDGEHOG_SIGNALING,0.016772205320720476,0.034801241710362814,0.04384131122414366,0.14462476101964214,0.13119343441995296,0.016848105037033333,0.05298176984312424
HALLMARK_HEME_METABOLISM,0.07296396751038699,0.019434241770569707,0.06156659218956672,0.10906885767619051,0.07542603568779802,0.11081392729310256,0.1316076313652333
HALLMARK_HYPOXIA,0.0357059674253441,0.03596223365422799,0.05532646913024448,0.1112411124808671,-0.03211962906728244,-0.0049977512048770606,-0.05999493299230774
