,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.14382506013532917,0.08673835040291132,0.040364840959507216,0.15186792097661875,0.0577521959444697,0.06283193300321253,0.03277516650372286,0.20864433404737026,-0.00702256168077506,0.05847826151878811,0.2155159073404701,0.12591902254211534,0.03739451978921706,0.0492027190871081,0.06346679882728228,0.0122247465066226,0.06117769607326773,0.08531207418703365
HALLMARK_ALLOGRAFT_REJECTION,0.055132896207158846,0.05991645693390896,0.0338911566665897,0.06039255062044714,0.029311187699244998,0.02304534391939884,0.13270611649420563,0.24796824547757862,-0.05545940721230855,-0.012283607866926565,0.06988058173589393,0.100401448791918,0.015213513773688273,-0.008373584392020492,0.022452297359153984,0.0743802136732022,0.04950920763769476,0.14981256765656592
HALLMARK_ANDROGEN_RESPONSE,0.1406976565821905,0.11432688614441472,-0.013541102869086795,0.06853946144804293,-0.0017745345918066006,-0.011666911104302898,0.06008732609376702,0.2539158990385588,0.001388513696089616,-0.013496483253144375,0.18587804638376698,0.03141351271527396,0.07134145400318559,0.037970227501375055,0.07963036340839513,0.10633811258282817,0.0369125766550815,0.11260072860358479
HALLMARK_ANGIOGENESIS,-0.01156914122621108,0.030183749230203602,-0.01144032977930548,0.06912864080330132,-0.01027911899218864,-0.019551709665463202,0.12304275479439777,0.2711622819625872,0.04851943271603985,0.025352009955100622,0.15456407733074198,0.02390427437667145,0.05605004673921941,-0.03668051806094306,-0.06143182491165454,0.1203227670577551,0.015285469845962185,-0.0013387789396627121
HALLMARK_APICAL_JUNCTION,0.1394360068727477,0.11755393020574748,0.06400950732014499,0.10937008333298863,0.005587149035778994,0.09070888045532542,0.13764379247519976,0.23540081207597674,0.04320139495797489,0.08080007727222249,0.13203390680395535,0.10668857109858702,0.07464774804079619,0.09671829548357568,0.07545652657535157,0.03976982250938694,0.09524233221585868,0.14131184868094832
HALLMARK_APICAL_SURFACE,0.17162396959567525,0.0497423600898248,-0.0263296116195851,0.18782036240549807,0.039685737158566096,0.05691635668705029,-0.0359105770161539,-0.10889189947783565,0.004339281279911111,-0.0033788651579463058,0.12990142815781924,0.14060321605154444,0.08347591712856928,0.10134549310149579,-0.0025056074361019935,-0.008564381383582039,0.02478565264487765,0.11842637356997016
HALLMARK_APOPTOSIS,0.039929713893870816,0.06828505648417067,0.0364109891364687,-0.004056132882160631,0.028662659232750187,-0.037493135673145224,-0.01687341577270412,0.04557320546651116,0.10073634617998072,0.04145045339040361,0.008273255533726187,0.04879733381509206,-0.0032889643573036187,-0.06118787234474399,0.005657199144972143,0.0664588887444979,-0.023126413950185703,0.04924143823899941
HALLMARK_BILE_ACID_METABOLISM,0.14340005347828597,0.02674328221709854,0.037607220756602944,0.15099386811614926,0.017810790993362077,0.07696275992338568,0.05984696169061766,0.24978384698345998,0.03799613531600557,0.017642507771846307,0.10650777086404266,0.10792708993540666,0.07519697761077458,0.046199987949591174,0.02717273013248647,0.0867366026673984,0.05998767255573542,0.024846156405299906
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1479426881743594,0.011194184344940055,0.07726538516424418,0.1212585984812502,-0.002396561110078435,0.03931381222801722,0.10958449132143329,0.1832367455145538,0.07290959330434862,0.005791590772468468,0.22752211247574333,0.08351842288441176,0.09000356214848122,0.09317815435341643,0.04779864909323137,0.08992809899499563,0.04829804542620278,0.02913673295615752
HALLMARK_COAGULATION,0.0961143688152328,0.14064099922267728,0.004515492069671392,0.1444387989364838,0.027763859447173914,-0.01699749092937207,0.08493484826732021,0.2122527830303427,-0.04732582821210931,0.030713650184129693,0.0006505279762434357,0.08267048780884927,0.058284662778303915,-0.00041778452604145636,0.033982536627806974,0.09567197393126203,-0.004436978705195867,0.1396722723004102
