,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.033212623230401264,0.13571434691146947,0.02829197386010106,0.07453368689686171,-0.0408010927242406,0.008327271494315095,0.11928552263362076,0.022915824413167907,0.032049497196672126,0.007942510937624776,0.0638551050236849,0.009990607122950211,0.12575438464534303,0.10281972436556547,0.08550931676681346,-0.002062120487720803,-0.0009653354540526245,0.10436882663921314,0.056089322256105044
HALLMARK_ALLOGRAFT_REJECTION,0.03410242275515229,0.012567652456681712,-0.03112587041352506,0.0028244414697498723,-0.01975192832546539,0.0493415802576035,0.06978925556574113,-0.0004742818518400792,-0.015215802492701144,0.09689647804940549,0.06650063719583486,0.02744117887713916,0.0782261164783165,0.05490543435029063,-0.01974586301757884,0.03296304545250525,-0.030553471909640438,0.10947219513845872,0.13721034173779265
HALLMARK_ANDROGEN_RESPONSE,0.07988306912606137,0.09753845561114927,0.009223796218191346,0.0905294660760727,0.015461751506759797,0.06483274785104189,0.05191705341100614,0.027216793182150867,-0.030923247278395394,0.033836603899364076,0.057599475860461734,0.07076566310144272,0.10299477535300129,0.12057395169612585,0.04018646744371283,0.0056597478946368695,0.01784922564871536,0.11531088468378961,0.09014917504956507
HALLMARK_ANGIOGENESIS,0.07236465745392487,0.06647281798750496,0.07557921961385669,0.018615462635129178,0.024622124974421268,-5.0634417137490656e-05,0.035805345194299426,0.019801737302168547,0.02273923834593699,0.035091065312826526,-0.003469996716261603,0.0998011784541105,0.02960926023456388,-0.10022642211266154,0.03427461825687963,-0.01478578736412148,0.006132031135412592,-0.017893855041347186,0.01560025588900981
HALLMARK_APICAL_JUNCTION,0.04941058181030604,0.13068520945177456,-0.008128672979291977,0.07535313306299976,0.010928251007069586,-0.0115442162254269,0.06162070112771326,0.009466656351206673,0.014976666976064836,0.006171086237209532,0.10226576287995041,0.08966955654040207,0.11537468890236276,0.12625243644053322,0.08506033881212086,0.03418441293517723,0.03221268914812457,0.08864131290936658,0.0441022972494465
HALLMARK_APICAL_SURFACE,0.045702486309162633,0.12209351128154335,0.015374243400743576,0.05788684375516063,0.0019901195011334163,-0.04229332093573545,0.017117689221753916,0.012249836137729292,0.0012922273907536666,-0.04466473624906646,0.10237935199091631,0.06584490719942124,0.13255248954125778,0.12397856186852513,0.0332514009124162,0.023434936323211673,0.022882075693947856,0.061099437762430674,-0.004332534537084217
HALLMARK_APOPTOSIS,0.028384856243958353,0.02644920148031017,0.002617342582028709,-0.059879217910797033,-0.005144660610082744,-0.005893359096073356,0.012475650805617725,0.04932663255723147,0.04513362927730953,0.04203970329089345,-0.031181988908759704,-0.0559820366505529,-0.011019504437424705,-0.03445502001389196,-0.019774514779879675,-0.005276652002356417,-0.03814902611526745,0.06171528983285503,0.012589420703860925
HALLMARK_BILE_ACID_METABOLISM,0.01976325946295895,0.0901889410459746,0.006280228515986626,0.1060060610791308,0.005506963103428417,-0.03511392872430119,0.030275558351145756,-0.004509005741702768,0.04956078062255881,-0.019210807426883813,-0.02435698121718912,0.05023109075728038,0.1279971624803811,0.13538135607226415,0.016747390106226688,-0.006768291171195415,0.03696382143969314,0.07603427955116704,0.04331667670037029
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06129253672166799,0.12299069776112034,0.011938580733785627,0.09386081346830238,0.046194128855867794,0.03194141347900799,0.009984893930921068,-0.004677160216446068,0.028811120489815593,0.03897155181532194,0.070904321728372,0.08043458501713809,0.14150332855596595,0.11752386186172195,0.06889259531081392,-0.031038212167763715,0.0107375685499558,0.08911572192356984,0.08486623083794653
HALLMARK_COAGULATION,0.025872763894218703,0.08506125689459595,0.009813532024343014,0.061932368762703006,-0.05926717763292743,-0.009656205738788356,0.0582055480139434,0.0336657099306332,0.006864560232153826,0.08900973778142322,0.046462732770425036,0.05409111826245101,0.09714061994192347,0.053330015141113664,0.02196797694541452,0.04984347457036588,-0.030102809312840883,0.07374585839740208,0.01877448101713211
