,ZH1007inf,ZH1007nec,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.06364581690280643,-0.011335893337881823,0.046000246084408725,0.11255613028661111
HALLMARK_ALLOGRAFT_REJECTION,-0.002752121146865506,0.008887749249617714,-0.042603944563147325,0.05663472299081248
HALLMARK_ANDROGEN_RESPONSE,0.07037524774956597,0.023728913260677494,0.012971039592329923,-0.002313502183664823
HALLMARK_ANGIOGENESIS,0.030480497477108213,0.053773373009991667,-0.06688661851769774,-0.16153414713929126
HALLMARK_APICAL_JUNCTION,0.07489234077054234,0.01124136020881283,0.029694493961283795,0.032112474314480374
HALLMARK_APICAL_SURFACE,0.03687008667444978,-0.07665452475515126,-0.01631985651707923,-0.013390156666751533
HALLMARK_APOPTOSIS,-0.0728427649191226,-0.0658159406136813,-0.003505039149002369,-0.07005812448274185
HALLMARK_BILE_ACID_METABOLISM,0.062139026886095114,0.0988644141998276,0.0479458296446716,0.15962391403366336
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0733956563568353,0.04351728766753171,0.0206334552464548,0.09947612089092442
HALLMARK_COAGULATION,-0.04379390883197066,-0.07209032886821382,-0.0356822282598288,-0.04907841168003266
HALLMARK_COMPLEMENT,0.11648861551488718,0.052069067064073236,0.02480639786291592,0.10968270618774058
HALLMARK_DNA_REPAIR,0.1191402468199937,0.012036097211608567,0.06541663417853046,0.14518147225527434
HALLMARK_E2F_TARGETS,0.1202524379173581,0.02530680129344509,0.00020428207728414403,0.11744882026927665
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08816017396856121,0.042111787698151604,-0.0433332672732472,-0.10727469744086433
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.025630502902495245,0.14524360066656958,0.0654479479370764,0.07648589911006591
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05493591948968866,-0.06437301982078537,-0.021922631039203958,0.11510998680682823
HALLMARK_FATTY_ACID_METABOLISM,-0.04458639227843242,0.023655753448410612,0.07082115856519004,0.09401613684364678
HALLMARK_G2M_CHECKPOINT,0.052466532183073504,0.030881102468331745,-0.01624962689078458,0.09136798726888949
HALLMARK_GLYCOLYSIS,0.1261740639195526,-0.01785753466164964,0.06144134993775473,0.08947913400656485
HALLMARK_HEDGEHOG_SIGNALING,0.0051817723302923805,0.020597804105025392,0.053505992747434845,0.029813484620213795
HALLMARK_HEME_METABOLISM,0.06980688049876355,0.03617474746684974,0.0665561183230823,0.13116807767685354
HALLMARK_HYPOXIA,0.12572596020738938,0.1317466664500572,0.033122695106849204,-0.04277458341156353
HALLMARK_IL2_STAT5_SIGNALING,0.014814693903722542,0.08537530518673458,-0.01149654514774943,0.08714836049645666
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04231693806487127,0.021448392037300732,-0.04450559762198981,0.010754113033654967
HALLMARK_INFLAMMATORY_RESPONSE,0.05809677710577463,-0.0028762644711592157,0.04090107681694135,0.006483898431689848
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0016732064790881756,-0.05766343346205608,-0.03128929953463688,0.08224259463273807
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08614485250830962,0.025099234852894788,0.031047767240139537,-0.026398164838240045
HALLMARK_KRAS_SIGNALING_DN,0.06403914618782003,0.04211944938985771,0.08169842592459603,0.1728640625581082
HALLMARK_KRAS_SIGNALING_UP,0.10002958215593842,0.04935528651824239,0.034192093439236126,0.025710761470608037
HALLMARK_MITOTIC_SPINDLE,0.13129776763631704,0.08351367761386294,0.049814795637909505,0.10390945306761183
HALLMARK_MTORC1_SIGNALING,0.055834837754889,0.10124357970392056,0.03895203464473849,0.003615629042168422
HALLMARK_MYC_TARGETS_V1,0.10028244527491463,0.0031025880410997814,0.059960413327444166,0.14548136195974684
HALLMARK_MYC_TARGETS_V2,-0.022818683206133346,0.004362912967938799,0.009011671567782428,0.06075013160561523
HALLMARK_MYOGENESIS,0.056349211232084535,0.009300336019755006,0.03504959108187534,-0.013451087466344647
HALLMARK_NOTCH_SIGNALING,0.08335654678294495,-0.05198289639119567,0.042322791475904634,0.1535509023643887
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06702875758389637,-0.01739596445398883,0.06050133716996655,0.15987786734751325
HALLMARK_P53_PATHWAY,0.05798246712272542,0.0936891516816955,0.05874007027784415,0.1260511212360155
HALLMARK_PANCREAS_BETA_CELLS,0.0399812055076675,-0.11909702657273918,0.024224516463524134,0.1702747208967269
HALLMARK_PEROXISOME,0.024615361624135388,-0.01920258201476324,0.002376834983200953,0.05396884609609249
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03853389957519357,0.04419296478427243,0.06619189135743246,0.07525700115062027
