,UKF251,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,-0.013528572721590347,0.11884445650380995,0.08198687472550158,0.08729960007332292,0.04616769688276326,0.07836323205445046
HALLMARK_ALLOGRAFT_REJECTION,-0.013879815625710522,0.008633825564092984,-0.014720625663568278,0.0750754554747443,-0.015722639910463635,0.05117451162603358
HALLMARK_ANDROGEN_RESPONSE,-0.03613613681962291,0.03678276219676059,0.012119557442085708,0.09342960333290977,0.01160366517844676,0.01632356857882513
HALLMARK_ANGIOGENESIS,-0.02878432244714486,-0.15624370576794125,0.014043124557342662,-0.06107390362428737,0.014667511394797281,0.07168974867738208
HALLMARK_APICAL_JUNCTION,0.016695301302946882,0.09928811795723777,0.08166559388773731,0.09005086838962481,0.041203664274975696,0.07142310653196175
HALLMARK_APICAL_SURFACE,-0.048861737598829856,0.09130216512188719,-0.08640729200807233,0.09345745188850056,0.016791065608827167,0.03816149013408799
HALLMARK_APOPTOSIS,0.024857419706433265,-0.1172554249108745,0.023628547285813355,0.049033228039554136,-0.08108810732137202,0.05723212476527255
HALLMARK_BILE_ACID_METABOLISM,-0.04176555814048505,0.18545359023287666,-0.008689560649654425,0.031204322787161145,0.03212181970581862,-0.016755675937283346
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.012537258475617746,0.03882319790214679,0.008522164064388998,0.08772049995797293,0.055232873211464015,0.03152709378974549
HALLMARK_COAGULATION,-0.03948545374184789,0.05775290473959548,0.06416033887057834,0.09369054787328905,-0.021573895835732323,0.056658837197630825
HALLMARK_COMPLEMENT,-0.010387006572844056,0.01660669202788611,-0.02578506255107944,0.10780897267011445,0.026003708614922467,0.07856301257364443
HALLMARK_DNA_REPAIR,0.01285176822714758,0.14657856597328908,0.03775051239632306,0.1533283434048229,0.060278033150888914,0.06064390623878347
HALLMARK_E2F_TARGETS,-0.0013754086087052189,0.06407435763430154,0.015594111430995247,0.08649225842344933,0.045466340987585285,0.03090243607573618
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.01788012352955206,-0.006069891735675815,0.07668293513907906,0.11176861483495605,-0.05551091498449597,0.0980480314394433
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.06277654961239221,-0.0331337843081169,0.09881955617100785,0.005470392185473801,0.015504671363817956,0.02144926170463425
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06372294593341495,0.09534278242114151,0.07048767015581253,0.08780518296365503,0.05728826645225193,0.043515210102214416
HALLMARK_FATTY_ACID_METABOLISM,-0.0009696369102543908,0.027073020586981997,0.10141216522548983,0.07686394365714352,-0.06449378446031448,-0.004629376108299269
HALLMARK_G2M_CHECKPOINT,0.01586673067115878,0.10990324180549695,0.03148069227947559,0.1201398711483043,-0.006126082979452059,0.08567234993098345
HALLMARK_GLYCOLYSIS,0.02328864523105124,0.07446766207707017,0.09353638760850753,0.06625298107095116,0.050911855563432584,0.015836906899044954
HALLMARK_HEDGEHOG_SIGNALING,0.02498084898199359,0.07255339629779087,0.03754489601031907,0.08942540347912295,0.06233309835914125,0.08383528963194521
HALLMARK_HEME_METABOLISM,0.016595623235366272,0.08896744828420464,0.1502123737826696,0.049751174851119406,0.08018608485094575,0.0900754470156963
HALLMARK_HYPOXIA,-0.05768262359179146,-0.11451589576955902,0.053449288570173566,0.05390528897137355,-0.028756281268563135,0.08364416051307841
HALLMARK_IL2_STAT5_SIGNALING,-0.016753665521595417,-0.058696161749310964,0.008371881239425052,0.06711783957426194,0.03176475978055889,0.008279801364549953
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.008701758143295059,-0.13108858486176195,0.020587476749108005,0.07198143870459264,0.02003915304363429,0.0404469627026519
HALLMARK_INFLAMMATORY_RESPONSE,-0.00032930117034472216,-0.0002187046327562217,-0.013324472255873342,-0.020047379032561465,-0.010548828402354594,0.03930363524438743
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.05360514615747998,0.10226179581278393,-0.0007052935179387146,0.034727727239769475,0.04405495657534214,-0.03427491279515681
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.06019539993329032,0.056713933359397714,-0.011689466032094621,0.09526446244743043,-0.04873053412194731,0.09962861899512349
HALLMARK_KRAS_SIGNALING_DN,0.004354371604734924,0.1322670721040186,0.028488310809598613,0.05683164248898593,0.06486401873055593,0.058731786499367555
HALLMARK_KRAS_SIGNALING_UP,-0.03536426800369843,-0.056156800016909134,0.024182971699887097,0.11222616302881874,0.05021469569294364,0.07814423157703233
HALLMARK_MITOTIC_SPINDLE,0.017183624684820407,0.032772081324341854,0.07859721950506972,0.08423297042411863,0.006616513954258753,0.050531755823608325
HALLMARK_MTORC1_SIGNALING,-0.0026016454860017966,-0.05864643353739261,0.10379071268598873,0.04439075358960162,-0.006744947765174613,-0.009884797904305914
HALLMARK_MYC_TARGETS_V1,0.018667674455246773,0.11911799411491027,0.010983683948405048,0.14203233884649488,0.06542929695879772,0.054002122487590495
