,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07726947721925195,0.08952131455846789,0.10072772532145846,0.20253960094133025,0.033494419643217824,0.08055103652649716,0.020703817554497052,0.0037814060431114664,-0.05684110836027971,0.03318891696352685,0.12752878208910073,0.030112696773384837,0.0507386316619853,0.027467881721685603,-0.013786342454431213,0.03532903983017304,0.09654961227272567,0.09447460377502152
HALLMARK_ALLOGRAFT_REJECTION,-0.01735204472789125,0.10571319893067761,0.034823191070303086,0.15306507789982965,0.04725599727469856,0.02607672297028884,-0.019995225103251132,-0.060826526954609966,-0.00785682562752525,-0.06049745214579338,-0.19694949160473305,-0.0526619813527545,1.0860375820463599e-05,0.034340025501863984,-0.030877470918925565,0.07490634213142326,0.045571187057432454,0.1061135074630443
HALLMARK_ANDROGEN_RESPONSE,-0.006489781894579489,0.07856281989125129,-0.008532772309070994,0.057783758414973733,0.09107775368889964,0.1275492100618864,0.005960905116764348,-0.04490878739574383,0.00012794869589788764,0.00013772201992646364,-0.028254307078966263,-0.04520566867244932,0.13327861594361293,0.08989563123246905,-0.008976882627328302,0.04063905814729957,0.09102177891494287,0.15986502545422762
HALLMARK_ANGIOGENESIS,-0.0035295461658039593,0.053131824913535665,0.09907848050144331,0.15759632896548068,0.003615136135094213,-0.12399897770976338,0.012104103581101675,-0.08521213396578185,-0.0111509498801242,0.016752506486057812,-0.20151092329666956,-0.17680396918401756,0.12752982502312976,0.13038242018062238,0.04532399494446788,0.047059032790099216,-0.0009382231519895761,0.04333881670248469
HALLMARK_APICAL_JUNCTION,0.06520589902717165,0.1276618084586411,0.10078910763687345,0.17103939079444838,0.01402414678843747,0.09827727326821369,0.016358707547966162,-0.02709070334853046,-0.019636990744544554,0.04259758058230551,0.1264903332305546,-0.08904288453414819,0.11697121468543305,0.03662358496344606,0.07044866648332537,0.09592569862415684,0.11227552612644066,0.11447362043118697
HALLMARK_APICAL_SURFACE,0.03749652206115216,0.061020743058407864,-0.02022033351637308,0.06084235936053665,-0.0494334989642184,0.0766847537002548,0.039972013801532036,0.042749178469581914,0.01582764063860328,0.01788688226127509,0.042024592341155104,-0.02656113943417535,0.12710761947231056,0.06775737305975232,0.036481530797730234,-0.04149015152254379,0.11335182776160445,0.24257488498477775
HALLMARK_APOPTOSIS,0.018952861785261555,0.07976485412838584,0.07585704184950717,-0.03436042930357873,0.03677430424753284,0.013354403857957478,-0.010675181670874187,0.010767134967325365,-0.01207490497087555,0.009971648914962671,-0.007296336014660732,0.07085324999788294,0.06515661113823978,0.12093520684710536,-0.02649629457712832,-0.032414973007528346,0.010330196767358612,0.08161694942679741
HALLMARK_BILE_ACID_METABOLISM,0.07299256123416487,0.052797373133195255,-0.031621582799197454,0.08258086131266383,-0.013998838305815903,0.005201467596537048,0.036250650845122294,-0.09116073775516023,-0.07938160836905699,-0.030122827637165686,-0.01585543442577806,-0.006595370619122703,0.08129949181220099,0.032892292027937045,0.06937876887894232,-0.01517530943165948,0.07232087639897138,0.008445189786489754
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.008072860668203067,-0.05389968592710502,0.0461111417023303,0.12508620253923525,0.0018047283695639363,0.03820958409582743,-0.011301625290855436,-0.014696214161089743,-0.018407661211457836,0.05294647987392024,-0.19134874520739822,-0.15521064675651008,0.0847031438299133,0.0026915170659996736,0.028478327180366362,-0.001958978655703968,0.1107064340397632,0.00627853656352676
HALLMARK_COAGULATION,0.011143104981352327,0.1663086250491606,0.04192340067081094,0.06476278580972075,-0.00965305178749316,0.10222793930036547,-0.07564966910859482,-0.07108386432432802,-0.07573852990504304,0.004609203657544741,-0.1897404137117279,-0.09527493546038912,0.08205380920516289,0.08401697658938038,-0.05842512135708408,-0.006751554291830959,0.07901753399779678,0.09496278195808187
