,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.03658257335581259,0.015045908676365105,0.03701218906323237,0.014455214133693883,0.056388820505565304,-0.004644066836914409,0.06891346702983356,-0.03806966157098839,0.0451832933876611,0.004319092050746024,0.061812906737750126,0.08529761960718617,0.013473091659885025,0.0658145870260089,0.05059488633033363,-3.47992843917209e-05,0.050698539361415586
HALLMARK_ALLOGRAFT_REJECTION,0.037802017579549055,-0.009488544265021152,0.017498825635312833,0.08220618903617373,0.11121693240911623,0.10149563754852248,0.005260484765958117,0.16304751091695652,0.05603813233132732,0.018227317167661346,-0.014825022336088373,-0.004570959543519307,-0.0007602128063154228,0.037367263998944404,0.18141019680289905,0.023733169899236004,0.030636646630856423
HALLMARK_ANDROGEN_RESPONSE,0.0438002724768551,0.05529686587748646,0.11275459419441357,0.037053770395584704,0.16389912679000068,0.10845569597960557,0.013139503272368456,0.11698942799712204,0.05467576969205547,0.002860150990935119,-0.022906345183156412,0.1513910998984796,0.03618351295135251,0.017754897614209363,0.1603517337389443,0.0634362388028472,0.1298132845994503
HALLMARK_ANGIOGENESIS,0.05832773633982081,-0.1309339400092145,-0.012247070971616402,0.08253902139884965,0.0987250502383194,0.028585522711642105,0.06971479965817179,0.23399734459955568,0.020356542695668608,-0.00042392089384317596,-0.061492543058851934,0.08217617286374747,0.10297809461993244,-0.03846154177578498,0.2720980315138204,0.03741757660042819,0.028164111842156905
HALLMARK_APICAL_JUNCTION,0.040411129978062635,-0.06519827268906953,0.059470059263075636,0.09597319374701027,0.08840945622017865,-0.0014753084639351833,-0.0031923566691083906,0.03917236294396018,0.056462553364536774,-0.01002938358477197,0.06367960035504623,0.14240111569253797,0.06267130685013542,0.05744182664185601,-0.12013843966300009,0.004524173513702541,0.03479147143633704
HALLMARK_APICAL_SURFACE,0.011736393274116479,-0.08287318398442356,-0.06127862738773127,-0.023464027271617685,-0.10057657999495585,0.07269419908990613,-0.11359465951713531,-0.09314703643475514,0.04613315070193869,-0.15229273891941003,0.07654880417290208,0.1498156632467848,0.05427191782413991,0.020532984256994558,0.12859929000645104,-0.009541534221412695,-0.02263784734624379
HALLMARK_APOPTOSIS,0.06937400757936599,0.16169970612458337,0.08286782302227796,0.07087127921931585,0.03919544436058673,0.03543397835063301,0.019363171684754717,0.10696187403762861,0.023691179912800845,0.05447144446675295,-0.008673773363209668,0.07829861000722979,0.10676819282260057,0.052870840034502174,0.113013106947377,0.02833158909712669,0.04364730290547039
HALLMARK_BILE_ACID_METABOLISM,-0.053148166348955604,-0.05565470836325375,-0.03656851980630907,-0.005655342293508359,0.12185012962749771,0.08360828484756816,0.10121969733105975,0.07786336790498749,-0.01435146348640653,-0.017917429089792804,0.04122579217291144,0.17963219503127834,-0.0006362076976779678,0.029170938522551544,0.03339926440738748,0.014887378000511849,0.07388596045605211
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.042824955024944676,-0.00034586876315854,0.07849320232644402,0.007457182032801289,0.1493165301710624,-0.06515318438621369,0.09580014905174368,0.24620670428530234,0.033317201173019506,-0.11213710212255001,0.15619321433099834,0.09559245085707574,0.006157797130558483,0.03162057743419587,-0.09582355505410024,-0.03994428432403795,0.06456526496139088
HALLMARK_COAGULATION,0.09542457906340307,0.06358028449353834,0.04988533124320949,0.07608332505662443,0.1269694155231619,0.0033828584188436398,0.07522380338841947,0.22989608178829515,0.07954158373811314,0.10297101398156183,0.03771135528917842,0.17014352870966437,0.10846621700350739,0.02917904989454445,0.20118590646240433,0.059105401514323246,0.15390148232087233
HALLMARK_COMPLEMENT,0.012218634271750295,-0.02220110462195177,-0.0185856073208928,0.08900159231272105,0.08182620967748577,0.02871410909233421,0.0623536962600232,0.1718986548661013,0.07580146613533355,-0.02872254175851604,0.0042351639916964464,0.05847907580249599,0.08692743841435722,0.05736760530322741,0.14970322850203624,-0.0014812419604110767,-0.03137518148928227
HALLMARK_DNA_REPAIR,-0.05012336935783019,-0.01859656040390638,0.17040809947777635,0.043597389800825274,0.10797960782511197,0.006503312233926795,0.05565651836057503,-0.04043098323804552,0.08879893651386049,-0.10952722104382825,0.09315769719296725,0.11539694323381308,0.021693680018697856,0.04710923654241401,-0.1285870838069751,-0.032222180768219436,0.034858696512193636
