,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1297184636606208,0.22669623569429895,0.1476793399841805,0.17040088812874157,0.09158453438342236
HALLMARK_ALLOGRAFT_REJECTION,0.11678166516959297,0.1674089023235232,0.06031385687751656,0.07367229161153177,-0.01229327715747572
HALLMARK_ANDROGEN_RESPONSE,0.11958195728849962,0.1368576654760995,0.14051658872697784,0.07935249146025937,0.06271831628311271
HALLMARK_ANGIOGENESIS,-0.1510953912661269,-0.11330771670868235,-0.13838013437776983,-0.11964337942858684,0.06983198817279086
HALLMARK_APICAL_JUNCTION,0.14539804780748472,0.2527050542794813,0.14084920844450377,0.09366944022252283,0.08627353115628428
HALLMARK_APICAL_SURFACE,0.18631326225276434,0.25570482967013547,0.10187759859553105,0.06739246664073198,0.13630790819174296
HALLMARK_APOPTOSIS,0.04338971057687906,0.15221486804353945,-0.07071865520318556,0.05233924564882032,0.04091402938057767
HALLMARK_BILE_ACID_METABOLISM,0.18889154899080962,0.22822534214545856,0.16126775275094246,0.178982203450117,0.10605957127369502
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.24382101240283993,0.21696795654811182,0.16427756731380813,0.16406117416365368,0.13807953464650832
HALLMARK_COAGULATION,0.10632893031322672,0.24877768112449233,0.05204943375040552,0.04248739364925753,0.10377494601259618
HALLMARK_COMPLEMENT,0.16384275446458366,0.18524304764404267,0.06679952982974088,0.13950581942654566,0.07932316472174296
HALLMARK_DNA_REPAIR,0.18796912503421967,0.23980981243486574,0.18727563691107338,0.19352907734212843,0.09108823651885264
HALLMARK_E2F_TARGETS,0.15527398713298987,0.16215265092836587,0.09796383820106332,0.1660269860201226,0.12344517659925953
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05958476693477858,0.19248183479386172,-0.09150560520825911,0.0026434524644751226,0.05984024691808091
HALLMARK_ESTROGEN_RESPONSE_EARLY,-4.590372575856873e-05,0.17021755065766433,0.10144443004328225,0.12599251557992633,0.06353999555431317
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0036672828884375657,0.12626972379005882,0.15218191916755325,0.16332107683991964,0.07730106608050212
HALLMARK_FATTY_ACID_METABOLISM,0.06904284286942126,0.1456929796194613,0.009373950164285777,0.08769458920313951,0.0642964427040489
HALLMARK_G2M_CHECKPOINT,0.11777428251677312,0.1377031616021376,0.08008196519996058,0.15940813640875043,0.1129445775594623
HALLMARK_GLYCOLYSIS,-0.05515830362940658,0.21022346952283238,0.1020102011219435,0.15484103353327436,0.11276440340263917
HALLMARK_HEDGEHOG_SIGNALING,-0.027106054956030638,0.18927928590643053,0.027036812302538554,0.09200620433593208,0.09430757812844236
HALLMARK_HEME_METABOLISM,0.10391199136704667,0.23374766449805015,0.15250397354293768,0.17710979286644918,0.037746960438435374
HALLMARK_HYPOXIA,-0.09196159673545821,0.14353659100198413,-0.07254422211511957,0.02861047341812102,-0.035654565974909534
HALLMARK_IL2_STAT5_SIGNALING,0.049534634382548154,0.16820939329691595,0.11972597676833202,0.14099155170315666,0.09834896763958868
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.22355797928074458,0.11305697090290194,0.0653341378258216,0.09828710396572603,0.11041357036368392
HALLMARK_INFLAMMATORY_RESPONSE,0.16956451439392975,0.13062125686824855,-0.037496688086022696,0.03902452018861238,0.04874795642406791
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.13725116361290407,0.10570246746759103,0.13606733309476446,0.1605262985504,0.01060093492505641
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.1438573818206851,0.18144510719308402,0.003688691669721361,0.0803025029848452,0.09001611154958548
HALLMARK_KRAS_SIGNALING_DN,0.048731864447023925,0.21668414171440967,0.1457145694517567,0.19390231808717479,0.010813555175321937
HALLMARK_KRAS_SIGNALING_UP,0.17926976033478403,0.13870793355648547,0.09630957948255976,0.09765787490745868,0.04133601622155814
HALLMARK_MITOTIC_SPINDLE,0.11663495077538671,0.18822708444988223,0.14733279077591058,0.17262778049547628,0.09326125507673752
HALLMARK_MTORC1_SIGNALING,-0.015263508718800372,0.09570808923926488,-0.023480657312904683,0.06661733910968433,0.03767122566287179
HALLMARK_MYC_TARGETS_V1,0.16637240481032312,0.247723727498834,0.17584886471281702,0.17054827533938396,0.11547478789560853
HALLMARK_MYC_TARGETS_V2,0.14897456939285128,0.1500563138237915,0.1464010128999534,0.11180372152443499,0.08328428552468195
HALLMARK_MYOGENESIS,0.1453365406191444,0.1582749460020806,0.13825950091742642,0.07831323350644848,0.009033425941323978
HALLMARK_NOTCH_SIGNALING,0.007941851779721435,0.2351225603802373,0.16695306212675798,0.15484403155077012,0.13667546355995686
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.18298976910490783,0.29703534900786943,0.1783273518110056,0.19829737930160327,0.05128434959630722
HALLMARK_P53_PATHWAY,0.04792690711020319,0.203917938827957,0.14439226450499254,0.15570400632850034,0.0332833854232424
HALLMARK_PANCREAS_BETA_CELLS,0.14656404048351404,0.23569645904434494,0.18077432396016338,0.18760777872109283,0.00048717922983195904
HALLMARK_PEROXISOME,0.08471327797260156,0.11104324766307065,0.12119122959706445,0.13688248708669956,0.0886837490004563
