,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.016359269895540315,0.04727459195021122,0.06392518144724628,0.0024767748337352377,0.015478302320660367,0.04244012293905179,0.0016586286931995205,0.04507031816678318,0.029706942429434564,0.026570142723321557,0.03284204945877384,0.09386831884056396,-0.006646915475268676,-0.010907113980271471,0.10215295791430351,0.13722694764889684,0.17432040570282037,0.028744748374330865,0.056789982926554156,0.08142785727923318,0.15703597765848012,0.03906275388771137,0.093825272781464
HALLMARK_ALLOGRAFT_REJECTION,0.02379066343960092,0.03609027980214553,0.024354627754021283,0.01127786067273562,0.02791766833864411,0.15007157617211486,0.09440087212394167,-0.00043505665599958545,0.08030895583538745,0.043316549412081566,0.022855885200669498,0.08907914655274797,-0.0010573032254012269,0.06242881451227738,0.10062658206020002,0.15388907081899636,0.10127242848039825,0.03120433534735714,0.03436194523715685,0.06528660320587043,0.14021622249732899,0.13936155425419397,0.08613617502483721
HALLMARK_ANDROGEN_RESPONSE,0.04399698337113801,0.046777751029550875,0.05645493328995274,0.03438323281625363,0.004781653408277698,0.16080564119287094,0.043818450482763296,0.08063343309267536,0.06462977456605538,0.08487659608394107,0.11315279031766164,0.11176116676819804,0.0863373053808993,-0.033063716319988695,0.1453364494832818,0.12153905492608282,0.11595605712395807,0.030827680900618715,-0.004209778431328995,0.06054757333387596,0.16332985584607784,0.122715938354646,0.03481216215544734
HALLMARK_ANGIOGENESIS,0.06402838380676755,-0.03716449048345221,0.011745510104846568,-0.0070688689986416545,0.018589987099713674,0.14663279698290932,-0.0211846867404556,0.05038087570158635,0.11405863478276454,0.06364978715645425,0.03856899422865002,0.007750666978863914,-0.07504582733833108,-0.04874537545758101,-0.05073102045636835,0.12616917626178856,-0.057396272697093874,-0.002567723294086797,-0.03882436560148014,-0.026600882022548553,0.06883337115559726,0.03578513047840349,-0.007719278811884104
HALLMARK_APICAL_JUNCTION,0.03411945890614579,0.08051657867508714,0.03976222516232883,0.09009969236103414,0.004199486065519505,0.1232184986898663,-0.006523769817840333,-0.004415892967962566,0.023705390630191985,0.031100000323140545,0.07848315624994034,0.0878684668561557,-0.005623788574865973,0.014997310629862395,0.1718476198355645,0.11283789943130262,0.16650891289704858,0.02755353230205938,0.08707842190035675,0.03923799212370728,0.23451063510537848,0.07629677075672178,-0.011505677252226695
HALLMARK_APICAL_SURFACE,0.07472158322045393,0.08500745783619726,-0.09580231857465243,0.006923186489515965,0.02287508644375744,-0.11829923334047872,0.01491338895535401,-0.0005608695816198963,0.05029007539106251,0.06539032889381675,0.038023678666791266,0.09911955825523773,0.037869712561239936,0.05126212466413846,0.1551677851762327,0.09736487017917692,0.13508048172763035,0.05915882904548111,-0.01837527213531385,-0.04843042581827203,0.1916866085931726,0.06972742616743524,0.011287850074751561
HALLMARK_APOPTOSIS,0.010429046974034047,0.021683994182376206,0.031603738852042144,0.008794074542539936,-0.013118862930115183,0.04232606926456821,0.04358903870197974,-0.0603311734382403,-0.014515998520336297,-0.011932578225379069,-0.02756969771643578,0.06159933271370124,-0.01018400000959669,-0.058325320647689825,-0.03305297698467336,0.08814142826434648,-0.04298087736765182,0.02752649678751901,0.03041294431204836,0.03827510218614685,0.042889136409244966,0.07351769097088005,0.025617186213552617
HALLMARK_BILE_ACID_METABOLISM,-0.03940520901399234,0.033391038833923734,-0.05512621189713357,0.017137491273769994,0.008139873392623079,0.1528255209187889,0.06058483144554766,-0.01359966903919043,0.1273453056380994,-0.03820744864521259,0.0675867098443603,0.055821310434253306,0.01869256759977294,-0.011565455092248775,0.1445836384997433,0.05107899277477419,0.16710429792745968,0.02778785730604544,0.0528755695090049,0.03751464428432184,0.06757266427532721,0.0853109918308409,0.08751847036469962
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008379288001129685,0.042325657426077315,0.05054926509741092,-0.011399341104084486,-0.0011844828200210768,0.08199075315936132,-0.0012440824485900062,0.04292508177017693,0.12983109895524264,-0.0025353121879752604,0.08617827634433461,0.09006065675851259,0.040694113402386156,0.042806812556708415,0.1037252656812888,0.04341312698408996,0.12487836778583136,0.04235922513467563,0.030553443818654824,0.05626106235672743,0.03061929493688613,0.038363716835274494,0.14821446820644385
HALLMARK_COAGULATION,0.0682112908031219,0.07752623374369919,0.0593361296316794,0.06600196656595947,0.005087499261819066,0.18271702553049066,0.06895509128718699,0.10456095226053695,0.10767351126656138,0.06578520435453879,0.1102470060428936,0.07934286741289434,-0.000554283856449507,0.048123715091186396,0.07896888783227404,0.19985808891675075,0.1151099975240228,0.049374880344631375,0.06442877646202079,0.05362035916737093,0.2231068747236761,0.06204416842027488,0.08912110546241003
HALLMARK_COMPLEMENT,0.06503907935517074,-0.0022193223448167703,0.0871389258173999,0.064569699660738,0.006913251029035254,0.09857697585197901,-0.021808220554546797,0.052560386388161386,0.09599653317788903,0.022592753302043755,0.031677878023882895,0.07253244270641956,-0.03298619639408357,-0.044775574194073346,0.09148304608942434,0.05572986464978431,0.08431118570380627,0.018774991037431167,0.04896745707975498,0.053688105748906326,0.04858509037980371,0.019305094812193026,0.00014357817064824017
HALLMARK_DNA_REPAIR,0.03796216469386858,0.05341529981803888,0.024428756873036424,-0.001252461867734351,-0.005852514767924454,0.08487058027064913,0.04712049241086312,0.05150201564580382,0.010105210700382155,0.06509096697393431,0.0952822403298591,0.0958363894705264,0.07418963610075932,0.029851358221630594,0.1197776759258417,0.11877252487135632,0.16392978250907173,0.03505761904408011,0.04204956590291302,0.03833598324228074,0.12539219762199802,0.07339356193673181,0.11208956555582729
HALLMARK_E2F_TARGETS,-0.028114966924567143,0.03757999773539006,0.04101014798472403,0.017527922850622314,0.015845492695778503,0.08384206653446936,0.05788985088973247,0.014028321722116039,-0.0719678069089571,0.09635033234864927,0.1101379952904411,0.05749909734530719,0.022097189981703288,0.01798985108847007,0.08235580789474994,0.1016073324556534,0.1309624698475229,-0.03750012322530276,-0.008265253736857242,0.031120013154477325,0.11584307436252446,0.06216787238795053,0.03912134281265197
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.003931630986743503,0.05877299624340203,0.046811092199954045,0.07182531091054745,-0.008005336483985695,0.15473375462193475,-0.005600956021694938,0.04060675181785511,0.0768479099167587,0.07344845054282766,0.0621745719714992,0.11536454574173105,-0.036115278347076535,0.017151210414488197,0.08517578275915626,0.15877285977903183,-0.03170927229954217,0.045386507426561265,0.018007009225981394,0.11434471978033552,0.2250474879863138,0.06824264331422264,0.07653116702963884
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02770718725412327,0.030543562285912266,-0.0060528628056415405,-0.014369455648590775,0.020140806904230597,0.03776255781596286,-0.014749939019405906,0.05435428550406865,-0.002079745525641265,0.008957907249213344,-0.04457293225503897,0.10451765923764868,-0.06562333198472808,-0.0758072803844957,0.03606228261048774,-0.04228560267651936,0.057538042125597585,0.05760523587590783,0.05423966976031909,-0.037718489810581096,0.12219681957169527,0.03556817655078406,-0.011636045569178074
