,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09484965424058948,0.06761665535907548,0.10010353481090811,0.0812718350651832,0.013304216340999361,0.09507687814916721,0.05294491298778927,0.09447755025378525,0.009017797486681368,0.033553397087612395,0.15698800011188388,0.1060251827743564,0.09840437550359249,0.06896481101433857,0.09182543825344583,0.09058451564638041
HALLMARK_ALLOGRAFT_REJECTION,-0.08468985987464255,-0.006954509347187213,0.043745593999052736,-0.026265195899865316,-0.017881804306395303,0.06988804850908778,-0.03428087550040826,0.09572419356660075,0.05800903327193177,0.002005089802815002,0.023806629593595953,0.06467921653891694,0.07539142429135136,0.05706609683733688,0.05132747353441234,0.014990235841913835
HALLMARK_ANDROGEN_RESPONSE,0.10172347118541292,0.09823113175017485,0.12332236781175217,-0.029354529219217256,0.012236143551617527,-0.008166906343528723,-0.027303503400708938,0.08745829567120283,0.06868394533120381,-0.027670080097605326,0.03460693334286715,0.08504460676220608,0.156753469056131,0.014674628469471943,0.0674276065656031,0.1108754120223325
HALLMARK_ANGIOGENESIS,-0.009710825205650071,0.09759861641754686,0.029303538577256975,0.1444987233392396,-0.013866047008167976,0.016296192930719905,0.02961642220268097,0.07591814899171553,0.01561144955632276,0.038841808425335626,0.02406698814401781,-0.00905409147400238,-0.06092739525178385,-0.0037595956422165717,-0.03344158499783989,0.017779050855858076
HALLMARK_APICAL_JUNCTION,0.08522539850434728,0.09173019009452252,0.12887460422664776,0.10999348978149437,0.019971136238120305,0.15505220537970463,0.03358293516829129,0.11699375522886526,0.036437321193265,0.058988282178857356,0.10833662466895158,0.1132685694861798,0.1274915620016264,-0.017401182069972272,0.11596964037008081,0.07041194020136583
HALLMARK_APICAL_SURFACE,0.11498166980442588,0.044415620754868684,0.12665311242206753,0.1203568347902388,0.02084378014525627,0.08197023293764448,0.000675096853546342,-0.003080555576096923,0.051677379235831065,-0.0459899992443656,0.05452957318404227,0.07632552248992405,0.09675543449707855,0.048726391582313754,0.11191078850448516,0.07192091316409754
HALLMARK_APOPTOSIS,0.0031147774086238626,-0.0021841246993788794,0.03662936898278057,0.021129019581678482,-0.0008688365350369417,-0.0427564138993447,-0.023704590125011565,0.019436965094134846,0.06885996850557935,0.013456187196795031,0.05860012502468019,-0.030615927216883533,-0.04878218613650829,0.017814827100466463,0.04449526907599687,-0.010830378036123835
HALLMARK_BILE_ACID_METABOLISM,0.09002104549878186,0.13131451262301205,0.02029577217435364,0.11362100808534775,-0.031223352356570106,0.12698025103598815,0.056630736201854597,0.05701624239046932,0.10426571249933439,0.08357869506683675,0.009100034596159204,0.08422966769446913,0.11504182703502651,0.061949198802068874,0.07028301350065005,0.12389277062277537
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10840152838439995,0.09030940248059298,0.051887331022361094,0.12624078312303463,0.013501562593938865,0.13473591732771967,0.04504103192594211,0.03901983860523022,-0.023410774950041898,0.0038387922235842294,0.16006104156546894,0.1186630760918353,0.10966282052218504,0.03707914788371042,0.09105421228616495,0.07477313186120498
HALLMARK_COAGULATION,-0.12448553257885786,0.054927435076736655,0.09663911578048173,0.11976121773232395,0.03108540430145904,0.07208606791614283,-0.00021582879183674764,0.08781461460093458,0.06584021536408581,0.04127595117104017,0.08068256953263313,0.05808568536733903,0.04708942257284067,0.022975022892448203,0.08816201278543806,0.038899163545446494
