,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.059434479889506925,0.1547216944675918,0.07245720195994995,0.006798215320226184,0.04539391367674986,0.14551548114375154,0.07121355427531448,-0.014794643837017325,-0.00767484609154593,-0.031115878885329188,0.15145790476811183,0.12054922150723248,0.10009808699850145,0.2721820295984835,0.3310090948673414,0.13763561387535622,0.11065843375209994,-0.019815461673956463,0.12814942162596699,0.09372130850198553,0.20273379719048595
HALLMARK_ALLOGRAFT_REJECTION,-0.11583221085415986,-0.0626157310840797,-0.020654116568645055,-0.057090800809026704,0.009410979282049665,0.063795529833526,-0.22343464217875078,-0.17177581907514713,0.08440947460301318,-0.0356690937566828,-0.38997631857077525,-0.02267247049181173,-0.03254651414431734,0.11422793015473992,0.23242508723365338,0.082504476855026,0.04969991298147563,0.012393667569263491,0.030533034573682977,-0.0016105392547365355,-0.06575461700451388
HALLMARK_ANDROGEN_RESPONSE,0.06891042888453827,0.036001729540104194,0.050242118123035,-0.013245460328756365,0.03183434886051939,0.06299221686857308,-0.0860392341473857,-0.14183965571683985,0.01690762558893277,-0.055123850465796986,-0.12912477640876682,-0.006821878784588497,0.050903732222112086,0.268363434663778,0.3107598248991582,0.10115334600244977,0.05238378164888899,-0.050390396889110026,0.06330576993896836,0.005372038709574868,0.13219642385774008
HALLMARK_ANGIOGENESIS,-0.09789894854613561,-0.10930211052513855,-0.05007565607033658,0.007195101146460986,-0.019594390569891824,-0.08989238641175129,-0.21473599220021267,-0.21718331941230495,-0.09546308590712714,-0.01999356741587712,-0.3733058751414214,-0.18685674028518862,-0.08692008762117948,-0.036186969841031244,-0.278992532398698,0.14107472987421615,-0.023068855658010326,0.04425691837176276,-0.08137128452926808,-0.14301305721611451,-0.20124682607435956
HALLMARK_APICAL_JUNCTION,0.09241245315962675,0.06821683542063481,0.048591587496300506,0.03144456268544188,0.027483048003643148,0.05736516779693185,-0.1264225337076052,-0.10994546898891926,-0.03697129442913324,0.00615335877774656,0.06388217353529682,-0.03483672902719651,0.10766558785085957,0.2789464309930507,0.3469870332835157,0.14196107434412567,0.1393982118590098,-0.02343054077097727,0.06692327052401995,0.06006051775063766,0.22073011393991052
HALLMARK_APICAL_SURFACE,0.06702108053332867,0.2001208787054589,0.11392293385758288,0.04908312208207786,0.05926456791195377,0.09362147448499648,0.20248508010017446,0.17210553694118505,0.0012652069725979933,0.023723854867178776,0.28040144786544097,-0.007906657431550723,0.04295384087498904,0.25076510316438794,0.2637414062772213,0.15001181376154354,0.07891966225034137,-0.08418982597847557,0.07039077515984134,0.1566250349056801,0.25683771782404974
HALLMARK_APOPTOSIS,-0.0036086019312380853,0.006127539202418908,-0.06964743356004045,0.004558497407790544,-0.010298223589696412,-0.10458523721183106,0.055853857413429644,-0.01557959508297372,-0.05331711519942018,-0.07931707679988864,-0.0812363618926418,0.09482758894508399,0.03847539056434792,-0.038960499421884974,-0.12109462972988808,0.07175558810029913,-0.03403737259414514,-0.0031514011778035673,0.03084586723595008,0.08410771457063032,0.20830529794113967
HALLMARK_BILE_ACID_METABOLISM,0.09144347878962673,0.1446621669640795,0.07299322347056844,-0.002159051352498168,-0.006682829017080925,0.11716756638002994,-0.024328794055934726,-0.20616987221435093,-0.05472552946381951,-0.040631984279662615,-0.06723262607881461,-0.013713862933110282,0.1203186455158948,0.20979874246418376,0.2846526496600965,0.022065615087017675,0.0626731569810434,-0.0009629725169557096,0.12958007969871832,0.03546856649732403,0.056097377636312395
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05179188094902859,0.05396960560826483,0.09050067129508546,-0.03664369582716908,0.02504727103532059,0.09925560795315172,-0.1633406269914578,-0.11718008855466873,-0.08538134354273356,-0.10052450196959495,-0.3138369871397968,-0.058670208377379296,0.07800527192465716,0.2765729268036335,0.3484929536928548,0.14816595518561257,0.020461865727521445,-0.03186716230160988,0.14407098922849224,0.014654265948139204,0.03440133884790225
HALLMARK_COAGULATION,-0.07266836619644591,0.08302705922752956,-0.04589640170964765,-0.02853049098899741,0.02697580711084472,0.03501274912674352,-0.23488685365143372,-0.21399899542861442,0.038175866070550714,-0.1031757511777774,-0.38330815321793926,-0.03147495313239756,0.05676944925936814,0.18916275705571403,0.22221771526879455,0.1474728306678707,-0.07497990907356512,0.016080875260799262,0.04158265832450804,0.053099154320000105,-0.07162877300450403
