,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk
HALLMARK_ADIPOGENESIS,-0.0034483567781010594,0.03902380656282319,0.035825234278113315,0.002228879895857218,-0.02195697310551837,0.011461421647847397,0.036269916296974056,0.004084633806606369,-0.019684936144527525
HALLMARK_ALLOGRAFT_REJECTION,0.027302343524167515,0.013182755803318373,0.004238012487917428,-0.08729014298596863,0.042208687943640626,0.05552049597291939,0.019745462944279063,0.054541833557030774,-0.06311185625447294
HALLMARK_ANDROGEN_RESPONSE,0.05809172899073316,-0.044236111373127336,0.0305906131736906,-0.021039629713366738,0.03289575125623622,0.05318267138502269,0.019351607285343256,0.046996259252262286,-0.01627071305995847
HALLMARK_ANGIOGENESIS,0.08541265763544163,-0.028399572264629577,0.06098861215334905,-0.008286600856419468,0.0588676386375829,0.11939873060149417,-0.014206098503877931,0.05930928143208712,0.010023667852152886
HALLMARK_APICAL_JUNCTION,0.006390901286797513,0.06772681693031986,0.00788738762410877,0.010525186521293677,0.0861163213553664,0.06966819314745011,0.033725033161453366,0.043848618574694936,0.018784472202568243
HALLMARK_APICAL_SURFACE,-0.037221367565220584,0.02916472789902473,-0.017932709684401037,0.0698175982034057,-0.051248732080429404,0.004841730551059892,0.04938379376307665,0.12007636654714769,-0.045942125943159974
HALLMARK_APOPTOSIS,0.04179121320190801,0.01218670876652185,0.013025327688346276,0.0007709381847623299,-0.0816135973756782,0.007221134845388097,0.03470997118053717,0.03503261752607309,0.019598894874074922
HALLMARK_BILE_ACID_METABOLISM,-0.004922454407750004,0.01484369376713653,0.006244085452321896,0.009016653226093246,-0.0010004668938703451,0.08958218751141006,-0.02771480789987188,0.0327567334133117,0.015739407027154508
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.016143798094001297,0.011058780796330827,0.005010407124989167,0.04810421552372936,0.0798629483173293,0.01883862689624297,0.010333483396086775,0.05226391532794168,-0.01046845751085735
HALLMARK_COAGULATION,0.029995386850021077,-0.007129441203488187,-0.001809240613265256,-0.02207634303014599,0.041127006799681516,0.07171309976172643,0.013479229833138446,0.06243786236051532,-0.03138404988089942
HALLMARK_COMPLEMENT,0.07561749766086534,0.0574077996382894,0.0086897172545239,0.005741591967064,-0.041567454360265405,0.10228042315192493,-0.009206246397160242,0.05123373988396967,0.011637678083791955
HALLMARK_DNA_REPAIR,0.006094817423547529,0.06666798030825641,0.0793496824087819,0.012191893269446004,0.035809993818277375,0.045679427128278424,0.011995516328549135,0.011959696173701398,-0.002180205500752737
HALLMARK_E2F_TARGETS,-0.03277436605627864,0.04110098063186464,0.015264087095052234,0.04201469173334565,0.08321189207836197,0.04091801723939536,0.050599149959496645,0.04447833112620231,-0.0010461592263159723
