,UKF266,UKF296,UKF304,ZH881inf
HALLMARK_ADIPOGENESIS,0.026455354150494884,0.019063126397832,0.047671304863166536,-0.010555310615987513
HALLMARK_ALLOGRAFT_REJECTION,-0.09885813365659879,-0.008439239602194809,-0.07174539656166991,-0.03373759484460262
HALLMARK_ANDROGEN_RESPONSE,-0.04243292429849236,0.007199678701852609,0.022939907833059815,0.008503249521901672
HALLMARK_ANGIOGENESIS,-0.03241939170433134,0.009250570612770154,-0.06256650708769222,-0.022369834198104028
HALLMARK_APICAL_JUNCTION,-0.03289504639339329,0.04530434626936616,0.008153574429721007,0.027783394867846187
HALLMARK_APICAL_SURFACE,0.14991876773017423,-0.004212598676901567,0.1350788732812437,0.009547347302971456
HALLMARK_APOPTOSIS,0.0065581149405770965,0.02243350256227941,-0.036724074953170156,0.016172459017418473
HALLMARK_BILE_ACID_METABOLISM,-0.024511010318041055,-0.011324612867094814,0.016009364935488997,0.008671452680385355
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06350390269661689,-0.009303993093149204,-0.030079834245197484,-0.033884678871419764
HALLMARK_COAGULATION,-0.13299296510234881,0.027323407010807058,-0.07356497351844085,0.004100425032173903
HALLMARK_COMPLEMENT,-0.020473406738107106,0.04823906964523927,-0.03145139993346782,0.023261092945378998
HALLMARK_DNA_REPAIR,-0.03409624661939959,0.04516915227258605,0.09574756928304556,0.059603072599187894
HALLMARK_E2F_TARGETS,-0.06668258831605284,0.05054026849348329,0.03732785955699183,-0.05136089112109138
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.11767380398657085,0.023977705224697974,-0.05301607137353449,0.06452130156230361
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.017035779693079987,0.07181061098355833,0.11483791099615966,-0.04825780879814747
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02569163867780597,-0.005898830018819003,-0.07082533074899963,0.0434687535825578
HALLMARK_FATTY_ACID_METABOLISM,0.07323524384281851,0.03280207378090951,0.0030008314604963,0.05854931338216167
HALLMARK_G2M_CHECKPOINT,-0.11079345195925108,-0.0014028362338806186,0.03414677061757516,0.005674558955886977
HALLMARK_GLYCOLYSIS,0.0820962500837347,0.035636633843245155,0.11318097277457867,0.05036067090837255
