,UKF259,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.0036977429149052366,0.2538629098060645,0.06094594107463565,-0.014933350461197219,0.11822346139384975,0.09087638788966745,0.15451403554222243,0.030621984361064038,0.12036433501468809
HALLMARK_ALLOGRAFT_REJECTION,0.03412393525408564,0.2030560534443981,0.04603684870496042,-0.05833610968411255,0.05076845628076061,0.05108366145595582,0.13065467800139535,-0.002002442392065214,0.0947412517906412
HALLMARK_ANDROGEN_RESPONSE,-0.00012678857048856117,0.25495006674201415,0.09086180037229837,0.011610837545418196,-0.005542369743682025,0.07431065191080347,0.13402704289849804,0.02355710561759327,0.08969001601943741
HALLMARK_ANGIOGENESIS,-0.02249555587056334,-0.08335449344061492,0.06383825257407125,-0.06950066612836654,-0.012543609770867888,0.008479499992558212,0.047718667028630514,0.031252197134523346,-0.01039990877970127
HALLMARK_APICAL_JUNCTION,-0.025810216066873243,0.3218490633895626,0.0666887340459272,0.06452189829550391,0.11357356383269103,0.1085542080762191,0.1388202777952813,0.09282962325816967,0.1175374392608152
HALLMARK_APICAL_SURFACE,0.008135199669902692,0.2870386466304731,0.07403474876036889,0.11915795854481381,0.06744661951464634,0.0966417298132255,0.15756456962578858,0.05367022240523257,0.11771981823443388
HALLMARK_APOPTOSIS,0.012657492699634714,-0.06324088153063995,0.0018662880881875734,0.03861487466283081,0.08478039764772949,-0.04955185020297435,0.028198040404843503,-0.014630157330289459,0.046318430205171256
HALLMARK_BILE_ACID_METABOLISM,-0.02379456687536532,0.07513961135798576,0.07374456555887342,0.03672357393181064,0.035023166480211955,-0.007356003030919721,0.16350699504774607,0.031125852697233624,0.0723340430648008
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05117632738206021,0.2257094764955229,0.10825173072796399,0.0809955370973332,0.04778186886000796,0.10739579792019241,0.139187184809272,0.04990413801901289,0.13754742812623597
HALLMARK_COAGULATION,-0.052709806366946124,0.23238921282054473,0.06609990056345419,0.06949758007127356,0.1920323107841197,0.053453798596507375,0.18568566728271604,-0.08578032244174569,0.08143462170539381
HALLMARK_COMPLEMENT,0.01551483883923773,0.22038287068114037,0.04316106536076938,0.06661863465473211,0.04339137958579029,0.0953466237946076,0.14174978109778438,0.017699675352821787,0.145236037374861
HALLMARK_DNA_REPAIR,0.0021857867780279696,0.3021694698293223,0.13786978590918894,0.06347181416173034,0.11543454106739665,0.12871429940525686,0.11930106319111272,0.1289821787247969,0.10601813322632976
HALLMARK_E2F_TARGETS,-0.015881476302952988,0.27434453517661195,0.08336198399643335,0.08976970288759593,0.033096556584182965,0.16482814620075692,0.17102924740740588,0.06975572519318293,0.07622016949773888
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.001772232064162192,0.04106905850798078,0.10615512363872641,0.048308525843164286,0.13890698477429264,-0.04464179415592529,0.07016873781273765,0.01888938886884005,0.05878921623398746
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.017626494849450617,-0.12599085184372671,-0.006630484006239482,0.029685368464240334,0.13747381655090302,0.043008684765255926,0.10440593684043124,0.12042506221760607,0.10752689915554914
