,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.030622266045998037,-0.030587093072820367,0.09078167313748535,0.00638447405001882,0.020155309187769227,-0.003497578295339224,0.03978694784935388,0.028951710708739732,-0.03471999061378711,-0.010384209910011172,-0.05150303310884481,0.061104678909484185,0.16676570364755364,-0.05140548279575778,0.031823812638925815,-0.029957553164745555
HALLMARK_ALLOGRAFT_REJECTION,0.01840112264420454,-0.10596646907951375,0.026224773172359432,-0.026874613568097668,0.0017271489474790065,-0.01773536542377464,0.0789995686120304,0.004460649148402036,0.015350527868032636,0.11711227089102769,-0.10520043254263384,0.00541895480143492,0.13397830791473303,-0.026582396729013885,0.023941780202694538,-0.10935580010195331
HALLMARK_ANDROGEN_RESPONSE,0.010298284357180495,-0.04468120427833916,0.05570976826556096,-0.028118237656990053,0.030111281928105277,0.08731691421424499,0.05970568858981349,0.005901353188823176,-0.029250456879367597,0.03667464515110189,-0.03252210878658501,0.05398629093225346,0.17761690389737456,0.005073542554726294,0.021112618591093736,-0.04040121948008854
HALLMARK_ANGIOGENESIS,-0.0343395325739318,-0.0234787764585335,-0.0028310886739919354,-0.037304019166350504,-0.015734596314699173,-0.005769071611276593,0.06851189353463603,0.05613889993836778,0.09579808791727462,0.14388503582542156,0.07521321628765662,0.016729226051220826,-0.09704292772833327,-0.025271315746287933,0.03386284736813264,0.08371725950759605
HALLMARK_APICAL_JUNCTION,0.02330690688912945,-0.04754486658043396,0.11521431853682879,0.01644894318531986,0.04737175948977554,-0.015413553450869567,0.06726632828328129,0.03650418485310582,-0.03245053075812725,-0.021994132542737535,-0.055865577212089707,0.05334447584009943,0.1785714855050978,0.04109208256853136,0.048671448777907494,0.012777043137521461
HALLMARK_APICAL_SURFACE,0.015376066757598145,-0.050864468375280775,0.02279692420450892,-0.0387339874412848,0.06565083346208467,-0.015369054751907658,0.018469151499580522,-0.021394940284090908,-0.007908064271480825,-0.09272624307538525,-0.0010569294029446428,0.10627092021785925,0.18725353347204304,-0.0320508403185773,0.039720568310364746,-0.014784970811370677
HALLMARK_APOPTOSIS,0.026810434032462246,-0.01740747994866868,0.018062122012097,0.08607330615893659,0.07916898154820234,-0.026657914525962258,0.05607625157833079,0.0034512341067414274,0.008000328915925182,-0.01931826819969755,0.047973469321024205,-0.07945191255029371,-0.09192183872179169,-0.0641898997287945,-0.00868105657809221,-0.02521723184377666
HALLMARK_BILE_ACID_METABOLISM,0.02889417520033612,-0.04580141784428423,0.01948451801822167,-0.08297758659514108,0.06486708809692289,-0.03008510762315611,0.07723551054746934,0.032462114531784846,-0.026842051397702984,-0.02180536101270074,-0.06388428274772454,0.053031176802130264,0.18156450960969284,-0.003126447213150665,0.014255014992517202,-0.02462930031337917
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02575637475878888,0.048406614782631974,0.06456080810665939,0.016402606247000445,0.07833509182629605,-0.004312793682598726,0.07106829928665104,0.05778732054756978,-0.001435746387145957,-0.014141324835507051,-0.04609753898662762,0.08552197127117896,0.21491618468546284,-0.026259456426017114,0.014844054519679448,-0.027530568983556776
HALLMARK_COAGULATION,0.01773729617069015,-0.06366578754423234,0.03860580033045183,-0.051198716737008,0.03004372268781173,-0.0024773552113766767,0.08199938954470906,0.08593665775728741,-0.030791184266819524,-0.06439926710261284,-0.13193860607865096,-0.023510634023525673,0.09751616808865574,-0.14913723485224592,0.01416640544595197,0.012124363215612569
