,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05985479385769898,0.14825148604702215,0.11647162871704723,0.12800597003126515,0.19895250163567396,0.024632717813850773,0.08143358685820014,0.06005345616401399,0.1927860681654113,0.0484383578540963,0.025314460896366953,0.17161499540432942,0.04120034399173643,0.11158843664573995,0.26220531333027675,0.28615829112183444,0.2878437125836759,0.0191395337785433,0.3078010494842217,0.18202807526146755
HALLMARK_ALLOGRAFT_REJECTION,0.03164037719790039,-0.09609721962951835,0.019592483790235222,0.12267232375729073,0.12495110234749392,-0.030026684905969818,-0.02808987927494069,0.25513125141468224,0.2725597142184965,-0.07854173263221832,0.04442718323722364,0.15463415021539173,0.07475974452347905,0.03937251630122485,0.08797723561119689,0.1302021442474339,0.20023360701771858,-0.00375928759983433,0.1058653360254196,0.012736515539453373
HALLMARK_ANDROGEN_RESPONSE,0.06494080349691934,0.17847807968157953,0.13864203660251484,0.0641795361085066,0.14453846938935572,0.07091412428464008,0.020952804039858483,0.22052062740522835,0.20672551393905586,-0.00728246151787938,0.03799289806025735,0.15990831915679773,0.14999766165597528,0.08235215921394332,0.12529684022984408,0.26878909321944167,0.29475185951819505,-0.027915958201146382,0.15680494321903274,0.23560175997977498
HALLMARK_ANGIOGENESIS,0.044036450681781594,0.07015833564855302,-0.024350825334139934,-0.048673973093355846,0.1145170230472488,0.04378179842533248,0.026360170173835563,0.2637201332256708,0.28333259065317157,0.08954426329000151,0.047212762481497625,-0.056154221909653676,0.16221828960571721,-0.03808458408626062,0.05422913125224229,0.0018985157986959288,-0.12152616116210477,0.0029655607773129288,-0.21425955146458675,0.19307195186468917
HALLMARK_APICAL_JUNCTION,0.04696158347346562,0.11607019497440292,0.13048788505979908,0.14656786261818525,0.2285666101570844,0.10551635498643055,0.08707041103959139,0.2595448792231516,0.31049683422130153,0.1956832658843865,0.06433941175929313,0.1556890474233759,0.19232285947436678,0.08049610956118987,0.24067256603114237,0.32078827170132873,0.3203664543504801,0.05639086006590722,0.1843233676795548,0.22137671659319536
HALLMARK_APICAL_SURFACE,-0.006921603616300626,-0.0215449037080072,0.08027030062931988,-0.04822629823318862,0.07841816767168179,0.03924468027612404,0.07576450168407267,-0.08186479736710835,-0.017176442077299348,-0.12958601669472375,-0.0341413253778536,0.1525647667754357,0.09123344142951895,0.07511504284307423,0.18635595737208505,0.26354445930753256,0.27059027180558876,0.014046182803760597,0.14723810190011444,0.18680710081078736
HALLMARK_APOPTOSIS,0.06727840798081608,-0.01843356723081607,0.049987735915016436,0.04844037022440781,-0.0038041823046440016,0.08198047186420292,-0.0764574688433905,-0.08883399540554018,0.14507959536996212,0.052167622474646874,0.021720255482466935,0.025128974861772114,-0.08687271146837477,0.05932927068547961,0.14301947736041634,-0.02879329098740613,-0.0643257599498811,-0.08385774643266714,0.05123963040167373,0.053890038574657746
HALLMARK_BILE_ACID_METABOLISM,0.03229935954629261,0.11157695269376841,0.04842266727098824,0.055851102736425975,0.11328688008891279,-0.02333646498690306,0.08510001833548062,0.10145976494359914,0.2864200156912289,0.06509026785320074,0.021215844577417382,0.04427715512403751,0.12518797415627808,0.05072674169344648,0.17254950381675424,0.26890718577763584,0.2795896170942729,0.0417606628079915,0.2954968492702134,0.2066276027784674
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10505345447626027,0.16672541216953082,0.14472000987188183,0.16934880226227422,0.1973713395919158,0.07546510076351244,0.03801701719986761,0.21996442810048347,0.12375913192009294,0.12654190734657209,0.05403995781706763,0.16565753543859016,0.21334020355358668,0.14055376105185627,0.1759347770063681,0.2772059760778542,0.2751239928632849,0.0662733292292418,0.28201627770225846,0.22085217194569012
HALLMARK_COAGULATION,0.04729507174418772,0.13922520483400244,0.11828942770751241,0.06174489840633304,0.13095433092337325,0.020590026124580798,-0.016289314393968853,0.189993252093275,0.2797265809553677,0.07412840431451136,0.07903578637259964,0.10130274662530377,0.11994820690019302,0.11233477361629718,0.26332859046210877,0.2673038132345559,0.1918444913045711,-0.06635155558702059,0.06787852631963558,0.0926459368530391
HALLMARK_COMPLEMENT,0.02989427435750534,-0.0027517004253793135,0.0889946219452635,0.004682538838027114,0.23880203917441978,0.022591779153183625,-0.031946201766741684,0.054003228731038605,0.3371126768186886,0.07522604990080332,0.002098120418272715,0.1466276999632589,0.05021593178246072,0.07795425494670997,0.20004202617553943,0.18808094174749734,0.20343589164830697,0.02814458751681722,0.2633378652256906,0.1104959427308552
HALLMARK_DNA_REPAIR,0.0608974525910531,0.1722177705793613,0.13328602621890062,0.1777686422955073,0.23050433282024693,0.10887703837200204,0.0813809195580876,0.24592445971291677,0.2519341610954364,0.06169310812051174,0.06583413683456135,0.1778022827950574,0.2064670278264216,0.08979545361582439,0.32756381090617437,0.3107901500263478,0.32978323776853524,0.10091849080313646,0.33350724183074915,0.2305583748337422
