,UKF248,UKF259,UKF260,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.030666961184317356,-0.007598487231930099,0.056830179122417335,0.03546100788203307,0.04036893055008479,-0.00921484403593136,0.04998433481914293,0.08207275561795216,0.17955383666023794,0.03171607230314596,0.053388143075503214,0.02291676091724227,0.004197123835540029
HALLMARK_ALLOGRAFT_REJECTION,0.00489163120236995,-0.0027567628061290687,0.03957247623335524,-0.022405053107116504,-0.06716282599621433,-0.04634708114703557,0.005947023653921514,0.010396978194929702,0.037874646153275515,-0.0015452740702923359,0.033063378599770245,0.020567703429110972,0.052929747215209495
HALLMARK_ANDROGEN_RESPONSE,0.050812473629298076,0.0054455056698292465,0.03956460049824643,0.009669925760640751,0.02827216689339118,0.030733745138146227,0.04650802913789076,0.1140500265273892,0.12558928494348381,0.06742290109465068,0.042671471828298196,4.1240906852495774e-06,-0.008905710353806722
HALLMARK_ANGIOGENESIS,0.013827354616681253,0.04375480625033868,-0.03768831503615984,0.041979935204553655,-0.012455911143415837,-0.024669062038888422,0.04312574165741723,-0.011523035806506453,-0.07954506288163132,0.007922463594342906,0.04168179489863324,-0.03933590674855605,-0.0033413456789780586
HALLMARK_APICAL_JUNCTION,0.06202626364660166,0.011644146399704593,0.020818461519066602,-0.02305668828275547,0.011198426977759163,0.04012126473031382,0.0674388776430713,0.08986268237774496,0.1652974430412087,0.060588229818226466,0.07307516894322903,0.01877680821530977,-0.0335885277613943
HALLMARK_APICAL_SURFACE,0.02847861358866486,0.0076511616993989165,0.08947734420939214,0.023899837133645803,0.06558776946201282,0.1007682942005427,-0.04684938384479252,0.09833939944426506,0.0818334406190095,0.044856804784976716,0.052793400248628275,-0.04918735655675624,0.05258682011813868
HALLMARK_APOPTOSIS,0.030024451614298526,-0.016281246878850943,-0.09733265267283614,-0.07187013249040301,0.004204286515127125,0.011025265561881166,0.004423032249704063,-0.07216942714055967,-0.008031451193430858,0.02821244138405868,-0.06225952678851211,0.058639545254250566,0.057995154416980894
HALLMARK_BILE_ACID_METABOLISM,-0.026313170960565416,-0.00988233663258181,0.0700352891731111,0.09471819313874766,-1.75207889783317e-05,0.025616227923749905,0.012806375026943814,0.11638113530322101,0.1589118438952149,0.009353859647043545,0.02345989453480513,0.03594558450832854,-0.04551615895045677
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0361251061471624,-0.01626336572303544,0.04127963578876533,0.03679703536781304,0.026394113546709914,0.06186879681879196,0.06219413057518668,0.1025966888873374,0.18178415569397052,0.10142481504040392,-0.008340947866926162,0.04181878265047677,-0.0107150186026912
HALLMARK_COAGULATION,0.023361306527333196,0.07435163463912382,-0.009626569296375537,-0.015964328105697638,-0.03660518107293679,-0.030719179932076433,0.07170852507766805,0.008505055039927267,0.12948643923562975,0.06700330953379172,-0.03493231776995267,0.024333423926475115,-0.0108207060837209
