,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04012529276680415,0.0179959893207929,0.03857436683246875,0.1418134923265638,-0.002734037108777707,0.06641977945679296,0.05554734968483361,0.013376331497772216,0.049688545123599465,0.04535107787451762,0.04500700038234446,0.02719016389004132,0.12170220786463964,0.07382372918308282,0.1393414624205143,0.09882110202410611,0.060952418224180724,0.24637957763062146,0.12190487159453897
HALLMARK_ALLOGRAFT_REJECTION,-0.054765009038991536,0.027842781390071045,0.08297287182357878,0.004164938706481473,-0.019600056506753644,0.02135883903306386,0.017349686569099132,-0.027995641357531978,-0.04157436322046096,0.08408298638397486,0.054744782921827315,-0.021402632670750942,0.08030884255082052,0.03831222849857928,0.10025191601754878,0.12255431984231402,0.022643039462276447,0.16490091652370803,-0.05792978324172953
HALLMARK_ANDROGEN_RESPONSE,-0.018424160468959366,0.026371200077979922,0.03778018250722497,0.08206647618027775,-0.004231506136675405,0.08623640909238325,0.041467717369065016,-0.0012065816022059756,0.05990218835676154,0.11354680132625179,0.08416487438377197,0.0004289815885637215,0.09289721273486269,0.09519286636579584,0.1101421600613424,0.13038305084021976,0.03712126966569894,0.17063052681164867,0.0885633169727219
HALLMARK_ANGIOGENESIS,-0.12497331991380134,0.011093896323778244,0.012513974782257525,-0.018073833807301688,-0.009193631958110892,-0.1000541651744596,-0.012353899359852991,-0.00843186232392764,-0.07984007657085762,0.06749820771125482,-0.005456279916927825,-0.0775657241083554,0.019511868761592655,-0.03508752582361693,-0.15061553586860074,0.074682505630091,-0.0058345276339116636,-0.12496695065516653,-0.006630667622225505
HALLMARK_APICAL_JUNCTION,-0.019149211339797162,-0.00837014114282632,0.06361376090290331,0.13525756791748064,0.02305855122211878,0.02394388278098557,0.03103744806258314,-0.05112214143805058,0.013566504266047804,0.07145255033017288,0.09854847810378382,0.049685431419145096,0.12188003871355868,0.07493171510166288,0.12969081520311185,0.1557024315253369,0.06975159944503412,0.2017257238030334,0.10515715550744963
HALLMARK_APICAL_SURFACE,0.09684451091581736,0.016169194308665147,0.028323120090777136,0.09186997097163403,-0.025601115208683238,0.03465746645018758,-0.011795622983778545,0.017784149945933272,0.10703394093211904,0.06716224069758973,0.0892476043099352,0.06065642271851173,0.02932596242585445,0.05383897298376365,0.052367187403895725,0.053520159976254415,0.06710246992367282,0.17084012162851483,0.07398634257529717
HALLMARK_APOPTOSIS,0.0025589147460372804,0.010943708761089866,0.039512969394270174,-0.04083973014044797,0.005212696388848403,0.001938305549840829,0.04776106346771125,0.004932490946508327,0.011000840195134956,-0.06621916525122326,0.010879229250060166,-0.010574404446935505,0.017370300291961665,0.020945271932203347,-0.0476621994545593,0.05012415410337381,-0.03477898964483681,0.1392251306422499,-0.021759356078173205
HALLMARK_BILE_ACID_METABOLISM,0.02771579673277605,-0.04931497453005412,-0.05172512425382374,0.1386207605361546,-0.01637438100740015,0.025299149463826408,-0.04683292625340056,-0.04310395695196333,-0.02051965732364464,-0.043301722190412596,0.022349990600386973,0.018261230659323995,0.061433605678970694,0.05828217768206991,0.13662638639367625,0.06256194016402315,0.05462191916471012,0.2058525023821738,0.14672088599017621
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00385195724785403,0.019413662088563627,0.08737175884396678,0.12074613620498813,-0.012100042362855374,0.035475740539244266,0.029368037098318325,-0.021945392413746087,-0.07821120586499987,0.06275746475341265,0.08060072258438111,0.042344405850344116,0.022187644714855827,0.0787474926956204,0.13837215659670293,0.08926874743226366,-0.009277568844031848,0.2002212837579287,0.15202063784272918
HALLMARK_COAGULATION,0.002425024965326017,0.00429762464621671,0.06420504187381076,0.0775497600707475,-0.02452589083498624,0.03783082898887376,0.03289585011390344,0.009026500556031148,-0.071844215432941,0.10523428984257217,0.044198901819026255,0.025706012998880763,0.09750718112681435,0.054101189850174376,0.0939514506103865,0.10017825418579444,-0.03266233865450822,0.153857245708637,0.04761846812094888
