,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.053977127187551883,0.03468822015722736,0.04214147804790503,0.03332225328617389,-0.007940897104103945,-0.025481648525615075,0.06972245474514183,-0.07710227285371757,0.05300718444167012,0.010271068984967505,0.05408576411829157,-0.04302298283896988,0.082487850378527,0.03947177319906022,-0.01046358297219139,0.08671983330313464,0.020317432644446527,0.1176599513240521,0.17036412719639712
HALLMARK_ALLOGRAFT_REJECTION,-0.05896288909847199,-0.09991875379249382,-0.02633372116487321,0.09724336442779272,-0.018427184366097134,-0.0541066693585256,0.06366534642212426,-0.0856207515470031,-0.009493468510189614,-0.029060280684947065,0.06803994857676966,-0.057956276410514755,-0.008283322673797607,0.09132872522663935,0.06327123703619562,0.0702433888557224,0.003831609279952104,0.058408075099659756,0.0355398472433742
HALLMARK_ANDROGEN_RESPONSE,0.08049210519895682,0.019977172558733852,0.034120946543437475,-0.034601070765987,0.004641927212906002,-0.02694339067695459,0.04251751234719869,-0.0614761303388915,0.02746687891999926,0.04364633750337156,0.05521443613166413,-0.010603687622097171,-0.02709059399515879,0.06294850876658194,0.038079706260272225,0.0705384926405444,0.0035002495931009156,0.04396841622974508,0.036991954390226955
HALLMARK_ANGIOGENESIS,-0.07476989814786139,-0.010476839784031557,-0.025087113367374098,0.001886788705721556,-0.004797767888444785,0.028679366335872942,0.06051987882606385,0.03523528792146391,0.028142475560707775,0.04570631861311505,0.06254167427720361,-0.042387781571893185,0.007178310339678512,0.08638204263607893,0.07102068885323258,-0.05991375953813111,0.04112605902639531,-0.10916007566013267,-0.07344352013135348
HALLMARK_APICAL_JUNCTION,0.02675200673536859,0.07527811524440729,0.04785264344675179,0.018016939723540407,0.021308984853714436,-0.02330301851777575,0.04468070763476571,-0.024394822533569914,0.00877648432897063,-0.006722114693086249,0.08251275461120777,-0.03712472546343789,0.0345902685734363,0.07316152100767626,-0.0023386926728960486,0.09357406837490846,0.023780045248335355,0.07303600014293204,0.06730708228497004
HALLMARK_APICAL_SURFACE,0.08678840519591746,0.07161486378477987,0.06498759626789101,0.012786544193009394,0.027090487846617575,-0.0470176543088568,0.01740448926131306,-0.0485901725195364,0.028051520872044936,0.020876868740382568,0.08443443834300234,-0.10660743443629583,0.032584346932423666,0.010701575380665183,0.020607612132912328,0.06171006371704492,-0.006141585090730438,0.08586178150133714,0.0928191233200211
HALLMARK_APOPTOSIS,0.036096497340219434,0.08486744500260844,-0.02606290439106732,0.03305873729394446,0.0062966191478929555,0.04357072127462411,0.042193643081974846,0.056379620197538706,-0.008122353210909473,0.011192415384827164,-0.03155590886804408,0.004804359943022684,0.03542434616518612,-0.06333056080733611,-0.009348564124772979,-0.032409087856257866,-0.009825586103880584,0.04552621917905494,0.015095385486735443
HALLMARK_BILE_ACID_METABOLISM,0.11983266301734415,0.022821001166399138,0.019000273457197306,0.037316422657631486,0.026514921529953384,0.024115975554461662,0.042583473410493754,-0.04303344622938974,-0.0332151459712541,0.0033821476330719064,0.06660296337487503,-0.04108183846006806,0.015014932780440039,0.058363867213003365,0.00898780934658265,0.07196634548986568,0.010179980293478351,0.12507851751107193,0.10532276835183892
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.055676238948479645,0.042974343596165934,0.06304651191908864,0.04033208439136272,0.026628439642574293,-0.05052507657025428,0.030526008059413114,0.07782526435264628,0.041174272341586375,-0.009937816811354387,0.06074768027712927,0.022848343043171494,0.06222984675580773,0.020472058891946903,0.01266789094457601,0.07913377028074756,-0.012395012752497037,0.12133560575330422,0.0901098915247625
HALLMARK_COAGULATION,-0.07152620298496289,0.08070746672597774,-0.0004346825533466423,0.057834816935393954,0.027227212265545135,0.04501593318237604,0.04907535737923086,-0.046548410080737776,0.03268756692335325,0.04544839636849199,0.08200297171946122,-0.10369830995325514,0.005626678621415088,0.030668035045406723,0.04113035061530821,0.05304642103647631,0.03142416701871074,0.03734737850906141,0.0170630385050214
