,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.032479366118239435,-0.0006965089628209934,0.045262149104697405,0.028798130409797756,0.14198284058149013,0.06196164158767953,0.19548901589214593,0.06816548436593786,-0.20224326148304897,0.0729384590926795,-3.231380564127789e-05,0.11475610626137034,0.12169411736007095,0.13809829582591468,0.11869695027377096,0.09200436994647211,-0.012991003172870703,0.0862717197666982,-0.06154468464714728,0.055525359525435566,0.007687439703704929,-0.012813900844608062,0.10512100382307923
HALLMARK_ALLOGRAFT_REJECTION,0.09793054393748836,0.03367238372601666,-0.024172534445063038,0.0021817612277909727,0.1386526572439877,0.07271218064433761,0.12591188467779307,-0.16002664270483968,-0.395695182910631,0.07248038242024907,-0.08236173373592878,-0.09103634127100341,0.06206408255730868,0.05165939460009076,0.12056838182737907,-0.023926355828008616,-0.06187882100069672,0.041561488537268945,-0.004439090219757234,-0.12581852959818454,0.052619740973828814,0.017210457232957513,0.18545637848170904
HALLMARK_ANDROGEN_RESPONSE,0.03276866993910419,0.01664709980603593,0.05103383572950219,0.021736078543566715,0.08017026698412821,0.08638139856145295,0.26133869361272727,-0.0012203286293499687,-0.322039516498185,0.05148361769447499,0.10293476428730694,0.08105986023286861,0.12450013463479057,0.10876533075041023,0.11585576837858591,0.07732548378046415,0.016374521940713746,0.12483081886805245,-0.01652077542947909,-0.1252564083307947,0.045983352459211986,-0.03618121209351892,-0.0046212748417450425
HALLMARK_ANGIOGENESIS,0.09603883193021294,-0.09843920474216515,0.050960383510038496,-0.05599037227387417,0.19082403969454967,-0.14856937128140701,-0.3814581105347164,-0.0956695225262634,-0.4523580452209298,-0.21942626479500385,0.04008480896131248,-0.06508194739220212,-0.04465447216488252,-0.05009710068843227,0.09970344503910641,0.1851603780678594,0.010138795003785063,-0.010592428082252173,-0.03973764876053787,-0.18307059498416245,0.011497924751520791,-0.1274510177034622,0.03178589737620862
HALLMARK_APICAL_JUNCTION,0.053979907964027296,-0.045535381475258735,0.03052042386033012,0.027786984056874024,0.11672449049071502,0.11732395864588697,0.002257432876274302,-0.02580780563859978,-0.35872719969159284,-0.07756570319518694,0.007421793585938642,0.049891328839736286,0.12671365481577795,0.0638237190795961,0.1328459351770399,0.06364964123454506,-0.02141313778849108,0.09478300644459592,-0.08319762305709283,-0.09813516216447463,0.002191942317488726,-0.04923059428062196,0.18253067820484783
HALLMARK_APICAL_SURFACE,-0.01683984639626717,0.13106015346510277,6.007052755260634e-05,0.06081376952294092,0.13155388627553483,0.11330524726118342,0.06667138034786252,0.172762245956852,0.238532543434844,0.1253982791487118,0.057399991900662514,0.09156557335161018,0.09678627266141882,0.05280788444508917,0.03583880438636643,0.08914114039003813,-0.016509586031727523,0.06826271242661673,-0.023125478683697014,-0.033387707498530636,0.003906503068390893,0.039299299854143155,0.10636390853935543
HALLMARK_APOPTOSIS,-0.03518685133234832,-0.0009282437896578139,0.0253078696754507,-0.009127100883445047,-0.09883547914143413,0.04753366614077441,-0.012263937609933299,0.025798813761220785,-0.13361820887816686,-0.1375390453652642,-0.023485442205068055,-0.0814973921523872,0.05569591143951941,0.08625805301410577,0.039499196226891554,0.013407853947040454,-0.039318047881894455,-0.014359539399600794,-0.05336281182505034,0.001304720764544978,-0.00549240425414041,0.04660135842696916,0.016595319108325495
HALLMARK_BILE_ACID_METABOLISM,-0.03622771495920067,0.001431863004684278,0.026783610559788697,-0.0072991386237663035,0.1635481706132413,0.03359943468140091,-0.012559366824183755,-0.04563595298226459,-0.39443706186122945,-0.03666812509467849,-0.023156087967532293,0.09201877796945548,0.06655604160833313,0.03639256732677153,0.046210669422077265,0.013578217259898702,-0.02253599119567995,0.11002708900403174,0.009267779672059205,0.025001278648905976,-0.06285061899585768,-0.06712742657262374,0.10117907960803174
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06939760588283987,-0.10701625162059974,0.02553807461299772,0.07024391962967975,0.09827925306702227,0.01614479884801062,0.05412189141916807,-0.1171773318674478,-0.2554354156699621,-0.215900239061607,0.05216554565269724,0.04294138390788955,0.10955730352089382,0.0174405353200076,0.031702094802664484,0.06199325137339374,0.03754475708014932,0.09146542997640066,-0.011528874370253564,0.1294040130703335,-0.04167340022715726,-0.03756176054308009,0.07487732123631127
HALLMARK_COAGULATION,0.13188974684485225,-0.09846298371834451,0.009043756137899577,0.022249157845632275,0.0522200180266322,0.062165458004282824,0.10146799497470245,-0.17875651913242005,-0.4093030979972696,-0.004199672299881102,0.004756936857945302,-0.03327336849018401,0.0370630371317185,0.03269339235041564,0.15372557937984851,0.13641259583159165,-0.05465693273332729,0.09909042297103088,-0.11537013018480635,0.024283841739713347,-0.05868151883369883,-0.02862420228344206,0.044808347568865564
