,UKF251,UKF259,UKF260,UKF266,UKF269,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.046640836475827854,0.025500301085715948,0.1372629512064165,0.0284038711918721,0.12097873634305481,0.2803428903446805,0.10747715687864833,0.06347587928500634,0.07135440749004043,0.10887812345496427,0.11322382376188483,0.15568339640494652,0.01807085505714702,0.12047673362760661
HALLMARK_ALLOGRAFT_REJECTION,-0.028768782580426134,0.02677929318094877,0.1808923152255117,0.05366966162676298,0.1717608809090703,0.1384569391654274,0.0540199036433103,0.16459432615615152,0.081594633696562,0.15602786846455144,0.015949587987802792,0.07947863995335551,0.06742188888796852,0.0932973169072491
HALLMARK_ANDROGEN_RESPONSE,-0.030671877581746675,-0.03505405568307926,0.11556006451603211,0.0022562577340976917,0.09175142495868406,0.293388012963154,0.08839436712157439,0.07926044049081761,0.10826186079651019,0.10120989381792088,0.08379519628724563,0.12580147633353195,0.07518116847326568,0.07056905029708807
HALLMARK_ANGIOGENESIS,-0.020676012227514032,-0.010127387397807589,-0.06920190458973498,-0.017717362151064942,0.18558690588840146,0.20997255358121808,0.018753654707728863,-0.07490341391713501,-0.036178447996144926,0.032151852994943074,-0.05026808109576263,0.1086855247457283,0.03450270366771594,-0.05739319677170323
HALLMARK_APICAL_JUNCTION,-0.09333635837352101,0.048675740556375635,0.09520003982433727,0.01934811962420901,0.1873863773870189,0.30121196703260666,0.1648364463789068,0.11347418204090863,0.10058028538167033,0.07597739810300587,0.10890905018605826,0.17191717961388686,0.07277951978430953,0.09526618974240463
HALLMARK_APICAL_SURFACE,0.03660645516525918,0.018789427315356558,0.04028681232692982,-0.02711252988435541,-0.0024701519038266293,0.18028762857947644,0.08323572644146343,-0.00048431822486685893,0.06901418328791947,0.019872231812936403,0.06123106056166076,0.07114553715136872,0.006621816403444581,0.12602938450302226
HALLMARK_APOPTOSIS,0.0010341342409092358,-0.0002778244150665309,0.021379600476695865,-0.009818930096725336,0.03293810221517113,-0.0536009839267188,0.011896047110013509,0.03462654333404629,0.040684615703767114,-0.04051029166731713,-0.047074089933349376,0.07992524765079531,0.052283840402212484,0.09249619681587366
HALLMARK_BILE_ACID_METABOLISM,0.0038642775028585423,0.026546870085102942,0.027264620233418795,-9.227467246244168e-05,0.14452183205087998,0.14430064575074528,0.08996858781349806,0.0034422886607769457,0.057142537726561915,0.05105722349768694,0.059638186910530515,0.04202406168050586,0.013499432730080784,-0.01274647648874957
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07500869459291769,-0.018258346960413896,-0.002473321796073292,-0.030119430053742145,0.023250369044152498,0.16995831408238407,0.06664437434063208,0.0060264400780044615,-0.01798869679060917,0.06528081723421696,0.06888805149170242,0.06265205737813058,0.028552669144462653,0.011619728271183863
HALLMARK_COAGULATION,-0.043524132525247956,0.07708355980719338,0.09539905024186005,0.010952538918921303,0.17251836754600874,0.20372379119597636,0.1390339273444777,0.08817891897104542,0.1331880472131392,0.11215189976496401,0.057506589983934646,0.15270785464636832,0.08222513010633888,0.08759004280803719
HALLMARK_COMPLEMENT,-0.00916032346273903,0.00913739881723165,0.1077224198751134,0.010596726368776115,0.19770527001953114,0.17381099827683683,-0.00017515820340680016,0.12592327889188895,0.08624248412060227,0.0860289913353884,0.0005985359721900092,0.1583003801628462,0.01828697636278987,0.07910948241190029
HALLMARK_DNA_REPAIR,-0.06816401006836949,-0.04327857411154624,0.057970826517040414,0.026182153616425494,0.1413385792334238,0.27098732363008754,0.155825799765521,0.13518585293298974,0.09450546843540969,0.08724922259287615,0.11690448571095528,0.16116257379355792,0.049741352588230606,0.02340417668229356
HALLMARK_E2F_TARGETS,-0.11832940848808417,-0.025545757992716533,0.07365279089441806,-0.00018333459662299225,0.14267721502800412,0.14727918122345682,0.08840066428190287,0.08750857393346315,0.05085659408136865,0.030233712380599062,0.006960096266457081,0.1427486215830847,0.017921114114081486,0.04669899849764074
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03139751578707358,0.05522458124244585,0.06932963151374352,0.026719462335394507,0.20411353287717016,0.2968968779531573,0.19363932811794382,0.1610492123455702,0.1410940411645179,0.0771169005984003,-0.050021199178555825,0.18391281551889221,0.11187000163337624,0.04602387047192622
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.010231126253595851,-0.02098995891958963,-0.001624013738084833,-0.0002749054216353449,0.1279213692620358,0.210694282465948,0.12511002113320233,0.03376796173981446,0.0702772208726651,0.0344232676520841,0.06996159150109364,0.13528928051919625,0.006687751675119903,0.005370459870131668
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0489512270256617,0.03224419995316032,0.03397285769227542,-0.01382823540147291,0.034169322690644446,-0.01274366730942831,-0.04783924945468116,0.028551188652543448,0.04783213648617508,0.05035227842690676,0.08352721562438845,0.07609551350809415,-0.009107582327422332,0.0642466050642092
HALLMARK_FATTY_ACID_METABOLISM,-0.02280449190460897,-0.019285871189356874,0.005427581079701753,-0.022776688278805537,0.10523189451967119,0.1197745087587075,-0.05199815087933664,0.03737587311034985,0.055696287419757275,-0.023611485012117135,0.008357658392103999,0.053550210767935924,-0.06076346993965335,-0.016179203424825768
HALLMARK_G2M_CHECKPOINT,-0.09743261858873893,-0.004169955028318301,0.06959789484770615,0.047790567906728754,0.11326079637459407,0.19196561014673197,0.02880515426797099,0.012547322370747899,0.05995932293553968,0.03552681347212812,0.02387501990566019,0.10971978535033608,0.05361374481735845,-0.028704515637954762
HALLMARK_GLYCOLYSIS,-0.05916548980290104,-0.053615264059323396,-0.025899122206155943,0.0031871190860810494,0.13759172763350244,0.16968239577695518,-0.010279134099719598,-0.015652625081570372,0.043863936062929425,0.03568371351989138,0.033168913947055706,0.12050754048279921,-0.025363743668066947,0.025295544329704916
HALLMARK_HEDGEHOG_SIGNALING,-0.0385798930428269,0.02041391466831322,0.048392209458103914,-0.0027019738875925727,-0.06766429328932885,0.1601661073258482,0.0711246044175312,0.06024372045909587,0.05427366953069824,-0.015290432857504125,0.029805684935695888,0.08574985554059625,-0.0004372882112051986,0.14843689077426817
