,UKF248,ZH1007nec,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,-0.0021665524750203438,-0.06402237369830324,0.06023773576975485,0.06641324856741454
HALLMARK_ALLOGRAFT_REJECTION,-0.014711474804245565,-0.05012537038445997,-0.01645368226265434,0.012752064723620782
HALLMARK_ANDROGEN_RESPONSE,0.01160085663709654,-0.030027682824902834,0.018889369367327918,0.08688342970962064
HALLMARK_ANGIOGENESIS,-0.037547768441564496,-0.0011080605126086822,-0.09439292471494573,-0.03953398258435286
HALLMARK_APICAL_JUNCTION,0.012292686647587533,-0.0697941192601878,0.048130885823939824,0.06356205484992447
HALLMARK_APICAL_SURFACE,0.015530097376713393,-0.07213957801510743,0.01046597848243597,0.05177961380660417
HALLMARK_APOPTOSIS,-0.032460688548284336,-0.0007069467763976889,-0.04518369089166755,0.018971804420748927
HALLMARK_BILE_ACID_METABOLISM,-0.025005813847401883,-0.029822835911640092,0.025575416562478158,0.057235772358082394
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0014706429966048905,0.015849796759076384,0.088486589930507,0.0859225717753374
HALLMARK_COAGULATION,0.018131226331236705,-0.06887484267846282,0.017314713304058083,0.02881422128568288
HALLMARK_COMPLEMENT,-0.017933048270744583,-0.02132266551767883,0.0777295641992786,0.06393780273044397
HALLMARK_DNA_REPAIR,0.022947493912350906,-0.06437494738393715,0.04935702807369784,0.08907435904691846
HALLMARK_E2F_TARGETS,-0.006637180129514999,-0.05238375548626481,-0.012915744727582171,0.004771498460223391
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.012396050814893872,-0.03615950690845084,-0.09516489978910594,0.02142363974736804
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.009146968447767346,0.0658827172189969,0.031676624362780424,0.08603040693776985
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.026485323718055304,-0.07007166652949119,0.03528408460536751,0.04400730596456172
HALLMARK_FATTY_ACID_METABOLISM,0.044229098171528126,0.08402194979035126,-0.028694008084251276,0.08500315204014956
HALLMARK_G2M_CHECKPOINT,-0.028701232564798854,0.028510389309033643,-0.04414749007629885,0.037832979370484854
HALLMARK_GLYCOLYSIS,0.007959367862841392,0.0030839609529854234,0.012052598352507776,0.07419776055218259
HALLMARK_HEDGEHOG_SIGNALING,0.004237479315400215,0.004084101045730565,0.06366578717685442,0.06616036643518232
HALLMARK_HEME_METABOLISM,0.007166289195382495,-0.01691741454419249,0.0669346828092358,0.06740132306727246
HALLMARK_HYPOXIA,-0.01790845312748704,0.040586548239180884,-0.017837551177775673,0.06402009092667862
HALLMARK_IL2_STAT5_SIGNALING,0.02481461344171592,0.006375555702788421,0.07980825307175934,0.08975423667903767
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.021839405582780084,0.019018856408326713,0.033754830569840306,0.00912315485052603
HALLMARK_INFLAMMATORY_RESPONSE,0.024866608492183143,-0.03972698118621733,-0.02960881434917731,0.0511720067744583
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.014539936811135969,-0.13458720889717493,0.042034045096423896,0.009173453802130424
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.011287615782451096,-0.0182722349432114,-0.028725477869692845,0.06426377559221792
HALLMARK_KRAS_SIGNALING_DN,-0.01099562553018467,-0.06208268080017433,0.10334404308412333,0.06234615478287622
HALLMARK_KRAS_SIGNALING_UP,0.011541084646759079,0.0330758092830454,0.01973403805096373,0.04261884756258377
HALLMARK_MITOTIC_SPINDLE,0.0015036098723842566,-0.010356629832850153,0.06785769228777154,0.07458168038814593
HALLMARK_MTORC1_SIGNALING,-0.002732113091940085,0.06959388057957479,-0.045757701792725286,0.047401780333518835
HALLMARK_MYC_TARGETS_V1,0.03278089356331278,0.004975969615172187,0.05301761508930698,0.08692692731413995
HALLMARK_MYC_TARGETS_V2,0.018763495071998038,-0.01171055052930412,0.0008841003499766433,0.060896742730676225
HALLMARK_MYOGENESIS,0.005216394874355329,-0.06127226822880783,0.04483115626534526,0.06642069260547315
HALLMARK_NOTCH_SIGNALING,0.01101577789412499,-0.12747056160845086,0.03986838201364533,0.04600085232950014
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.026965616189125987,-0.08748804294982382,0.08931377143608968,0.09336340196770217
HALLMARK_P53_PATHWAY,0.029835546786764453,-0.06805326062891198,0.09686369949717218,0.09195103685866324
HALLMARK_PANCREAS_BETA_CELLS,0.014632625851690364,-0.08324350957598785,0.07561753783603198,0.0796247535078512
HALLMARK_PEROXISOME,0.006710958293059771,-0.013161617158807272,0.05542888352077449,0.04706775846587856
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.026943684637393675,0.005667007016945828,0.061936835569800154,0.06620462968025269
HALLMARK_PROTEIN_SECRETION,0.019753350456005535,-0.012250042908796832,0.029438865755939105,0.10941999506138038
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.06856346792970325,-0.04187011658384906,0.14032486033042854,0.11056208765873599
HALLMARK_SPERMATOGENESIS,0.006724974846592589,-0.06890593727686596,0.06143398004450712,0.0693751150677006
HALLMARK_TGF_BETA_SIGNALING,0.007264569079255243,-0.08602218608791155,0.04860066827517583,0.02078318980932056
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.029448562023648407,0.054914640745423335,0.12640661322803648,0.09920490964398271
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0404939798992276,-0.0833545899268112,0.08168509126522684,0.08420695572474735
HALLMARK_UV_RESPONSE_DN,0.006977782484165741,-0.07595712571799894,-0.007371463570983679,0.05436275928204101
HALLMARK_UV_RESPONSE_UP,0.06362899231580695,0.019625848424155386,0.04736715593429547,0.089978611275131
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.027422189616411956,0.022572286548494042,0.09392418943781851,0.045705159992659436
HALLMARK_XENOBIOTIC_METABOLISM,0.026199744354822325,-0.12023813796039372,0.04852270311988608,0.07990462446950877
