,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.04444838667833085,0.05115554753104128,-0.005966410650759777,0.036426116211040555,0.03699918192881104,0.03632433625861488,0.04015885578869174,0.0263757471661894,0.10098673988294267,0.01867439698130806,0.06958456068096242,0.15629774504821772,0.04526987481563077,0.015060884096618713
HALLMARK_ALLOGRAFT_REJECTION,0.06286086936344992,-0.013244237758762057,-0.0174810152377411,0.036709312467271694,0.0013017365407919008,-0.03011315595491633,0.001384375336106843,-0.007614110530036153,-0.1816171742226315,0.03564804073203819,0.06319253136417226,0.11620372263216511,0.025006115659391585,0.09865020115873825
HALLMARK_ANDROGEN_RESPONSE,-0.05582348358605387,0.048294729074294905,-0.01520702143571049,0.056866266185252486,0.12709476399295164,0.027411816377492737,-0.031215344052237345,-0.009040934803334472,-0.021997399309937167,0.006553460104514845,0.12274958264601983,0.15724543776048178,0.015692049855979412,-0.041934546102570386
HALLMARK_ANGIOGENESIS,-0.11778659431141217,-0.0027696038404354906,0.011975466305445286,0.007952102737194319,-0.1679062452275217,0.03451109663616174,-0.11778956569160838,0.06877130804403118,-0.19606329835920688,0.07125540332918681,0.1173079580074335,-0.08305980255077391,0.030367806229346678,-0.1632151156951111
HALLMARK_APICAL_JUNCTION,-0.028198519229418573,0.01950419118004808,-0.057556487288776874,0.04327983524118668,0.006672256842773064,0.024773051794988805,-0.05690376364526215,0.004266663913385734,0.06094825190499494,0.0601916232062934,0.08959446083505754,0.15448589928896714,0.06438504715876331,0.060449583602007965
HALLMARK_APICAL_SURFACE,0.13408924739467076,0.03570907347426889,0.007379419981439658,0.030487207166054162,0.042337276216737815,0.05241579775693167,0.0015860909653838498,0.009846726685196379,0.08061752954613835,0.044387236554968006,0.08755624318925569,0.10840994845550028,-0.026713022502848235,0.052477919005825525
HALLMARK_APOPTOSIS,-0.0007405555407826444,-0.009108298018531833,-0.021269228944170212,0.029212018721158323,0.03020551186947948,-0.0030510596570470522,-0.12031759680038136,0.04011407404758889,-0.013224092805373533,-0.1213291732019025,-0.06502706486622516,-0.04936868658654762,-0.020089387760163113,0.13248548308153024
HALLMARK_BILE_ACID_METABOLISM,-0.04346618510562621,0.04736024789315621,0.02933103041230554,0.018388199902010394,-0.043767466267537816,0.06638239918146173,-0.08781926149446669,0.02158301289241545,-0.033586543063731954,0.005371413579166624,0.10732733002120826,0.15546188841460484,0.03065859887938394,-0.04673504407216018
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.08587214008155244,0.050021101768445896,-0.05521924371473456,0.04761897203797035,0.03558346930817358,-0.027261995544753167,-0.06703465957056537,0.014885826373277934,-0.11881186574582568,0.02920660412995749,0.11310765201225549,0.17056169184520079,0.014880607191081838,-0.03881923396649904
HALLMARK_COAGULATION,-0.08326328754586125,-0.017976887598473497,-0.016034223612309353,0.009966418602235613,0.05096933984103339,-0.016672953013528537,-0.03351849945481102,0.04421086584698901,-0.1684963584116684,0.11335670536634043,0.061436032592902146,0.1084888624105774,-0.06068583292584178,-0.05479280836548123
