,MGH258,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.011446256541261355,0.06547005799726519,0.07811958507662041,-0.05185967180920221,0.04588289388492347,0.0635043298819962,-0.017695665042898875,0.04649683433196582,-0.08554870200544434,0.04384600497395084,0.011162197579384732,0.004902057765721027,0.04288191382038624,0.07641774235276924,0.009574160916014329,0.01722147115384602,0.09354034232421786,0.04593730596360328
HALLMARK_ALLOGRAFT_REJECTION,-0.045961324816770045,0.03857615278707427,-0.03339444916478828,-0.04080020494859223,0.05219782870938484,0.12814378949290867,-0.06995277633089156,0.05666728089766407,0.02173676883241147,0.037754364585636885,0.03903105916928587,0.05013310109641364,0.09348904338912263,0.09586823940185242,0.00460614904660209,0.04111414160208901,0.07328990199234,0.04488730100768321
HALLMARK_ANDROGEN_RESPONSE,0.07185629004576224,0.06209253709536822,0.09085422449351026,0.04345313344501961,0.020752405534146444,0.12029478760170824,0.0552058860793522,0.08956816898932146,-0.023671635202792744,0.009401860825960765,-0.02771694563969533,-0.047506260015204485,-0.04896618101138686,0.1044862194312212,-0.06032679887327273,-0.03158463987698808,0.08126338516485077,0.0890177340070115
HALLMARK_ANGIOGENESIS,-0.035284080153668386,0.008913116067641011,0.029445456914034728,0.03449160712082223,-0.03403914672434276,0.0715887526311247,0.1541691453229331,-0.040107089998487756,0.054275985833161754,0.08640123968067302,0.03846652799628701,-0.034509883587193264,-0.09300084443651417,0.10621031766837852,0.07815713926714764,-0.03034564248249309,-0.011888328156365304,0.05027781578167897
HALLMARK_APICAL_JUNCTION,0.0587418452401131,0.06892405511374729,0.14821411022658348,-0.08986809523786085,0.04473157246917232,0.09938722194159806,0.06624699320530873,0.06117719783753441,-0.07721140873662291,0.05541882228531121,0.05081286808490058,0.020103930244398,0.09836698270885658,0.09448069875793108,0.025538810449684205,-0.02543994899923543,0.1186737820363692,0.08348565497148903
HALLMARK_APICAL_SURFACE,0.06935064323885812,0.023359162422480248,0.1594762467788456,-0.09188388367714918,-0.010902014611618946,-0.10825846417143159,-0.1067289520632183,0.07428036958704938,-0.02716639607770291,0.00023645289782290863,0.01807617556908995,-0.06741933002444872,0.04077061952063053,0.08820415360006688,0.01937750097167213,-0.02445235656586625,0.060176645551961276,0.0893227445630754
HALLMARK_APOPTOSIS,-0.0014262769535715546,0.07000468046569702,0.01606414873038635,0.02499084331130924,-0.044554040917249425,0.043262895728082396,0.10964546330322922,0.029266890126515458,-0.013518511858780002,0.02286220348820542,-0.07805462581636752,-0.016757993450726323,0.05403924461284094,-0.004695096336379813,0.03921209913459642,-0.02832539577889935,0.04945259493182246,-0.013459300701955458
HALLMARK_BILE_ACID_METABOLISM,0.05559208695936776,-0.058757942003551805,0.13586767248227835,-0.05569120650797459,0.02400727934128958,0.11212613499613619,0.04565488173036873,0.01877713926005274,-0.06830448748312787,0.00884070482094092,0.08199257398655178,-0.056288024127217486,0.019541021883411402,0.08646069149201738,-0.01788116168613142,-0.041823029876984115,0.0517441439726368,0.03530736617422421
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08383729253270532,0.011682737575477569,0.05927512893973,-0.025789719282584375,-0.007899438985895037,0.11633166687857857,0.16214451710251335,0.05999235828414224,-0.033397852631431406,0.06879381125114171,-0.04595957670207929,0.008172986777479916,0.04879497282544919,0.04771153350530532,-0.02117857912531948,0.0022973316449702,0.04295149836706994,0.07042242867629396
HALLMARK_COAGULATION,-0.059437024290425036,0.06694552481127865,0.0006019988961200186,-0.08515382889183327,0.01927989881035272,0.09073750769660929,-0.008461542888960836,-0.03117869899649992,-0.07910373341781671,0.03508949257464293,0.07191043360793709,-0.06596402799396729,0.09887317774704472,0.10013594682071715,0.010410651164850957,-0.01547253125269421,0.10338654988738337,-0.006588495099413843
