,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.008280222431751232,0.09313058664867112,0.1034802170756088,0.08940283267283587,0.08528360750093437,0.050067515484783325
HALLMARK_ALLOGRAFT_REJECTION,-0.029943002950027244,0.12612532416668246,0.09999945829037186,0.016800108043703032,2.4552854662489375e-05,0.05229982718816639
HALLMARK_ANDROGEN_RESPONSE,-0.0006523337851589712,0.04560826695685567,0.07871618402573677,0.03986477702986344,0.04097077352875535,0.07966184274975151
HALLMARK_ANGIOGENESIS,-0.06299277137609523,0.013383864180349802,-0.08203668696307918,0.026128186084385607,-0.057850040262025455,0.048464988188212335
HALLMARK_APICAL_JUNCTION,-0.0608331127003038,0.1304224586857168,0.08146313579433256,0.06884917952063703,0.08022693332682371,0.06582985255895943
HALLMARK_APICAL_SURFACE,0.07633684439359487,0.04571398236740128,0.05404595302096558,0.06959058794077119,0.021731663333421188,0.06460293756915902
HALLMARK_APOPTOSIS,0.004080827179549968,0.01977531677096531,-0.04282943988936829,-0.024201343533390166,0.026759281330985388,0.007693792663718276
HALLMARK_BILE_ACID_METABOLISM,-0.00630119371358963,0.04339879127094295,0.07490194574713177,0.05170313463001953,0.09610913829159062,0.031336344382153956
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009115629006269953,-0.0004837265847447833,0.0847255951072586,0.06221450905135293,0.08552394188374815,0.08149241529071663
HALLMARK_COAGULATION,-0.05541535861256243,0.11804438799180847,0.04546152246982178,-0.030934037345831104,0.045289140249085376,0.0718689749486395
HALLMARK_COMPLEMENT,-0.021737391578827127,0.11628465938096343,0.0685413452773898,0.044162820998458405,0.04985412090882737,0.0303125563617321
HALLMARK_DNA_REPAIR,0.050877261251247564,0.14096340575761615,0.10596853690587785,0.0939650859096499,0.13639309703300842,0.07455045469467904
HALLMARK_E2F_TARGETS,0.061032322138119516,0.07878806545709549,0.0638816427341208,0.0722662149830166,0.09754883170412196,0.09179733691793934
