,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05077324758545909,-0.018713069320216852,0.008331652030333403,0.09104253040842689,0.17188666042035694,0.047003801401501254,0.09677633610143037,-0.017105615759339745,0.005685100773485501,0.12805592716137806,0.28334413207269254,0.10587670138896776
HALLMARK_ALLOGRAFT_REJECTION,-0.030173441369263313,-0.0023970365382088655,0.04760124272835014,0.11252724905433338,0.2585078729105202,0.20333973805135394,0.033036743530667656,0.04014791660732502,0.0071312009852320425,0.11794753606186836,0.0867323345508134,-0.04199432243111233
HALLMARK_ANDROGEN_RESPONSE,0.020937481771947607,-0.03452545898438705,-0.013256795522870962,-0.045429234319308336,0.1376809236100845,0.15212826863752996,0.0012314034664462725,-0.008850344347253564,0.007156379532664701,0.07878983520608325,-0.013962230608007166,-0.02398288027452233
HALLMARK_ANGIOGENESIS,-0.04814463894870081,-0.050329721831765865,-0.019461831135991123,0.021714385088651294,0.2811503907874743,-0.005515059869260163,0.10663882744466105,-0.006572304132799929,0.08918640260628256,0.03150964924802764,-0.3625437853220518,-0.059215049122075814
HALLMARK_APICAL_JUNCTION,0.03358153988917736,0.017541936295327003,0.06064799426524128,0.14947021017192283,0.2722934348275523,0.05645565284275085,0.08281184410536145,0.0028393282990689934,-0.018141156422621443,0.21971637249321932,0.09488650287357255,0.043209746370153436
HALLMARK_APICAL_SURFACE,0.09710960181276056,0.03682603122132336,0.008704033346444904,0.09739624743548381,-0.06969143431694613,0.100268021394476,-0.0513940373807394,-0.04537462667705035,-0.05314294542998424,0.2041156825443817,0.018903913015713415,-0.03599781133533303
HALLMARK_APOPTOSIS,0.019908744947578154,0.026100748057127726,0.010824900835931767,0.07997416410396964,0.09995121273755636,0.10490226774863043,0.06799151764341785,0.04886691314602775,-0.04925718278415784,0.09357306270374766,-0.009813056882423917,-0.04559279642183099
HALLMARK_BILE_ACID_METABOLISM,0.018861687341758946,0.03873595240073051,0.10523145505555064,0.11742457908889467,0.2398670416919993,0.1101016865308491,0.06554652905643829,0.03207613188358173,0.019292262630676797,0.06444977408976682,0.3557396204923628,0.2005980831521882
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05442187549510114,-0.03956786854917451,0.07966659925918139,0.12896147941987338,0.09011941139103502,-0.026066312090893877,0.07133861770808092,0.04114543808433895,-0.053573023926333445,0.1289495838268537,0.20399702590311633,0.1197026599958978
HALLMARK_COAGULATION,0.05423967712201346,-0.012163349749364097,0.07747212488909315,0.17071158159831434,0.2481020696515888,0.14772109243772844,0.10800543034393953,0.04397311643494173,-0.0004209335314650222,0.22364376989442983,-0.03576616058407793,0.027871482186147642
