,MGH258,UKF248,UKF259,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.0405970179654826,0.1022755173792515,0.019529927300864162,0.2164595316810753,0.05560380678992869,-0.0035988378329940797,0.046029886676753465,0.15837568615286532,0.18101676698731756,0.11929709524557439,0.09200705896889319,0.09114428879792745
HALLMARK_ALLOGRAFT_REJECTION,-0.12853171055522325,0.14025991905462443,0.034525023042283866,0.26005101971298095,-0.053785386092317096,0.005533144111436233,0.050959240619714005,0.039251017788326056,0.07624212418041598,0.10390416683711451,0.07341843345723537,0.10580004344947037
HALLMARK_ANDROGEN_RESPONSE,0.05309338072120121,0.13252709031766755,-0.0033177835843935586,0.22572442570044085,0.023758868533217386,-0.01909667218433011,0.11783547655746886,0.16254629654692707,0.11322137502676927,0.06419126552464288,0.03631965050906766,0.07606843210224991
HALLMARK_ANGIOGENESIS,-0.025837103376182752,-0.015421986745026381,-0.004071496882895087,0.23517789841401623,0.10778058838104695,0.003928276448628457,-0.07263462743141545,-0.011865256123701429,-0.08608370336523498,0.07715298996743679,0.04022699442076056,-0.020273034712836705
HALLMARK_APICAL_JUNCTION,0.08546530751901363,0.13444551854837822,0.009486866803390474,0.23457400897818026,0.06414929321315686,-0.012332906409224109,0.08205423602391737,0.19337057141618696,0.16463643919178664,0.08582051078343744,-0.015788731698676468,0.10679983568775572
HALLMARK_APICAL_SURFACE,0.032654090946417164,0.13619409077621702,0.03405375266604203,-0.1150528588748071,0.018452866017241557,0.01566908174805931,0.0849398390470643,0.13008499823895278,0.11906375494759561,0.03056566188617105,0.022409025750235925,0.06203343071347455
HALLMARK_APOPTOSIS,0.008603696468235245,0.09496971400367092,0.021614284344982363,0.08129634235724265,0.025123638372675706,-0.00969763450244078,-0.0377936972536294,-0.044150246699532734,-0.03579771399703329,0.048635287105999785,0.03552067341404398,0.08581849881854514
HALLMARK_BILE_ACID_METABOLISM,0.04636453993225419,0.05446373521611166,0.027619415461312795,0.26773575745237366,0.08599046715033246,0.03930080813410689,0.061654448728856975,0.1461550902223069,0.13141943747532744,0.07862505999560085,0.04927583572163325,0.06706015198576502
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06659844488999983,0.061040188906100946,0.050617809302927,0.19854203737147638,0.1035940379016112,-0.01826848908915294,0.1077514858402913,0.12043254362606652,0.15440900369262614,0.06803886996756449,-0.007719564754843364,0.0718174681362635
HALLMARK_COAGULATION,-0.099247307538228,0.1514851400271169,0.0018217428214150429,0.21312386283666285,0.02495443315202483,-0.03737839143280722,0.056735948344290396,0.10280331723667832,0.14547037727570636,0.11150558143434247,0.0841486876704073,0.11631147039243772
HALLMARK_COMPLEMENT,-0.07897175135907471,0.07912694131235362,0.03866582112853958,0.25070706499951184,0.06175267461648502,0.049987949458342014,0.05133187037922985,0.07759716208554336,0.0757128134715456,0.1403443448000067,0.12264820602719559,0.04924855470904347
HALLMARK_DNA_REPAIR,0.1351487770271646,0.11317588350483235,0.021958047446382183,0.2805880432355468,0.07192354691863148,0.009666937271705974,0.2127831543787508,0.17627978714576667,0.17461097602349304,0.1093183653005098,0.04474324390361755,0.08924080436625793
HALLMARK_E2F_TARGETS,0.11243640649151834,0.09298153255851556,0.037311202270508846,0.26219042140874865,0.09619464239770688,-0.032722676429833314,0.18405171537155546,0.03995970830643405,0.08378029744446558,0.047996561500048246,-0.027291958435178728,0.0725407213428409
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13520825575046463,0.10325189524768459,-0.07020964443888093,0.2339825247450575,0.10223945623475848,-0.04143568231673841,-0.013767405181366628,0.036225518060491964,-0.036668021975184706,0.16448444346303187,0.047385291017756605,0.09689563127634565
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.013185166869474121,0.044983595150061985,0.06109902357579888,0.2068064854337092,-0.06150626894514316,0.05470267024907996,-0.06896973346837544,0.13462153150610934,0.12628690520989372,0.1327314373695924,0.0424029001024162,0.054701667130262886
HALLMARK_ESTROGEN_RESPONSE_LATE,0.011775343861189272,0.12929113530588066,-0.0623745792648798,-0.05080733893679474,0.0637846669490138,0.031686014734859186,0.05415361852745921,0.15303204928071035,0.11857388012319944,0.06168503661757533,0.06592944500928709,0.04447181881239756
HALLMARK_FATTY_ACID_METABOLISM,0.005229434653718469,0.013901969239221792,-0.00867187630590471,0.15666667320617716,0.10433195169650351,0.04194398569355544,0.002085462901445627,0.04887465408772865,0.008895455386974567,0.026432916603377668,-0.004750132470568175,0.021690954705691923
HALLMARK_G2M_CHECKPOINT,0.10593485864447891,0.08307111098025148,0.005632166515560052,0.2550450048967571,0.10261156697808146,-0.023066041048911672,0.11393440535073175,0.07920302789065965,0.07584400156507475,0.12274918888452652,-0.01640477081432721,0.06280534869595626
HALLMARK_GLYCOLYSIS,0.08650071515211137,0.007307718018896459,-0.02455720126134297,0.2308357417284969,0.0857680918394688,-0.014034010222379207,-0.016596833890366626,0.12836749500420658,0.12510839915441385,0.06387777569624478,-0.009235669224086545,0.07342529077985627
