,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0089599642193085,0.0321843624607958,0.01915047821765459,0.04700014790709977,0.03601852194675988,0.10909029948771931,0.07398439942430036,-0.0003851881214638828,0.06532158899549483,0.033171067879604936,0.14634220167159948,0.16058091317992912,0.013282950033056025,-0.002282039741173621,0.12537357416934125,0.012562356071767962
HALLMARK_ALLOGRAFT_REJECTION,-0.03461242862960308,0.08341407726905944,0.006784780656174688,-0.014687226316079348,-0.00412533334302553,0.07967984020782068,0.017897738060075906,0.04835616050975395,0.0770878148161358,-0.012014362271900702,0.07953455544554233,0.12403414461508032,0.041425073429616974,0.05576539025366369,0.05461413466039726,-0.020133417389708787
HALLMARK_ANDROGEN_RESPONSE,-0.02119408201771191,0.07799211090571644,0.02626779781924207,0.03926824222201713,-0.029487076633392454,0.09566216831927224,0.05138268206424899,-0.028552334243934996,0.08536868256713075,-0.01766638052428041,0.12338460737628897,0.1334828833697104,0.08835250475361797,0.013521307446076571,0.03467837054564652,0.006059264157910584
HALLMARK_ANGIOGENESIS,-0.03903241127049049,-0.0923517288392534,-0.055757867046166774,0.046633467295610666,-0.026301629357191686,0.14311114927285945,0.020565273229041524,-0.0005105995544540437,-0.013662568740608633,0.04145055130332175,0.008374918304057162,-0.0710378383199753,-0.02159039978716772,0.03452976031305445,-0.07311394559140423,0.1274532265649996
HALLMARK_APICAL_JUNCTION,-0.04660360089695632,0.06982645850165103,0.03154223916818903,0.030486787135370483,0.043591344517250254,0.11586247544532774,0.061251583644586924,0.02406481733537343,0.10701276700273948,0.022642201751221055,0.13289759748638766,0.15521875165665897,0.06548570684190824,-0.025999781042404448,0.09562049871778891,0.050183572924730316
HALLMARK_APICAL_SURFACE,-0.058450152360082726,0.11639858022981883,0.051542453591949686,0.019330313344984328,-0.023622727180970114,-0.03874733078897941,0.07309063670097797,-0.07243504528643727,0.0692408987229565,-0.006585503329326475,0.10868623794279336,0.14822369617527612,-0.02245751462777152,0.007414906505740093,0.09260254514900104,0.02073895328302386
HALLMARK_APOPTOSIS,0.011761041934281239,-0.008744405539089268,0.035141663692530106,-0.005944235558535441,-0.08136160244417799,0.007612918820724747,0.049105125181217936,0.05864772869624492,-0.03224190149682871,0.05382719016839166,-0.02168417518299642,-0.011470116356356554,0.03273784413374961,0.021321712533043297,0.015106471998860314,0.029369546136074995
HALLMARK_BILE_ACID_METABOLISM,-0.003141880382006045,0.04925636209297953,0.032968587082354395,0.02812306418126222,0.0286208392696787,0.13054836575592588,0.07721662663862838,0.0313820841816072,0.06220258824348051,0.021199665161321917,0.10599270361658221,0.10396741495113315,-0.009905115060672216,0.0017585712953457368,0.10434440595009539,0.025240406445399488
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.020595116488314354,-0.0020199931596925074,-0.014436163974033172,0.032695512370144265,0.02009579536631713,0.04703951906852794,0.03419165098570569,0.03386642084967672,0.09023191797364111,0.029547363407516077,0.12317235595220236,0.15405715749429635,0.06919026247426979,-0.06824999610832382,0.08907919480356735,0.05294849742828474
HALLMARK_COAGULATION,0.0017053473443282819,0.051137100100977044,-0.020493634774574408,0.012764200283694438,-0.01713889634606235,0.07802173554297394,0.0347772670060257,0.049816892511797065,0.0821106237394665,0.042943022508423974,0.09380482200563933,0.11838212879903619,0.020888057210898446,0.014361863015037574,0.0537663724548693,0.06760911946074301
