,MGH258,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.018323720774004165,0.0021283000232269972,0.06421505444089146,0.021990618775565084,0.13962670911562095,0.09850571968802425,0.0178995632148468,-0.012616327501001957,0.06806769254169795,0.13416720817687067,0.12244189713680487,0.08500629783440683,0.15110428266756645,0.048288521818417585
HALLMARK_ALLOGRAFT_REJECTION,0.013240698461640023,0.039550793635726625,0.08192119540454795,0.04854419372035812,0.04550303700397986,-0.028615652481041618,-0.011195043242783094,0.04977845766120842,0.10507503604365638,0.11789216394201099,0.07539904340806855,0.07973918352387309,0.10114724746832399,0.10017835230037753
HALLMARK_ANDROGEN_RESPONSE,-0.04541280165779291,0.047115393940410165,0.05351180202183944,0.022383192555376033,0.1377396716085351,-0.0028089811688710564,0.029681084912631973,0.050751007979160385,0.047561653226790936,0.14020087227526903,0.11900137244731426,0.07667806569260202,0.0899806588720348,0.10994984827094197
HALLMARK_ANGIOGENESIS,-0.028038965677791173,0.08030180335853161,-0.006067638337876032,0.014688996328525942,-0.026689846576875023,0.03817920835167394,0.003654336525264422,0.055647943716501884,0.028662676319073092,-0.021033873820217916,-0.04365863032447773,0.05045150548164703,-0.10275154361394467,0.03285929523177098
HALLMARK_APICAL_JUNCTION,0.007929275916429385,0.04247307298815114,-0.014702998926599977,-0.03331403682508783,0.07468604823979003,0.11587240232802508,0.026464287627675616,0.009568618316777465,0.01948592436060549,0.09600428121028558,0.1170546643491303,0.11536180987990723,0.08625021346447553,0.08787605288572457
HALLMARK_APICAL_SURFACE,0.030437325615535405,-0.004967472950058871,-0.04185238553360164,0.0554180855876966,0.08004957818487612,-0.007756125776199346,0.024722972447540875,-0.09051464232436336,0.028111558042966108,0.09233510183211266,0.12253462198633815,-0.007685369016756968,0.0937210061262043,0.04355214106570382
HALLMARK_APOPTOSIS,0.01796146407059592,0.005174384931883,-0.001699767066713361,0.023855204920660275,-0.08184644783436891,0.02658421391492766,0.00301104830309092,-0.045067610462357716,0.030016793173674606,-0.031344580262682165,-0.05267807127610015,0.04166154668828159,0.08476672848985045,0.06568757686559147
HALLMARK_BILE_ACID_METABOLISM,0.014950038721533622,-0.02370109456319901,-0.007419613039581725,-0.014440304785604917,0.048915817113525724,0.059442473849413896,-0.03652192467264714,0.062035964805144755,0.021743400421689627,0.11588579572946237,0.12896402512441293,0.025321727785275264,0.1160651120800458,0.07571061714716237
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04054978885718858,0.014774836975347937,0.05851209303168688,-0.01068338054344933,0.09804109694837551,0.0500006517997379,0.04090733739425439,0.03899981107407404,0.03360354467098864,0.1373824519823429,0.1427518575177221,0.049541485045146966,0.1435003406077991,0.030211103684151547
HALLMARK_COAGULATION,0.05487492261970748,0.044649980001099605,0.056206315331612834,-0.0026326096818195172,0.012862999725887461,0.07915389174326083,-0.008256039056501702,-0.05727044560867177,0.08512373793700895,0.09748207345054534,0.08337965147100335,0.07085560070069163,0.10635900074060672,0.0737343470727554
HALLMARK_COMPLEMENT,-0.000647265385410118,0.06078280164673693,0.039418856130804376,0.04991311542334397,0.03548349206740608,0.05931629424867042,0.040505568896464075,0.026409744242737454,0.09403259298855772,0.08824422412162712,0.09479270209361497,0.11197462998659256,0.12763779204234552,0.009900399347648919
HALLMARK_DNA_REPAIR,-0.019488815551713203,0.01819142784960236,0.036211984720908606,0.026335101972093926,0.10808217443027276,0.07182216964067265,0.023507809595602867,0.07672903586800249,0.07387768609493488,0.13372400241067775,0.1265148996722869,0.12465646577130741,0.11077527262425241,0.07354948839629671
