,UKF248,UKF251,UKF259,ZH1019T1,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.05410752459226943,0.08587915560555863,0.014860528187308148,0.024243738280988518,0.12912545934215477,0.035560197886656236
HALLMARK_ALLOGRAFT_REJECTION,-0.025697032763448053,-0.008377561682874709,-0.030603785625016814,0.15445828463091515,0.07580288172406055,-0.09185261549341023
HALLMARK_ANDROGEN_RESPONSE,0.07267514254794247,0.032018632062785025,-0.008746954965313416,0.07960420546959791,0.10585804590145757,-0.06589678821421312
HALLMARK_ANGIOGENESIS,0.04380692912868633,0.023924169799940286,-0.04857035149343011,-0.13991910239721303,-0.04307782127810131,-0.07894708450826154
HALLMARK_APICAL_JUNCTION,0.04225630232172362,0.10621498262825042,0.044566748874186136,0.07303560171925269,0.09471694747016264,0.0743241621147619
HALLMARK_APICAL_SURFACE,0.0334204620635559,0.01558282222741001,0.02178840852297408,-0.060138612699091896,0.06885637811514302,0.04258313946762486
HALLMARK_APOPTOSIS,0.06157609379613624,0.03179706171835303,0.002290389143967755,0.059052992189640156,-0.004397876844800438,-0.06302706796414667
HALLMARK_BILE_ACID_METABOLISM,-0.0422788078326545,0.07069781651730975,0.09413780068340305,0.07247888592731525,0.13030591031523833,0.014864945526141086
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006682468103859497,0.05313161219504731,0.05190099254053671,0.021738842416924177,0.08586934617078744,0.08899302712180523
HALLMARK_COAGULATION,0.06930342402176774,0.019728417883796714,0.03558981636904781,0.049961723666127666,0.09975223024993726,-0.08839248869686953
HALLMARK_COMPLEMENT,0.013201039412216764,0.012408027983511654,0.03435944485194398,0.1012215012637859,0.12250545738855348,-0.03789768749087522
HALLMARK_DNA_REPAIR,0.038044667300367714,0.1211982575189381,0.04963021807102976,0.10260452336095355,0.11561578748561693,0.12213399069542993
HALLMARK_E2F_TARGETS,-0.00965221196100351,0.09452798531894771,0.08430781242333049,0.11841709638441533,0.07761905631157198,0.06545487870460137
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10960213007879202,0.04638599344312023,-0.01943259490767598,0.03978081516543811,0.023120865304946333,-0.09900557156022438
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09756494438378234,0.046044851428412636,0.021162875889819743,-0.0260553344983712,0.1077581027930244,0.0913008559227341
HALLMARK_ESTROGEN_RESPONSE_LATE,0.015122860112940277,0.06724173544603311,0.051859081404677564,0.011802952343659589,0.0955648601543633,-0.02369143597235854
HALLMARK_FATTY_ACID_METABOLISM,0.04356023290542154,-0.010901027507521236,-0.023581607088658748,-0.02234399994934424,0.05452548306642891,0.028003219620898717
HALLMARK_G2M_CHECKPOINT,0.029993785266825432,0.09392334838057873,0.08340061372211582,0.05041330891387055,0.06251042885661338,0.04284973226209373
HALLMARK_GLYCOLYSIS,0.09329348440323196,0.05310895148441593,0.005794666885324385,-0.08870909335462633,0.06669929380720245,0.06503151947246688
HALLMARK_HEDGEHOG_SIGNALING,0.06857188018341026,0.07420822441550642,0.021357168703457902,0.08239159576923182,0.06980570965172762,0.13344225406812363
