,UKF243,UKF248,UKF251,UKF255,UKF296,UKF313,ZH1019T1,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.027896520803963445,0.0019980981710220874,0.06050577859741288,-0.0301684856311657,0.059604809883706596,-0.00821274292143902,-0.06969192515739112,0.1350872760380376,-0.01568585467581149
HALLMARK_ALLOGRAFT_REJECTION,-0.016280209707519495,-0.02914811771525711,-0.013721459201687004,-0.01263904606680708,0.022308961825866648,0.0012163282634761563,-0.07866055307622165,0.059706173809888546,-0.08185901313426547
HALLMARK_ANDROGEN_RESPONSE,0.017167512658770548,-0.015257024238240133,0.07385702947031848,0.08174658392524554,-0.001995512999938745,0.005482430002864412,-0.0312818878922333,0.12545146069880403,-0.06856813449085836
HALLMARK_ANGIOGENESIS,0.10503342363719848,0.04154172038450496,0.04011891758035332,-0.1543619502819403,0.03360263040043075,0.08163160578670008,0.20208670581626173,-0.07458605491586931,-0.01101514919248583
HALLMARK_APICAL_JUNCTION,-0.05342113505362693,0.03965639770390091,0.04482985943184511,0.01111983499359315,0.10678123921713892,0.020850286659971646,-0.026152983085784128,0.11520035558881155,0.07823347780089622
HALLMARK_APICAL_SURFACE,-0.013676475780778291,0.01458261566594356,-0.03202280464260231,-0.06338961833581921,-0.04345947708273471,0.026113288307659844,-0.20818288107750207,0.1102017653467666,0.049036021748271
HALLMARK_APOPTOSIS,-0.05631109735882806,0.022444637467179247,0.004506687136584113,0.1461455920412567,0.03345656644810068,0.002343902663661949,-0.044792688419273294,0.01913775466994745,-0.05235933200580704
HALLMARK_BILE_ACID_METABOLISM,0.012543369487473558,0.02020406270876115,0.009698766517882434,-0.06897077345614265,0.04401007965779285,0.00523497809981632,-0.21810229719391158,0.14719563780928657,0.006701987534517004
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.003264333779743479,0.07611599203239879,0.020215617512386878,0.008375029633894427,-0.03351645414903172,-0.0003225090095060791,-0.09905454911336312,0.14069675086428454,0.028320495220801965
HALLMARK_COAGULATION,-0.034034181132691174,0.023747110129495028,0.0010839177217869785,-0.04266101796546886,0.007708905323373763,0.027178722859555193,0.03289360355558819,0.10515771311329737,-0.13342496083758856
HALLMARK_COMPLEMENT,0.03559790687725498,0.018013193112623286,0.002224528941100645,0.020406874793647105,0.0053131700249156675,0.006676671778871931,-0.0674314353074966,0.07411944601837141,-0.011587999582137694
HALLMARK_DNA_REPAIR,0.08497708884748453,0.04612043772721474,0.050996445551661676,0.07668878593621964,0.06680726413262014,0.020613248485424555,-0.18725376912476185,0.1279843555645138,0.08639092697708864
HALLMARK_E2F_TARGETS,-0.00914001814786815,0.007135210122153078,0.037201898010386925,-0.09875752942258939,-0.008031975716729213,-0.005187118334922348,-0.16327504787048877,0.11294094647502478,0.10208778861466214
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.015424124839043922,0.032458161906001676,-0.02881774192494677,0.15261242346342221,0.010422433201216875,0.06406992331273245,0.14905463645250047,-0.011848275128436477,-0.04390874527631961
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03733405003346812,-0.0023805788072370345,-0.044102879478853246,-0.021702136652278207,-0.0008646158441183992,0.04562136960618273,0.12432824746841421,0.06250679592803081,0.09638653024931525
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01744923613991861,0.0454890388085773,0.056915753147974917,-0.021136385479675928,0.06813556606254133,-0.00680553505215574,-0.08803680800705853,0.11441487469852882,0.02164620894230203
HALLMARK_FATTY_ACID_METABOLISM,0.014240536539983141,0.024580615173228244,0.023800996642577954,0.18678429451601386,0.06738263162465453,0.02786961193581576,0.0013174757334138954,0.02171122415905958,0.04745742779644716
