,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.043412048849488086,0.06627891034410477,0.02408573876269231,0.053567622678946436,0.017166546721595892,0.12442060318152943,0.009389288337717067,-0.02971276981850441,0.12002082859293269,0.029828082084159588,-0.002537829039415494
HALLMARK_ALLOGRAFT_REJECTION,-0.11159002078340644,0.041796001654176795,0.0045778959941329845,0.058955336426853834,0.03376170425800744,0.16799389875569382,-0.007800570214154661,0.02392639113373749,0.023791533543965446,0.00813986421699769,-0.06363709785075694
HALLMARK_ANDROGEN_RESPONSE,0.041286815978122296,0.07722188606567945,0.015131202917758225,0.0007273279872116431,0.038336571759350103,0.11760038148019762,0.04242029846980679,-0.04385052470622759,0.13013139969140514,0.0009931350847055525,0.02286533368730193
HALLMARK_ANGIOGENESIS,-0.0893325978070635,0.025185476470472378,0.04129798134560203,-0.0636850959919894,0.1033989987258974,0.16044065406772295,0.05211812178891298,-0.045939246684229676,-0.005927892650175585,0.016704211388551476,-0.03706217601837145
HALLMARK_APICAL_JUNCTION,0.039810591801675996,0.06225574630763195,0.05805272318966363,0.05146453311157296,0.07770427148940795,0.17857631882338007,0.061507444998314946,-0.04757286979178274,0.09903109812985769,0.027483550183018627,0.09594903701037462
HALLMARK_APICAL_SURFACE,0.10649063415508142,0.07889243309258949,-0.006419196257369642,0.021607135748083973,0.008788479307416712,-0.08787014551241798,0.0895840914957232,0.05109136282725077,0.08501348206534773,0.09145190871818201,-0.018795965786852668
HALLMARK_APOPTOSIS,-0.016785193980135203,0.04282349313810375,0.04153383429171415,0.02926779971818766,-0.04203435412530529,0.05402038815311712,0.008699372393847027,-0.03268513888866233,-0.07726960201639331,-0.020207855214867156,-0.03608261557845706
HALLMARK_BILE_ACID_METABOLISM,0.031431492948894225,0.016743532907790095,0.01725001396592484,0.008679427479496812,0.0792649082925916,0.13629048668960744,0.02894759491878918,0.022180632771226207,0.09557362542309351,0.04308835464873755,0.01370076673255765
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09989665504516043,0.03954190897171917,-0.006683880163978628,0.012672160068388987,0.09581037746639899,0.1165025150117028,0.07555088372946187,-0.02328937509284857,0.12962653800058807,0.0060960934237802526,0.0925407064388493
HALLMARK_COAGULATION,-0.0888237615277621,0.06195006308479732,0.003153828275001887,0.09789746637938904,2.424737874534641e-05,0.1506819554825641,0.010529309585736628,-0.03344680729897158,0.06261663059906962,0.0369953977507717,-0.0654655101589426
HALLMARK_COMPLEMENT,-0.04512067201717586,0.04592154422419163,0.06838512742864106,-0.0031361580090414833,0.0007888374286239688,0.17949234422557508,0.023098599176734264,-0.04610577352371031,0.04771705660897068,0.04299218665275648,-0.05370104507880671
HALLMARK_DNA_REPAIR,0.10604846854858647,0.09511123929525987,0.04269735030578168,0.034561456257463666,0.13087149848779744,0.16429050598944367,0.06129143525219451,0.03456077727838736,0.1341926177480185,0.06559818897716602,0.1022783630161165
HALLMARK_E2F_TARGETS,0.07304122316110345,0.050267469848240945,-0.0028488945389905387,0.04589545056167701,0.11218556399777466,0.15965106472924606,0.06625372638324255,-0.014034917680596025,0.017949181748006467,0.07697511699556013,0.07127542950995636
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05716022611528848,0.0550611649554701,0.07432181460104773,-0.058041652289202675,0.0758439983842733,0.19272412581306994,0.042185283655417516,-0.06640083136482551,-0.01480175252731112,0.03003047962803195,-0.011393198126156686
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.023195661171837294,0.04157117216198467,0.023286740644570987,0.04390541967617091,0.019796026153798742,0.10035905201697465,-0.009625420983338876,-0.024427009202581163,0.08299350880619413,0.03706939156650091,0.03228693365892612
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04513450529046404,0.056512492240654334,-0.0023744609564763154,0.08379165167055067,0.059073362069604896,-0.05432185912081326,0.07206378304582045,-0.015100229206555451,0.10631515029514212,0.054200195135114,-0.0001298273460236769
HALLMARK_FATTY_ACID_METABOLISM,-0.05678280593222482,-0.014429356907183229,0.032748751068122424,-0.039089165015630464,0.02811462542509614,0.09380391200882646,-0.024962186575891516,-0.02690760598616673,0.05848309851668881,0.03312590814379069,0.03203492513345589
HALLMARK_G2M_CHECKPOINT,0.08829477430500073,0.0398939625282158,0.026866827591117633,0.018383762335855057,0.09430319810695062,0.14472682969701262,0.07754245989877008,0.048340909825712985,0.03185639199353121,0.06891135758189033,0.0657981525655676
HALLMARK_GLYCOLYSIS,0.10142767039271312,0.029900989940180173,0.019992846916169718,0.01385806070861342,0.09578424366443018,0.13598339773213902,0.07435266648263886,-0.0336474668862841,0.06420986421596514,0.04062151057548735,0.08973947315606483
HALLMARK_HEDGEHOG_SIGNALING,-0.024775634897944963,0.04560586826613167,0.010127102473561076,0.07544511096544276,-0.046551986316044645,-0.06144226228485017,-0.009903658282500016,-0.08063313635839008,0.021698138040432503,0.08425626916621003,0.1154939253014308
HALLMARK_HEME_METABOLISM,0.031792783820526,0.06389148091993879,0.017471206997855846,0.013915923010416461,0.09010582610798804,0.17969711523386137,0.07300370572261172,0.005755531513207238,0.12424637043352042,0.04041523642667585,0.04932553059748607
HALLMARK_HYPOXIA,0.07166200303095221,-0.009155610987739678,-0.005778017629382822,-0.021380823767029083,0.04861450080914614,-0.03336419912285134,0.058816040608704726,-0.03504636416833391,-0.006295865410793853,-0.00718213310794539,0.02874257473849654
HALLMARK_IL2_STAT5_SIGNALING,-0.02135456658603207,0.04820620734404601,0.02051968468513989,0.021007076303335214,0.08018482013006244,0.16270240310344938,0.012625629641238232,0.0037529129166220566,0.0614937860787617,0.05123387166057377,0.06623972997573795
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.020349543628879405,0.0360217259256342,0.0003615663234137646,-0.07428904437745133,0.06699610364839621,0.13725616598160045,0.015596601297325234,0.07509680732044456,-0.012286729546113465,0.0418692822177133,0.05162959977705134
HALLMARK_INFLAMMATORY_RESPONSE,0.026516645038454863,0.04019345081924095,-0.012929419886179714,0.004657197503965661,-0.0001895560389850498,0.08123832664970172,0.03197736217292827,-0.007571537358688187,0.08263208778982785,-0.01569076994233746,0.004657063171773816
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05833641087244606,0.0690249478258359,0.02926313280795403,0.05672489331175121,0.08656943019829826,0.13350110559164102,0.03881790812126439,-0.008885568338646257,0.0824694668334548,0.0669481144458177,-0.030660338229365473
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.052452178509954206,0.0910289672428764,0.03702990339343407,-0.0009153288777043418,-0.019747635570045607,0.17364152926055554,0.021474732332111557,0.009335200116593745,0.06336952707874174,0.05589419572351145,-0.059547516186295814
HALLMARK_KRAS_SIGNALING_DN,0.01481306834796728,0.024000155232956014,0.04090434913819584,0.09838767049862018,0.06754620499306604,-0.019711501448951466,0.0969521656379434,-0.007037398430711104,0.1132492888768557,0.046944855867079305,0.07093471364075742
HALLMARK_KRAS_SIGNALING_UP,-0.031028488340800676,0.05355099051834746,0.05725363761754134,0.06398968607912534,-0.026341690075402952,0.011685837964447604,-0.02632041545483793,0.04159975863855755,0.06338120019206062,0.039821136147194104,0.0037350579972513353
