,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0554245995917503,0.0791094226606965,0.0005016030088841353,0.031849468315214825,-0.010048355914559291,0.054146883662782974,-0.008278081139717924,0.02265389795094575,0.07944338139384823,0.05310225273258353,0.1005205759048459,0.12177210186426356,0.15873076485688653,0.09236212347873154,0.0005440176230410623,0.11368484678099011,0.07062553908733725
HALLMARK_ALLOGRAFT_REJECTION,-0.007319086624542307,0.12422803857209903,0.03257199881705272,-0.058597360466828875,-0.031959789506871575,0.0914380873325941,-0.030442555289631662,-0.050746331185095285,0.07772776596041266,0.04382174917724814,0.040245008902462784,0.06231049123681035,0.14759068064406158,0.03386727858525111,0.06343065934090326,0.014464666884127234,0.013939977776325288
HALLMARK_ANDROGEN_RESPONSE,0.047255344651065664,0.06496536801025496,-0.04873872179532345,0.10015323602633792,-0.0019812467554321395,0.05855789166255191,0.022562018237601105,-0.02706742524232048,0.06845158291598444,0.04977902392789338,0.0971445971155642,0.08407095874185216,0.10295674462992072,0.018317769201690596,0.02365064874193229,0.13109118052354563,0.13764259786608904
HALLMARK_ANGIOGENESIS,-0.05917684514406662,0.02122274307270344,-0.0029827381369348384,-0.08159683568604414,0.03049144028496298,0.08213114452764268,-0.01389946439584011,-0.04277477412954082,-0.07104490110278566,0.04924932204485068,-0.0788614971680506,-0.009101425492023838,-0.0762683758025337,0.053671590487787094,-0.0005773841596564307,-0.03664174676484655,0.1078990607959189
HALLMARK_APICAL_JUNCTION,0.07943550263246417,0.09442554588787563,-0.016541091350222744,0.04128933172862476,0.0019852839360883574,0.0780555681571377,-0.03445707849597069,0.006083045633319473,0.0885938426312916,0.05968931069526046,0.12272189876737652,0.11457845226889928,0.12973971218959432,0.09823563916945384,0.04120480223951154,0.0799227432054653,0.09681324642653202
HALLMARK_APICAL_SURFACE,0.04520341889368394,0.07504627702459217,0.005875786516952945,0.01926089989411562,-0.01173792368383735,-0.04998478180908849,0.05302924392415866,0.03831843474362101,0.06774298957160753,0.0144495156028314,0.09014590228029895,0.13992364465608462,0.14537932119669036,0.013020486626451213,-0.03400478526065198,0.039725540081583695,0.14871251380082084
HALLMARK_APOPTOSIS,-0.0007169343651860711,0.046658778769950365,0.045931570300587046,0.09010119585177088,-0.02727512004761773,0.0067349671587345955,-0.030991139945732306,0.036864887301424815,0.018318747175297634,-0.031737712018793295,0.013672899613325263,-0.02065687711419906,-0.0066983820835295,0.04017562726606814,0.020960140905563758,0.052370760138121863,0.07342130362960901
HALLMARK_BILE_ACID_METABOLISM,0.020066265508035912,0.013661522563055485,0.05652919483670528,-0.05532726004274344,-0.0032026562551794834,0.07161175585429008,-0.030811871444627187,-0.014022917713596138,0.04104684886321684,0.030335517499863063,0.07478307294976688,0.11061736021338996,0.1273261813677146,0.026861766231553844,-0.010457186095817889,0.13709849513381095,0.008988997853842376
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.086174929806789,-0.013756289776807745,0.09473139031072689,0.00747993940546687,0.012393118944943361,-0.005248181434397527,-0.028390203275020433,-0.01570036528609538,0.08720011975322385,0.020039434200009802,0.06835041704236242,0.1285123651186343,0.15792138569262126,0.019244151116417942,-0.04494183754745035,0.1321519738662879,0.1084121319918687
HALLMARK_COAGULATION,0.06107595511238236,0.11737861608068223,0.05295156724535016,0.06823009059615062,-0.012248383858379975,0.06866180182208623,-0.07083062257737925,-0.04307930514218271,0.024720672517504247,0.06108910310263799,0.08509906246109655,0.1050009901810801,0.1451825977474345,0.059330784637975,0.022076430904400503,0.0630397573627882,0.11665050024439282
HALLMARK_COMPLEMENT,0.005122283888643832,0.03298997129534368,-0.00504097660737638,0.0796018429306782,-0.06728140080274012,0.041839503729552724,-0.0008404675237314438,0.002187192950128596,0.0696077235284841,0.01785491512831703,0.07614809291617274,0.07813768191390698,0.13147372492600506,0.08232467287372741,-0.0034790525551347405,0.10711521285986961,0.08445915765044114
HALLMARK_DNA_REPAIR,0.04151378302753353,0.041414061286390406,0.04373355853960734,0.1016321747171632,-0.03528025980756618,0.0579294339806316,0.020015127216840286,0.016974230357901847,0.10085981804435269,0.07362246393558633,0.14432963498762255,0.14432493013235473,0.1250612773536711,0.08861023645395363,0.022660878192479507,0.11436137551013277,0.06108468871321303
HALLMARK_E2F_TARGETS,0.07061821176300355,0.019791742367511262,-0.017848571538729895,0.011302707551960861,0.005994010621081282,0.07953321863161794,-0.021976315421105168,0.03453696807977094,0.043086590131387,0.011269414728153695,0.10507005448299689,0.11814133089266163,0.08440690744747,0.06369642095298281,-0.0009555621246501043,0.08498866169713849,0.14158813431893202
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05801984979793871,0.0791281909550469,-0.01492739506344543,0.024615843769626788,-0.019676875699475457,0.07308627571573219,-0.04854406054183921,-0.024817268067776635,-0.06371469354275654,0.0573424050726097,0.1044844541840637,0.019852713130274934,-0.06855571995242006,0.1396753881031201,0.06517401833683403,0.027324015033208932,0.0997767248239537
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09920452998136875,0.06986045472750357,0.0353082799082099,0.060011573647224425,-0.033279310718645046,0.039349944776972456,-0.02403085492894372,0.041330440184894644,-0.11091960578218933,-0.015950094188395977,0.07937888205138141,0.15207565854780125,0.05209385486682526,0.025045316968063572,0.01974523243793386,0.1489335751601066,0.0722202000033049
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0401481981702946,0.04270069566314878,0.029562423412229557,0.05840522782327136,0.011572243196768974,0.0078963696925071,-0.021304899468774004,0.027911329224921476,0.0852333019255499,0.06609135708272115,0.07810180918209506,0.15745968283822126,0.1203145016976514,0.09822114192187156,-0.006406594458454877,0.12323574968604124,0.05466387327462181
HALLMARK_FATTY_ACID_METABOLISM,0.048837466248639855,-0.018400065737797847,-0.019266878071661116,0.016442689373588566,0.008058294810611247,0.021882883173197445,0.011514122217920033,0.06210074334770022,-0.07362882929236383,0.002308104445368464,0.08197854325628963,0.0839838596420447,-0.05433678053661384,0.02220584072022201,-0.009239805701169914,0.1317803439877547,0.037997958543389596
HALLMARK_G2M_CHECKPOINT,0.03673741407701946,0.0059576522445346815,-0.08025625396289282,0.010139629879796984,0.004851416029581454,0.06802215169433985,-0.03131501776108429,0.022954729507913944,0.07935691450380161,0.046836951625254336,0.13557649318920362,0.13179646912881368,0.0727938148768936,0.06612842191987686,0.033567974037633994,0.096338197850435,0.13993172861540018
HALLMARK_GLYCOLYSIS,0.05792606575815275,-0.010988648152313825,0.0678906565224649,0.0894882550316437,-0.028933760253794846,0.05906173548297009,0.03624677000019209,0.06619852305573329,-0.007315930866394785,0.059637355054373314,0.050633915614170626,0.08091657947727535,0.03246825011246379,0.055089563545834,0.023363943271929068,0.13989411222380208,0.0861725246167863
HALLMARK_HEDGEHOG_SIGNALING,0.019455271749372876,-0.006716327277767109,0.04106444880705398,0.12031981567954617,0.008803332322226649,-0.050374674228158764,0.03205692589334915,0.08821161330693107,-0.011152931660902424,0.016951689434539077,0.0784900744183097,0.09436804220718668,0.021255846786135582,0.052037730550197135,-0.016981069460964678,0.13718665614441536,0.14223217782886027
HALLMARK_HEME_METABOLISM,0.08901808473645832,0.09374117353083183,0.023001210400770748,0.09215864353101963,0.0029477202117875164,0.08082741114834545,-0.05604243337738718,-0.002695178051353629,0.07050980065708454,0.08694852883805929,0.055142586593277795,0.12437342843997337,0.1237899429327672,0.11291626199473791,-0.018205602546608343,0.1459430049258225,0.08106524683971138
HALLMARK_HYPOXIA,-0.006624023977072927,-0.05908108319537069,0.01087635226634684,0.03811547154868961,-0.013235820831687884,-0.02876813320348816,0.04258336963715205,0.0035810123929505247,-0.06410298222854001,0.03120048539431192,0.07676094896876746,-0.020392274666967306,-0.15491295818695763,0.06073511456495264,0.0359639463960444,0.042937335735722525,-0.05674692655472403
HALLMARK_IL2_STAT5_SIGNALING,0.0377498270982565,0.03742251333496281,0.007324981923529546,0.05370014189030696,-0.046202412400717485,0.04979194097603821,0.021974434923350033,0.01900512609785785,-0.01594820259903589,0.014640404549932035,-0.00010779434643830127,0.14138123482465267,0.09666160013226012,-0.0179188870473342,-0.01071616075411924,0.12391448336045396,0.09040532911784305
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.014102812866852195,0.09044075756386635,0.09312119119944516,-0.019195333558979434,0.008030495818643612,0.059337213743647095,-0.02153848088647655,-0.06409403114966768,0.019784177810315016,-0.005466895651434234,0.01423044126650064,0.094286403519016,0.09469319287348837,0.03142426503624426,0.08326467851616617,0.11085382789934681,0.09672010763743367
HALLMARK_INFLAMMATORY_RESPONSE,0.07897990919609997,0.061453058506982024,-0.07541236167570023,0.08550777767704347,0.021083879842859126,0.05570550765638541,-0.0022890226494966673,0.02686699652897308,0.023173545072690017,-0.008676000571683835,-0.02065203916003394,0.0771997916496138,-0.023407962434536203,0.07232036718557472,-0.01897183722841068,0.08022111002071275,0.05835428840741934
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02722016089122452,0.043205499417588264,-0.001901795310041179,-0.00519646341164706,-0.011861868056486305,0.08018845011402015,-0.005784539310552622,-0.08508051286733301,0.09364291666381301,0.02423889215776483,0.016742757543361575,0.1355645190303603,0.15253892666019928,-0.05667010452939036,0.016594099809887238,0.060682881447979314,0.13221903071843116
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.061098803396402036,0.051835911384772865,0.03061230392831912,-0.02433232631474615,-0.041108923005499294,0.07223463804212386,-0.07256784313783636,-0.043753695465455614,0.059497712564601755,0.054398679050423615,0.08506977514713082,0.05887996456683959,0.046815466343936504,0.12208584578513514,0.06862024620892078,0.11570939440780784,0.04931183212005813
