,UKF251,UKF296,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03210608020177315,0.04837343704984777,0.11733277792021068,0.16134465421799174,0.14624434828126584,-0.007229702399667402,0.03577367774578493,0.19442095367716314,0.09538866972150842,-0.005223946123370544
HALLMARK_ALLOGRAFT_REJECTION,0.06898689876969469,0.008489969787347128,0.03866999876552296,0.06427206301400988,0.0823314174360873,-0.02546050713920965,-0.07614866553965825,0.04011413787988829,-0.018504414652270318,-0.019308549209840375
HALLMARK_ANDROGEN_RESPONSE,0.03943009951995035,-0.006386889048994916,0.05042057232866217,0.12883748547081064,0.1353372394608483,-0.033509644279938106,-0.007430883305767298,0.05550210643123325,0.038222115814745515,0.0557142565104241
HALLMARK_ANGIOGENESIS,-0.05661734716112792,0.004534933003588636,-0.08673009235313128,-0.06914526266461259,-0.0976308498646709,-0.004662445267304352,-0.08976976008231843,-0.14128906257821047,0.028658357588587546,0.06143572882464829
HALLMARK_APICAL_JUNCTION,0.03844219686833344,0.035980449926617517,0.12808600625024588,0.14013991567053044,0.13054695836015134,-0.01975711396560815,0.04426828888820666,0.08824298706213524,0.05014747559259119,0.019835524155252512
HALLMARK_APICAL_SURFACE,0.05332075400780839,-0.00635780285420615,0.08334261474089077,0.10464956247636431,0.12663288103063655,0.027139051307239478,0.03345159445110592,0.04317355287125672,-0.012037826987384799,-0.08552381089933431
HALLMARK_APOPTOSIS,-0.0004768065990992681,0.06543200090975394,-0.019311776160671906,-0.036353257816697286,-0.08906105124726027,0.03446510388851224,-0.0010256592575858968,0.04236817897698651,-0.020899728969914776,-0.03864055224920413
HALLMARK_BILE_ACID_METABOLISM,0.022076189366339594,0.051689688368102955,0.13649189518604615,0.1318218075906664,0.16856909256236716,0.011643841446177097,0.015426948270709284,0.19310912184977944,0.134625424083347,-0.00772364580830151
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08699404388142237,0.005853183105104532,0.13380093402101284,0.15578848634787848,0.13159369281507222,0.0309129000751055,0.04665921963505689,0.1624405545250129,0.11156313499104498,0.02003482911913955
HALLMARK_COAGULATION,0.043329061592563646,0.04958028227406718,0.08378448671477291,0.06301989938473553,0.06468624162628181,0.024700077191744257,0.01770956568096062,0.0032912361738443347,0.0014882610847868382,0.038574003322608075
HALLMARK_COMPLEMENT,-0.0001919258624348164,-0.01842401546949183,0.034262403236789016,0.018382234745848283,0.08819984671306991,0.02882546298540643,0.04178665807083433,0.1633178490284251,0.029781094413243503,-0.02735744599482825
HALLMARK_DNA_REPAIR,0.05789136809257707,0.06911526149078065,0.1242030343671926,0.14251015768817626,0.15642181624328216,-0.009245862973687041,0.05176740503803149,0.18691602243003202,0.14798639334080887,0.03489225166452333
HALLMARK_E2F_TARGETS,0.057495973436961355,-0.014883092501129652,0.09621080279523599,0.025008527540567614,0.1043271750071429,-0.006159619880451058,0.01649821536897305,0.1625000234286528,0.13763613409286818,0.04612771404098849
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0008964960590643945,0.0558356738556039,-0.01628684294463613,-0.06081133393644725,-0.09996456894370502,-0.0010924836222908605,-0.0697510405639429,-0.061165672299268295,0.02376244905947226,0.02377821281355031
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.010237117091037067,0.0654361783294251,0.007125212201590713,0.0842980675365069,0.1081683273423885,0.0018172845065135056,0.017795504601044995,0.1797535594563644,0.09830416382793968,0.053529974021639434
HALLMARK_ESTROGEN_RESPONSE_LATE,0.030549155819995084,-0.0323936214066767,0.09937825368954847,0.09198903804867342,0.09281185434870974,0.007646134890848665,-0.07351305373415247,0.13830966925536747,0.052704419991406,0.037532306217162616
HALLMARK_FATTY_ACID_METABOLISM,-0.02938478616029219,0.0007964253674064944,0.13445387108849635,-0.019437135472007608,-0.03592937556634062,0.010758000260962877,-0.027656476202811683,0.0973848366670577,0.07094273200300741,0.022149722979995737
HALLMARK_G2M_CHECKPOINT,0.04464966160817731,0.06497579877955263,0.06320120842614906,-0.001181048029492385,0.06330617400868395,-0.015380979253224052,0.05427436472199504,0.1554074844562318,0.12275169581314582,-0.06997999573095962
