,UKF243,UKF266,UKF269,UKF275,UKF296,UKF304,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04985347479558215,0.04232813724059944,-0.03425109385298342,-0.03624569793742659,0.006791001359555468,0.09004095769605462,0.0321182874148485,0.0651803810685434,-0.004928878518364054,0.07031493793120348
HALLMARK_ALLOGRAFT_REJECTION,0.03958236291596542,-0.0948294102789907,-0.15655277618560867,-0.03142458590907071,0.02141121608831494,-0.10655298875980737,0.017434718776387026,0.08773819545245519,-0.0026572354807125817,-0.052553353736958755
HALLMARK_ANDROGEN_RESPONSE,0.004607346986721044,0.03192114219157216,-0.1438262765104795,-0.03700137829309524,-0.031099021232734166,0.0067843423533889,0.008658478189132922,0.04058962062625065,-0.04042738195515062,0.0549200974034846
HALLMARK_ANGIOGENESIS,-0.11571446371581559,-0.047621036867441346,-0.17974059921373636,-0.05493545079794529,-0.05952293610064414,-0.10814916862659853,-0.0533527781306129,-0.0015811990950594015,-0.10566197435810164,-0.01576557576718743
HALLMARK_APICAL_JUNCTION,0.01639304508713051,-0.024272316887048534,-0.09472822010269241,-0.033566679083940995,0.040723991060660096,0.0734659900915633,-0.024453693500767964,0.05690561272663488,0.00573855718109502,0.13373963954083154
HALLMARK_APICAL_SURFACE,0.1460068487356279,0.062278896469166435,0.15189698246969938,0.06512518398041402,0.025028789671125748,0.04762240360041551,-0.04990474545835106,0.06887378539783988,0.0569310354280048,0.09292232957328968
HALLMARK_APOPTOSIS,0.05902127835226283,-0.0016266158852346732,-0.06180147474765156,-0.02850096889966314,0.0009465671857590462,-0.02618854776080884,0.027260209237810196,0.09509476187959594,0.05715475975773765,0.10986189275492157
HALLMARK_BILE_ACID_METABOLISM,-0.0006516463340886591,-0.0005642408198503546,-0.16561010658322164,0.04532939594102858,0.010991005770900685,-0.028590831869231587,-0.007406528972743236,0.06793622780943083,-0.06592702548898786,0.05988516470440173
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0495852031129414,-0.04597476441877526,-0.15271055501741562,-0.0396709661732697,0.007439956126904757,-0.11209957620052512,0.001595293574548236,0.07253687003425889,0.014819971829533115,0.0758342379670451
HALLMARK_COAGULATION,-0.05350801482891924,-0.08562433138005428,-0.18959177469120544,-0.04537962754453144,-0.03702972392698642,-0.10119393583733095,0.03580168662880978,0.041855792173603766,0.05977081513472906,-0.022180124573528855
HALLMARK_COMPLEMENT,0.16544215370123902,0.038310875493430215,-0.10637997222603963,-0.023679333082718832,0.04129823237521843,-0.08836045605743546,0.036821904212532945,0.048956012924025245,0.010254223879473164,0.1331293256091745
HALLMARK_DNA_REPAIR,0.06488487801969244,0.028422317496549623,-0.08867851605711626,-0.038488664180399625,0.058490383615887216,0.14886368908394407,0.001744891099434242,0.06549392878027094,-0.06648175511130502,0.14267038423464176
HALLMARK_E2F_TARGETS,0.12107975610740683,-0.050536252680602335,-0.11211122087284421,-0.023657374948114266,0.03223639263041012,0.14550007081287383,-0.04234617714257895,0.026324907121563136,-0.019036801541458148,0.05857366682645437
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.17495328850721042,-0.08227251803317932,-0.14402101105499235,-0.05966581819005434,0.0037103690705024557,-0.09497755659809631,-0.01801165054900068,0.08949607921723413,-0.01816505458386635,0.07935599742581824
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03922554537455993,0.04180545216531849,-0.023526592079549186,-0.006614537062644412,-0.012361816018452551,0.13629450920428376,0.02721545782034235,0.09227576148419142,-0.0064616279200571175,0.02829103729824405
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10476691415736314,0.028832093373782272,0.14028963693586594,-0.0063102693831101914,0.0006665353408806857,-0.05317758400509896,-0.04444428620001421,0.021101513768214338,0.019299459172716308,0.022165501553569267
HALLMARK_FATTY_ACID_METABOLISM,0.009361547479631024,0.00360232746454293,-0.08606013866563984,-0.08720680626012492,-0.005253862873962639,0.01691281126143643,0.007396405627450202,-0.01167092413437967,-0.05870880921307961,0.04887671193735014
HALLMARK_G2M_CHECKPOINT,0.03343382274150675,-0.0434596192950705,-0.14382379079016863,-0.05425034157639064,0.01717590830614449,0.01154542451852719,-0.023047292795933344,0.016419107781446198,-0.09825616085644163,0.1317081888789569
HALLMARK_GLYCOLYSIS,0.005378816076382864,0.09199334643325449,-0.019683943021193175,0.01367657158592667,0.050009350160947506,0.18131262925719915,-0.04763910665813406,0.05717060019361171,-0.042928893450564394,0.189890301251085
HALLMARK_HEDGEHOG_SIGNALING,0.14939339960877152,0.0833325504670314,0.1765226017760869,0.07840573943821179,0.0763082623991849,0.16293427886249134,-0.0554695636968411,-0.015491408773183437,0.1109471016525447,0.1474990000580931
HALLMARK_HEME_METABOLISM,0.01965327103367211,0.019971595442250013,-0.06391121069300937,-0.0018200014003731022,0.008377454095674352,0.09590609437976842,0.01759878670104217,0.054784944831686194,-0.01596921883671936,0.05640060494663519
HALLMARK_HYPOXIA,-0.17859000885266077,0.06106389774133974,0.12423432245426316,-0.020677689635309894,0.03868643458871772,0.0060532807782200035,-0.009282604433720889,-0.04300075111441439,-0.10135278908888345,0.07507046118647472
HALLMARK_IL2_STAT5_SIGNALING,0.0492557362372758,0.01504788018392918,-0.12330889249255797,0.00011986144645327131,0.02592880861332483,-0.0012432911608738731,-0.011132414586026677,0.02034123633423166,-0.04331434143438719,0.12951613284532276
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.1421683907438665,-0.08255383384469922,-0.1700583389431433,-0.08165414010644038,-0.057384191099925694,-0.13609685336419525,-0.06572737589682143,0.025504916611369447,-0.04164341830804975,-0.06252138651995176
HALLMARK_INFLAMMATORY_RESPONSE,-0.023837133490918077,0.07777263957019871,-0.10246483288536419,-0.01355824816060708,0.009854625035294141,0.03595372688386887,0.01611375327018936,0.009805386740041229,-0.01913831028197879,-0.00446231931269166
