,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1370299334811653,0.10334009389236239,0.045885676462627485
HALLMARK_ALLOGRAFT_REJECTION,0.09872364297770224,0.15547894934808992,0.0482931484566689
HALLMARK_ANDROGEN_RESPONSE,0.13834628648633995,0.16682698828844278,0.04733282870120764
HALLMARK_ANGIOGENESIS,-0.0003747671912848217,0.059039828820270715,-0.015612425641617578
HALLMARK_APICAL_JUNCTION,0.1349675418636702,0.20136236192668946,0.08437879126293898
HALLMARK_APICAL_SURFACE,0.1203964088929597,0.14956846148997624,-0.005845634110809677
HALLMARK_APOPTOSIS,-0.009790592259457344,0.03623772930428843,0.07017777710558717
HALLMARK_BILE_ACID_METABOLISM,0.13350146406550714,0.009891198231215587,-0.021445604030462178
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.14183236117687797,0.025271059937369937,-0.03462044171704953
HALLMARK_COAGULATION,0.12775369605585954,0.18871972231879183,0.051547174875045676
HALLMARK_COMPLEMENT,0.05433983431244805,0.04741963096561577,0.03295686735124491
HALLMARK_DNA_REPAIR,0.13684124942786477,0.10709065410525677,0.0069954524049723205
HALLMARK_E2F_TARGETS,0.05801565715552215,0.08471359687491703,-0.0016464553044396295
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03676797067749005,0.17588079066036855,0.08291776127173724
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.13091136482199034,0.08082961885026738,-0.001188138278169826
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09559780964848198,0.0003993554479532552,-0.02644309760581961
HALLMARK_FATTY_ACID_METABOLISM,0.06416008712226133,0.03891701403123579,-0.0002653526476687294
HALLMARK_G2M_CHECKPOINT,0.050981293957896405,0.105170248417389,-0.016628676683832107
HALLMARK_GLYCOLYSIS,0.12392278123553573,0.0754617972391922,-0.043484076821904485
HALLMARK_HEDGEHOG_SIGNALING,0.043390286249186706,0.06325149382919706,-0.008124766398798187
HALLMARK_HEME_METABOLISM,0.14443628398377306,0.0663453255291233,0.025428032548687036
HALLMARK_HYPOXIA,0.027048278163443098,0.04427606479532867,0.019801054362246467
HALLMARK_IL2_STAT5_SIGNALING,0.10707201504964549,0.13364281602187136,0.03482391588092781
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07808313697042789,0.08555176833121188,-0.025694280442376365
HALLMARK_INFLAMMATORY_RESPONSE,0.07170271235914691,0.009052548215066564,-0.0041070087667121466
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.13202085849204018,0.1572785915568978,0.11592850458607398
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.10246823931305242,0.07608122833731969,0.05193243003877895
HALLMARK_KRAS_SIGNALING_DN,0.1482340133034396,0.015402442030307575,0.04774815952546578
HALLMARK_KRAS_SIGNALING_UP,0.10755981020031775,0.1768174821887088,0.06618459412069685
HALLMARK_MITOTIC_SPINDLE,0.16821546254321967,0.14877196049546526,0.037956090967947616
HALLMARK_MTORC1_SIGNALING,0.051793186111939754,0.09489873949517498,-0.022448918623748804
HALLMARK_MYC_TARGETS_V1,0.109709533823265,0.12875525122719855,0.007156847127277814
HALLMARK_MYC_TARGETS_V2,0.07737116315100327,0.07651254690794611,0.007446328238434239
HALLMARK_MYOGENESIS,0.12980901248337337,0.16962492560543815,0.0996099716369863
HALLMARK_NOTCH_SIGNALING,0.1329645666683907,0.12962362696118535,0.013343155452878515
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10957835003542134,0.10947306945232903,-0.024166046548933656
HALLMARK_P53_PATHWAY,0.10446626168081133,0.06603871718118161,-0.0013140599563857371
HALLMARK_PANCREAS_BETA_CELLS,0.13335107396732934,0.038612020135215905,-0.011763265000465784
HALLMARK_PEROXISOME,0.11668890429458316,0.0995627054490231,-0.010638176798145516
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.12066913927783873,0.16517042860016906,0.029897768519784478
HALLMARK_PROTEIN_SECRETION,0.14809175860380508,0.1147923351154428,-0.008715620136580815
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.10277027619698778,0.04696700272975925,-0.05061244303558802
HALLMARK_SPERMATOGENESIS,0.14868869298557977,0.0899863088404937,0.03138753849899161
HALLMARK_TGF_BETA_SIGNALING,0.1221968978702653,0.1785458726109545,0.02472875616985644
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.007535808776700154,-0.06354200441376862,0.011513664076992315
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.1433315408262155,0.1587209860842306,0.03343701571455727
HALLMARK_UV_RESPONSE_DN,0.09726868472475031,0.1100225056710975,0.03424721336320072
HALLMARK_UV_RESPONSE_UP,0.11792824336075072,0.044756958316364566,0.04034264414259448
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.07840738376473341,0.14496881233032094,0.005713592519282524
HALLMARK_XENOBIOTIC_METABOLISM,0.13664899179084264,0.056806147950630874,0.03307434896086789
