,UKF243,UKF266,UKF275,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06929152786632074,0.0308625572899808,-0.028125294514460265,0.04808669234241909,-0.07689956822134102,0.0396839621244497,0.17012253045664227,0.04871946125197516
HALLMARK_ALLOGRAFT_REJECTION,0.026925990796124347,0.002803842272701128,0.054003035281026436,-0.0006680389761983632,-0.012633526257809597,0.03857317985661909,0.09754493190613188,-0.035831899443271434
HALLMARK_ANDROGEN_RESPONSE,0.04065292744172268,0.10713365186637736,-0.02906381566135643,0.00285268852862302,-0.0770951935587482,0.02812254106120353,0.08084210863689376,0.040891680824609596
HALLMARK_ANGIOGENESIS,0.013389747399084462,0.12178115371986059,-0.09210126779990398,-0.0022127120698628034,0.06429997608393613,0.013413277827161273,-0.09435803694109056,-0.014362248346612797
HALLMARK_APICAL_JUNCTION,0.057481267435575405,0.12183272676954712,0.002242001911219366,0.013949976189267977,-0.10977517487667193,0.08685039999148117,0.11791725007445358,0.06396644194891818
HALLMARK_APICAL_SURFACE,0.05163403051760877,0.05556167874374916,-0.0843509644084711,0.04778870965854561,-0.09879576268991246,0.08394836220688803,0.09998559940098518,-0.005085427355699778
HALLMARK_APOPTOSIS,0.02468794154487356,-0.03839532605517159,-0.12566891547317366,-0.05528642750347153,0.08615849476363005,0.031232422322067285,0.08919015894635823,0.03902860562927198
HALLMARK_BILE_ACID_METABOLISM,0.09429329175140679,0.08497136335529318,-0.1009093461846532,0.10345546270891177,-0.08535331157313604,-0.0021517022584231723,0.12081784516589339,0.08160786683807927
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06044006464360586,0.09875835102151424,-0.020455624538697557,0.04775219352560591,-0.06068345832453173,0.05921031144855128,0.153472470692222,0.11467183444175509
HALLMARK_COAGULATION,0.0845306614524892,-0.008455763930347533,-0.00928612267136229,-0.11595490305892349,-0.057343283663593626,0.03948026311921669,0.09599489999017309,0.08949539378328412
HALLMARK_COMPLEMENT,0.04484506632982551,-0.011949067538268717,-0.07132566352796336,0.023606648662525345,0.024797906951267802,-0.006889074221200695,0.14898258393845265,0.09075903599590675
HALLMARK_DNA_REPAIR,0.05984690124442782,0.10765560280864231,-0.060300918155637415,-0.010532682010883986,-0.07398163786445314,0.049235017869250754,0.13437842329399144,0.05515994769704188
HALLMARK_E2F_TARGETS,0.0763087861040705,0.1104353566280216,0.00037801961200131985,0.018712106962913703,-0.08636249837007774,0.07353250611749113,0.10346427598966272,0.0554848907946268
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.043130895206276706,0.06272994605365922,-0.05022005549068254,-0.004259750706030213,0.013904398017819983,0.06192774855582493,0.026708815989406724,0.07049440966208509
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01383262904224726,0.0053299391078529615,0.02636192040353343,0.08819155936387915,-0.01710502975262909,0.07528112655263143,0.09349454040920503,0.04373518764085387
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10975206870482579,0.06079492173931242,-0.06263460500610311,0.001449243104239687,-0.07245006300972957,0.054304389902395604,0.10618093485144779,0.07557230452091261
HALLMARK_FATTY_ACID_METABOLISM,0.011157444449709985,0.03464486730145389,-0.10297076893497722,0.07205928669041892,0.04679813344044402,0.005785658284968552,0.09856804222514053,0.062044488542839685
HALLMARK_G2M_CHECKPOINT,0.0477935576703604,0.12272110543794915,-0.042304850287766135,-0.05191251983626132,-0.032228901449460674,0.029198310698007074,0.09557661828224094,0.011469721159038965
HALLMARK_GLYCOLYSIS,0.04315088928321591,0.09380491665395756,0.002958381937366302,0.14134363777967152,-0.05320264423509216,0.049634665369623236,0.12611799196975215,0.013075817777107226
HALLMARK_HEDGEHOG_SIGNALING,0.10397357574004251,-0.06816974703307638,0.016106282706504382,0.10933544614406876,-0.029012196734227794,0.02200025510126806,0.10056221546674246,0.00787380070358112
HALLMARK_HEME_METABOLISM,0.056645839810492433,0.08293327482486404,-0.013479578965036708,-0.006669583078249686,-0.04762635133074357,0.06941280295103265,0.1284792099609516,0.033665642592954494
HALLMARK_HYPOXIA,-0.08336416564158669,0.030688374080003532,-0.12667469432361933,0.1139569883533854,0.07772829409214393,0.041021584330954375,-0.05306439523409007,-0.004339358003644846
HALLMARK_IL2_STAT5_SIGNALING,0.00763528757850128,0.04167530758248274,0.011685404070445757,0.019488677580052974,-0.045193334389402325,0.011650541742770656,0.09591080441771863,0.06167209770442852
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.044566745447642345,0.06327167919356162,-0.0676987792846847,0.007528423932847374,-0.05316911752186969,0.0375441577576008,0.12590487598342934,0.013979177062065508
HALLMARK_INFLAMMATORY_RESPONSE,0.028424574969628788,-0.05717243180320842,-0.04016486601816997,-0.028020481762439545,0.07604851848251076,0.06782568009553164,0.10022728532253491,0.07549370256657728
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.11747298867324471,0.09500828423371296,0.0029599266982181702,-0.043866943796339535,-0.09818364277408548,0.05304219765086419,0.1291255622306769,-0.0011234334664167141
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03796140267072191,-0.03382482896445718,-0.011475064302445334,-0.040705945228823086,0.03968334316853899,0.00427174180587848,0.1371412292972466,0.07704942661990885
HALLMARK_KRAS_SIGNALING_DN,0.09911602481063196,0.06633413037605745,-0.03641925929237729,0.10382564972724956,-0.08864292683229569,0.05501724474175207,0.13452918470581612,-0.009787326423116267
HALLMARK_KRAS_SIGNALING_UP,0.030819370566505667,-0.0661740002180627,0.004219405738969793,0.010207145188511449,-0.038618063732523744,0.07719865455565665,0.08610751953317676,-0.005559114416324762
HALLMARK_MITOTIC_SPINDLE,0.06703714537658456,0.11793494923696556,-0.028269153187697103,0.05724372999433208,-0.06946500081329894,0.05517817769542134,0.13631430212302112,0.056733427689645864
HALLMARK_MTORC1_SIGNALING,-0.02325576602191796,0.11471287530440788,-0.0856277938197396,0.00835785143454017,0.02338877414881478,0.04359886613816658,0.04511696041098441,0.007406769767958167
HALLMARK_MYC_TARGETS_V1,0.032734488756272634,0.11491068385729206,-0.026669248883668485,0.02575303906850483,-0.07695940934741763,0.0002687212155219118,0.08926179370117442,0.04628897290627276
HALLMARK_MYC_TARGETS_V2,0.010454549586622128,0.03888623786084357,-0.056371842889618815,-0.02191913561208723,-0.052117793912636635,0.05177154474111201,0.11300812237292536,0.07849902096445406
HALLMARK_MYOGENESIS,0.07187213096716558,-0.1009193799300952,0.002993809956319354,0.002219713174109794,-0.09478998015262802,0.026143020619202716,0.07674537071044417,0.05309051918535503
HALLMARK_NOTCH_SIGNALING,0.07930314375994423,0.008165525250387185,-0.02478310856861813,0.0651786537268813,-0.05708687794756836,0.11218504793777155,0.09263106380612476,0.04490192355538556
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05705702657362006,0.05146448049709984,0.02054953218584845,-0.02951293707650246,-0.08343452772740177,0.030329285620373483,0.1092200457681709,0.009661274039697396
HALLMARK_P53_PATHWAY,-0.015259832070885973,0.0736429174670005,-0.06083107416029439,0.025275584094017603,-0.07932902759452609,0.031574617674769434,0.12738781026923715,0.023300636564956997
HALLMARK_PANCREAS_BETA_CELLS,0.09315371611559875,-0.016415574192070907,0.015464614982579892,-0.019854405388839258,-0.06917345409701531,0.005353664119489273,0.08141443070941011,0.016183838355750373
HALLMARK_PEROXISOME,-0.014977492941376255,0.07614489631715185,0.08632709831876939,-0.057654238725096514,-0.06497912215208707,0.00636761303346274,0.11295354534682844,0.04519137628048388
