,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08335668189114666,0.02260157239656018,-0.0246676817146361,0.010401054923613411,0.11789424983241996,0.054632782038786264,-0.059990165874907415,0.09623309727450138,0.04352634215730278,0.14284473009719864,0.0489246558693836,-0.059843086792972004,-0.0461153018349058,0.0246692380675536
HALLMARK_ALLOGRAFT_REJECTION,0.0761840098578476,-0.04114102810257377,-0.09353257973639796,0.016288102012512573,0.13543112311257405,0.0012320040673877003,-0.09485368715165478,0.04804469210480743,-0.020022340317384497,-0.23515068950419243,-0.0671163074442137,-0.04083533353069382,-0.037522575432684585,0.06951074049389906
HALLMARK_ANDROGEN_RESPONSE,0.04535817148741833,0.00269276389546967,-0.033794134571703355,0.016520550502984843,0.19499341500865935,-0.0011586721588062467,-0.10749855483535983,0.04114900042134729,0.07188625402833372,-0.10497536398036418,-0.09042672102433293,0.021830192286153075,0.03716992848908131,-0.02064502777360922
HALLMARK_ANGIOGENESIS,-0.1068642604696152,-0.02335037018844764,0.016857852023352354,-0.06455002317295516,-0.21770149646069648,-0.00807338412552805,-0.12428044869758852,-0.07375231456634898,-0.01960495761125341,-0.20708799673361195,-0.1651539509012097,-0.01894252438097216,-0.1526020350819638,-0.12871174790556403
HALLMARK_APICAL_JUNCTION,0.04834092158989402,-0.017631055225075548,-0.031304524217231136,0.0033613936196911763,0.03042322519432196,-0.0006792923531000498,-0.1067810166279847,-0.041910100666967806,0.039466774191230604,0.052005712985769746,-0.11335303775180114,-0.08356658403462384,0.0013641275317854606,-0.05643033766915453
HALLMARK_APICAL_SURFACE,0.13369661862462143,0.05837681527566389,0.024975189374125323,0.059189969722458026,0.015193097238445424,0.054368563142138775,0.09908480937605608,0.050577152653008176,0.011624412045197463,0.04407616280825757,-0.05533545439077513,0.006938449418308085,0.002306991184610529,0.018515254173204553
HALLMARK_APOPTOSIS,0.0015046345853735696,-0.054661877106199415,-0.009953713991533738,0.03107220652860486,-0.07389263898646688,-0.003330595758685713,-0.024242394189873187,-0.07441746531219032,-0.0025532846860976213,-0.028617564909326394,0.1459297139645644,0.07025743051093081,-0.0063786275341683836,0.05430443893370522
HALLMARK_BILE_ACID_METABOLISM,0.08511385272649231,0.11940880451630054,0.030407529696259507,0.021201850799525017,0.048224709902052396,0.009628332275460788,-0.1563307054075334,-0.03397670946932188,-0.009335492750062882,-0.08627326010762171,-0.06977448517695259,-0.1268140121807484,0.05948996445386881,-0.003599407164163643
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.002420361962445347,0.04386858526679667,-0.0010999831998028907,0.0023378570935051507,0.004028156001951476,0.029166883319334445,-0.11740629978314483,-0.06617369195619854,0.0028031730289145036,-0.1550772412711449,-0.11682607087359596,0.05544925789825769,0.09035710660905395,0.019781008972867345
HALLMARK_COAGULATION,-0.007658217747739255,-0.05876610499706189,-0.02720764395470034,0.030302335579277456,0.08198666331087656,-0.06644576111593088,-0.12184692774741374,-0.0224101098421396,0.003935155108448055,-0.21125389318076404,-0.14662520126743944,-0.03877913885536098,-0.06994457637727797,0.010035965449517969
