,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881inf
HALLMARK_ADIPOGENESIS,-0.03568765912133089,0.04008897705889743,-0.002980412379534457,0.02559897566493388,0.020040902701650966
HALLMARK_ALLOGRAFT_REJECTION,0.13528869477148417,0.028399634449255362,-0.023627101104383926,0.02156885764062356,-0.019124368238618742
HALLMARK_ANDROGEN_RESPONSE,0.09888806944767708,0.05181225216597541,0.05502230460203007,0.05907857707296646,-0.033085704207205795
HALLMARK_ANGIOGENESIS,0.13557429283166367,-0.014526524073434254,-0.04387515002089635,0.03457400989612112,0.018360097961882902
HALLMARK_APICAL_JUNCTION,0.012026956425192664,0.028398917663521994,0.01202091810519889,0.07266699501717408,0.06297619963807836
HALLMARK_APICAL_SURFACE,-0.026331433003201198,0.02864679156488493,0.040506983700476874,0.06587533502563296,0.017425308068744788
HALLMARK_APOPTOSIS,0.020511568868000787,-0.02584521712830625,-0.051358068997169014,-0.010834186983654312,0.0019092094943426896
HALLMARK_BILE_ACID_METABOLISM,0.04981693912965856,0.01518152444237951,0.07821705588557444,9.236444711783965e-05,0.06455721819675694
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10902425575555226,0.041900857423099375,0.010183390256859418,0.011535174319183881,0.07085690100721648
HALLMARK_COAGULATION,0.149800941723942,0.044489289010730695,-0.024654536242516643,0.029186083814247143,0.04284907096340171
HALLMARK_COMPLEMENT,0.1597852204986895,0.02634082487945072,-0.05117883039410687,-0.0027464219449566353,0.019274988249687396
HALLMARK_DNA_REPAIR,-0.022228213226589622,0.052596307022579565,0.0157684125077686,0.06816052998826475,0.04924426848941064
HALLMARK_E2F_TARGETS,-0.07204393392320997,-0.001472350966727049,-0.011366858354325724,0.02055138121675482,0.018079706759643682
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13908042533668288,0.006054773468657978,-0.0607008006066316,0.04184482813787607,0.11968673563767723
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.06876468775112025,0.05988741235754139,-0.034676177637434726,0.010071950444661741,0.0034375635949534826
HALLMARK_ESTROGEN_RESPONSE_LATE,0.11815777743208436,0.032426096537200765,0.00011914598370156816,-0.007868950528082081,-0.001617088712128283
HALLMARK_FATTY_ACID_METABOLISM,-0.019854309071501357,0.04690741439583933,-0.037101890939044896,0.05418485854042035,0.009535317957082965
HALLMARK_G2M_CHECKPOINT,-0.009536774539256904,0.030314381395165933,-0.009781238029658697,0.009937862279870934,0.020389145794989422
HALLMARK_GLYCOLYSIS,-0.05817653329213892,0.02356493207540384,-0.01704763677343229,0.07684387833272686,0.012798395574775504
HALLMARK_HEDGEHOG_SIGNALING,-0.14495523353096815,0.03240869882522582,-0.060863628188973,-0.021131411320889353,-0.01921537418498691
HALLMARK_HEME_METABOLISM,0.027257979721034043,0.07518817897802593,0.011236056928252554,0.020382597448328054,0.06385293489044334
HALLMARK_HYPOXIA,0.010718634756491255,0.026530925328772874,-0.04470928372538538,-0.05020310042364101,0.05777597849743171
HALLMARK_IL2_STAT5_SIGNALING,0.10038306915904695,0.052348968970745466,0.1150722158433546,-0.018435132096458404,0.06883212463965006
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.16755129455610346,-0.02714288897760573,-0.04103755627579449,0.032758145611244696,0.034616583896568465
HALLMARK_INFLAMMATORY_RESPONSE,-0.0018810336695853727,0.00513437535296303,0.021958991556927817,-0.008232871282475645,0.01338595939017995
