,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.011326740561138028,0.06315217004981492,0.018770913660860665,0.07261319148146421,0.0387959543031968,0.13695756216254756,0.04853934496424562,-0.21205120330377408,0.03745822380095897,0.0260874961982092,-0.04613210129732396,0.10063501551810962,0.11988094332773432,0.009881707854842072,0.1348589465029225,0.10627295648536858,0.2116895392894902,-0.10681167523217863,0.06851710852591666,0.0016084561097000675,-0.07542389327978423,0.020947427858219948
HALLMARK_ALLOGRAFT_REJECTION,0.24061730450513405,0.09207507200067738,-0.04318627552034504,-0.022549591368930214,0.01804838693608142,0.11415239414381713,0.14621226586495617,-0.23252072373363575,0.13264075026273506,0.049035098466123174,0.24123427434374148,0.12979868214778073,0.06917938719820899,0.02616611336016255,0.07152961164549329,0.0962865404611618,0.14145688117384142,0.01669634500000673,-0.028176461547446116,-0.03131946733411031,0.13814377580107587,0.04043686447910678
HALLMARK_ANDROGEN_RESPONSE,0.01921114246585846,0.012282456057516208,-0.012800917674554125,-0.005801597476761133,-0.007719631232397248,0.17946200280440072,0.15098216695659228,-0.09930996987885364,0.07007416785390973,0.08384042391072223,0.2193111308176015,0.17432143213933526,0.08228737911822327,0.04955232942422753,0.10020219082152967,0.04615065490340292,0.18735430811871642,0.014237194507618896,-0.07902990549484606,-0.007753539674063946,-0.03793780205781829,0.001467979454495443
HALLMARK_ANGIOGENESIS,0.15795144017756435,-0.09623950429278749,0.08746844913248286,0.14205490518996833,0.006435269683977261,-0.2223085838028395,0.1643864261018287,-0.20674260863356297,-0.05786300614660692,0.12957672054590993,0.31737316458650583,-0.06684797216030759,0.0054581179691235784,-0.02536439092524293,-0.16940683668887085,-0.0720288846630872,-0.05354525342374074,-0.21497188221128202,-0.13997128291001085,0.0699589405902774,-0.1260883736096548,0.08831930481353722
HALLMARK_APICAL_JUNCTION,-0.0893513276032785,0.021377652689357762,-0.0306400895171,-0.03927819020022045,-0.0019212887667711227,0.03901133085207664,0.17187593652703184,-0.25019763494255465,-0.0076695114832244895,-0.04447894831307102,-0.09669642257516406,0.18887688126266547,0.05706372614017226,5.335695385983841e-06,0.08833879786109253,0.06769772670396362,0.1946678454609327,-0.03232431750944308,-0.12610160696695555,0.048676522936548616,-0.04662843643300788,-0.04270609186323989
HALLMARK_APICAL_SURFACE,-0.08084258809727855,0.12549158095446022,-0.001437294275114211,-0.030717931131832455,0.028108025416164764,0.06113812695144645,-0.0050838893341219145,0.0201769389025093,0.15773067303625074,-0.12405038410091336,-0.06968379749366864,0.13029191008932986,0.03486566880401155,-0.07755843681634128,0.11773674321796927,0.0370682380555031,0.1346020421695306,-0.04396814591771964,-0.006097991375337872,0.05432467776174299,0.013571100377725161,-0.02250597736490838
HALLMARK_APOPTOSIS,0.00926286786946478,-0.005047758132344947,-0.005490508376056293,-0.025894500301678728,0.023053487725177853,-0.09038266123361832,-0.014283493083770698,-0.1276594080746499,0.05098112367645089,-0.06087944202874272,-0.017843758933961597,0.011089314221445419,-0.10390486917015278,-0.008217928583330548,-0.012520910511035585,-0.024938566873652077,-0.06436312063950476,-0.009778631738685888,-0.0001494542909426526,0.07373622861769664,0.045505517568557384,-0.1562046374305255
HALLMARK_BILE_ACID_METABOLISM,-0.12926479068055693,-0.03718608830886173,0.010796150203722566,-0.05835688140992226,0.023619033665878832,0.07389638467873316,0.12207673886374126,-0.15377981213026135,0.06890017564327333,-0.03387847115094163,0.19828272474408978,0.10474441909166145,-0.007851160091366587,0.02774520556900936,0.06209220030459149,0.017663060271509764,0.1481350446901763,0.07419915045563694,0.020188334647374517,0.041895394659361006,-0.13795547118566856,0.12235433508687354
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.004874543097114668,-0.024461417263708353,0.036745511606698596,-0.0373389183481162,0.003611086776230583,0.0868296196326399,0.18590431658847414,-0.05247248742084383,-0.06167927647879484,0.020689050005337155,0.3431575338686951,0.20559965769116575,0.042908082833182495,-0.029278875960724204,0.14717781564026067,0.10062140402863524,0.1703632828717208,-0.026138642352371753,0.05017103376214738,0.08304867735626817,-0.10157796459536986,0.12689017561057564
HALLMARK_COAGULATION,0.27640164930443295,-0.022762790096418607,-0.046135058008038604,0.03267772299668114,0.045221930793653844,0.07129135516014339,0.1552089281083597,-0.1493670153605166,0.03552914727444853,0.09270294716244244,0.30693594382384076,0.22055543523637808,0.04762081922551784,0.014031784363519866,0.1016547232736325,0.05256623267193565,0.14948651377404457,-0.07675134152168223,0.05919055072825077,0.021718410818747744,-0.06730457892174756,0.19978932280395606
