,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF296,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.012871171067636852,0.05752134335051298,0.03447039431747574,0.03700577300668097,0.027217985695003083,0.282404664741078,0.042589055935974514,0.060733414401084755,-0.013298799030714297,0.027789894312685016,0.042643349950649174,0.03634346471886273,0.01879469943281448,0.011182016036639394
HALLMARK_ALLOGRAFT_REJECTION,-0.003988119475698723,-0.04242105614590241,0.05917685490568649,0.05275313785666226,-0.009575371449443515,-0.03233608675440686,0.015661896721400365,0.007760060579724938,-0.013804921640740575,0.08822200013235364,0.05477986382835616,-0.035929953520326983,0.028106427290271074,-0.0041830812251900116
HALLMARK_ANDROGEN_RESPONSE,-0.010647447716350875,0.06612641515127093,0.009807654248108321,0.09960933805857781,-0.014801524587815912,-0.07915851364380173,0.05682395490954446,0.03234129826015746,-0.0463589212347138,0.04330913505322912,0.07309973989182945,-0.016144682514352127,0.08089614058903404,0.043244404115459587
HALLMARK_ANGIOGENESIS,0.06498285342218706,-0.049415816354640964,-0.07673774014460481,-0.057418790584667305,-0.023166338194358007,-0.062424849335168,-0.01815977903240314,-0.0037955043451330032,0.09865176400691839,0.04521359277338689,0.04008084863830564,-0.011728501186892426,-0.001056187262366829,0.0029993200219008845
HALLMARK_APICAL_JUNCTION,0.03810166248035657,0.07516065320794904,0.10421873797939643,0.00697142831930257,0.019767432097688685,0.18689242299522654,-0.02259693443171663,0.026338067207392884,0.013652640151268939,0.013335418231600239,0.07000535695993644,0.05537522475319576,0.0260403171440465,0.09043010633264524
HALLMARK_APICAL_SURFACE,0.024143896374563673,0.0967148444357259,-0.012012601251354074,0.029353546807113867,0.039862612030578976,0.31677405966695643,0.043961060536460685,0.0041393981868680894,0.0018217162192916765,-0.004383557462937603,0.0447067883117831,0.013854380190044336,-0.007111720002557664,-0.07338463464497337
HALLMARK_APOPTOSIS,0.012867787692435202,-0.04612286620588147,-0.022250167155118756,0.015262314344597742,-0.0007742602855327861,-0.39998042032549763,-0.034656961400117314,0.03706563253195355,-0.04730761491066233,0.050191985338967446,-0.01590624678878726,-0.026005882070418568,0.005250536662485705,0.05246636147760896
HALLMARK_BILE_ACID_METABOLISM,0.09535177783591836,0.0634617683423075,0.061027094499340684,0.0009431963207278757,0.01826608852384715,0.4072521339546629,-0.026815179534726213,-0.027101460931697543,0.02431672658387389,-0.011025540486063806,-0.042847563654054344,0.0007365244758470382,0.05910168077932145,0.05036934588136713
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0032989976998160533,0.08417777769076579,0.05735037206172674,-0.012886663677256698,-0.029031029449244038,0.2896744978298006,-0.05634741081682983,0.060028009883559226,0.04205113364543353,-0.007501379890892558,0.06286814645363711,0.04758263063451465,-0.003784011434626786,-0.000809091678865181
HALLMARK_COAGULATION,-0.027889478651306185,0.007985089666104778,-0.020726174057691723,-0.053672981334492276,-0.006350932675478095,-0.22172428683433867,0.04472059682184941,0.05088159063691723,0.004952635639642566,0.06037707570001058,0.03642038262935772,-0.012172474331593823,-0.0015450758546250787,0.03302221978731766
HALLMARK_COMPLEMENT,0.010018600822059869,0.018067402236260823,-0.02340835819406817,0.0360325074377004,0.05005353808737038,-0.23816462937154953,-0.03578641270657425,0.06178489133590983,-0.027259087306537783,0.0834946347936673,0.039046148759198,-0.0176853988869438,-0.006409440315977337,-0.019445606690338332
HALLMARK_DNA_REPAIR,0.05860523568516723,0.09329760643663901,0.1171004434122399,0.10926096373203513,-0.03241307605869209,0.1578046248430246,0.02135476516803544,0.08553301400149678,0.05017471141020453,0.022755334017494102,0.09012698428919956,0.04318991721204693,0.03023548172787719,0.05907501301206707
HALLMARK_E2F_TARGETS,0.006041566351956035,0.10142197930436189,0.1170553497910494,0.03599781959911899,0.025083634586753722,0.3031421000733225,0.0595218647228865,0.017108475321504814,0.01197915211189366,0.019428529621095,0.0665275058771452,0.07393051851335865,-0.0014920608035741483,0.03767850813513609
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.035149287903753754,-0.03425366376173831,-0.024517532010288005,-0.024759369269933384,-0.03932748448082837,-0.1996090515375707,-0.031128755927165963,0.0743049994017927,0.053688473898384215,0.1041723950448261,0.021877387133637554,-0.014357274093448114,0.04672152466927443,0.10841471327360472
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.045266347039150875,0.034434698633651895,-0.0598100987026624,-0.053340959216061405,0.03181876705955281,0.036826496683918915,0.01349185921889319,0.023550453777230782,-0.04079023779116144,0.038108203832816885,0.05987855981869961,0.02024968172362603,0.09334265957255379,0.08177470202174061
HALLMARK_ESTROGEN_RESPONSE_LATE,0.001281380033705032,0.015263318527019997,0.058790272357868635,0.0076104380639742675,0.026029890158974552,0.14581267231969613,0.016613969005265627,0.030303799017547907,0.09103333630342922,-0.005188614830893078,0.03214499859999334,-0.030396950234410785,0.0010501825802243854,-0.0070154759937985514
HALLMARK_FATTY_ACID_METABOLISM,0.022794586965679958,0.00029999226480875143,0.011328244420067347,0.0049717757487007085,-0.012048964562395306,-0.15496395233352162,-0.06519497582312246,-0.04842006407587351,-0.031416107039468955,0.08244268586402478,0.012078238432641282,0.07106357485606221,-0.02256342238883553,-0.027292883074474833
HALLMARK_G2M_CHECKPOINT,0.04426578452847152,0.10917238722590664,0.061106658051573504,0.0682458143733895,-0.017993170665869723,0.2591788334117125,-0.021374190162763436,0.04252658917133699,0.027011663539489993,0.02301552051460619,0.03498262361072537,0.020208144992307758,-0.017138363975273175,0.01903769740451678
HALLMARK_GLYCOLYSIS,0.11050639196960409,0.04511756421711281,0.08963642992241266,0.020630782668145334,-0.005366807199837045,0.054171115602252386,0.014262196027509291,0.015341889548242544,0.06896831788917855,0.009351904831965753,0.020835849441780206,0.05491800248997729,0.008763843317206109,0.0031615935973579564
HALLMARK_HEDGEHOG_SIGNALING,-0.056448203058541056,0.0804001163356736,0.06725581488048288,0.04988997196361145,0.026651645855648665,0.10927758698272176,0.06652923476953095,0.015434739018487794,0.0021989748052408317,-0.01832076330543806,0.028911054882967604,0.051002057117484734,-0.010937138228933361,-0.09939753628166537
HALLMARK_HEME_METABOLISM,0.04388450014042154,0.07252122707374395,-0.0024869107227889478,0.0857462272677706,0.02235362800510975,0.1829342178569191,0.005171872952166513,0.043673288108576534,0.010227801416637674,0.02547561109710315,0.050277362432787506,0.059071953216855926,0.04931029947452212,0.019526053354077772
HALLMARK_HYPOXIA,0.06402257716855277,-0.04401395414964691,-0.051191572782035795,-0.013835205604370926,-0.07017593225569309,-0.2296392842152852,-0.050018760509573795,0.05853817002274322,0.0790763055099109,0.041302268275735486,0.028055478431636943,0.01782631271221151,-0.006216170420674527,0.11624831067383104
HALLMARK_IL2_STAT5_SIGNALING,0.02337892885876966,0.029741281202563096,-0.005267973595337027,0.0065633277074392425,-0.02336010239147617,0.15143427968985357,0.014636709244489773,0.10523603689793146,-0.04096899996763651,0.006698154779674444,0.01643823464053895,0.015267505365376351,0.02477138531237041,-0.004701049547602415
