,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0196097769463458,-0.015893209399007402,0.0651415830329976,-0.005145622077987828,0.045138545020632,0.005255893907110793,0.0560493353673706,0.10708537112313189,0.015364051870120356,0.18428739203348027,0.14463049509173925,0.04361143219317207,0.04757882182942974
HALLMARK_ALLOGRAFT_REJECTION,0.024302570648568445,-0.013668733091590744,-0.0697774767690454,-0.11480801674764181,0.027107392120059953,-0.0333153607318388,-0.11197809726191489,-0.0732238229854966,-0.04280248243107195,0.08096802063512407,0.08827848902658775,0.05871397517717791,0.14349186525948376
HALLMARK_ANDROGEN_RESPONSE,-0.0027792520379708915,0.019663998867333124,-0.018934997095278017,-0.1255812594303022,-0.017108801370679123,0.060625979117358994,-0.07690524960290528,-0.10449036895320815,0.025386565599541323,0.15807037677155938,0.1322226486795326,0.06628283442858114,0.0550917826725506
HALLMARK_ANGIOGENESIS,-0.007118784629259775,-0.04696699842226128,-0.09451548615505154,-0.1632546210819949,-0.11028182742256888,0.023693030117484727,-0.03845199371142906,-0.24818319721759602,-0.12384472792989355,-0.08774902457874273,-0.11104443124347169,0.03904818899720542,-0.034271815868061405
HALLMARK_APICAL_JUNCTION,0.058720074678087666,0.01366764397732403,-0.03173031247435092,-0.08994896125311402,-0.04335046909986167,-0.01380301558325191,0.007304482881077149,-0.12321918441759849,0.05822327339923741,0.17161024974010258,0.15126770040832704,-0.0019516872554369061,0.005305102097728741
HALLMARK_APICAL_SURFACE,0.044298721531469056,-0.055152524565362744,0.10053599825997404,0.09375118741228923,0.048003909515439654,0.06819693461914311,0.09086525491032454,-0.0544473582198211,0.06004429981965364,0.1259827172326045,0.15423716076765764,0.024342841747409676,0.04430186015547023
HALLMARK_APOPTOSIS,0.004710354889501158,0.03779457642413014,0.09975071535870905,-0.028337247575807707,-0.06286970155594643,-0.0726928960535284,-0.0635797680759551,0.1337098564646524,-0.014204483882177396,-0.012293753037884896,-0.10982091303110735,0.0017597236986471993,-0.07677075151221763
HALLMARK_BILE_ACID_METABOLISM,-0.003378002142884045,0.024464698206898474,0.01499232895988661,-0.13517907659563094,-0.04998368381063699,-0.05145827119698882,-0.007592075700576262,-0.056156994266196684,0.0526825511617165,0.13704630993700548,0.150965933696971,-0.05078600499925259,-0.004962472532711859
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.016344278720267613,0.07635270471231535,-0.07231023448341516,-0.12206035994941142,-0.08284187086039498,0.020638519192259463,0.0035671207237258475,-0.20874363563707113,0.04876785202343573,0.1680018372769949,0.18108796074517108,-0.03624471311564319,-0.006138515728768959
HALLMARK_COAGULATION,0.015502467920313788,0.05339857200939767,-0.06347955903973589,-0.14344964636893573,-0.02072612957737159,-0.01644778390983037,-0.06209486812788664,-0.1600091572373236,0.05494763568104367,0.10414354214061723,0.06924975218417154,0.05399330974653602,-0.003277380254632998
HALLMARK_COMPLEMENT,-0.0035617920453458007,0.029814805316488877,0.013824038072916397,-0.09169361182799131,-0.007337507557585197,0.04478335037404222,-0.05887664611166392,0.08419207098406763,-0.06392316373811645,0.06585774907347375,0.09931484682087977,0.04360379472044053,0.07234728495803303
HALLMARK_DNA_REPAIR,0.05044678877330505,0.0437799981901953,0.004567821540484407,-0.06167217233695117,0.02081085325691134,0.03137506173552148,-0.011974678409355947,-0.06871417539072922,0.047116147016659386,0.20736115812395492,0.18221445128654715,-0.0265726607926553,0.03858254587661659
HALLMARK_E2F_TARGETS,0.035173225241834985,0.07624638413015508,-0.057283965579183874,-0.09469603205071185,-0.03596927482241009,0.022245260365770802,0.02737675969895853,-0.1222909552011941,-0.008880564724555173,0.07417011837183471,0.10589694219641325,-0.01329234288740146,0.015324715567591764
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04925654263668609,-0.04774493786960846,-0.061741232856343205,-0.10267947636780969,-0.075187610821481,-0.019200196170009787,-0.0815413466708422,-0.2217251236858782,0.08357131613747443,-0.0344426973504875,-0.08627509995609017,0.06006340191118774,-0.05439821578033616
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02607476426431714,0.04712136957438253,0.05311781910474054,-0.02644055252439841,0.06365399994612134,-0.041358361948891684,0.06977515139865179,0.22680852937740492,0.15433422883151296,0.11581422798211732,0.11443080878403575,-0.005441432322060424,0.020843815260996754
HALLMARK_ESTROGEN_RESPONSE_LATE,0.054487617289475695,0.04996973443419385,0.04953875297253707,0.09988257824023968,-0.013158937236629652,-0.012539331615912733,-0.06804109240550106,-0.12613346678030288,-0.08456365309960022,0.14717650088732873,0.14879576537974246,0.029157294022934134,0.016066860875341343
HALLMARK_FATTY_ACID_METABOLISM,0.014104142877483156,0.07119308824594042,0.037949180983797785,-0.06910654448305162,-0.034917320553829276,-0.028585220681450408,-0.045487663600975586,0.1493548592877433,0.05354289506417947,0.0682326841206631,0.048955538455288425,-0.0544095089840499,-0.05233567902181673
HALLMARK_G2M_CHECKPOINT,0.027469461142851093,-0.05107475000909489,-0.08232722440601423,-0.10122787369475052,-0.024170968850908862,-0.04502154694735598,0.032936827438796286,-0.20391708369154024,0.008443972296439643,0.048281022280194916,0.049607099387758785,0.015183273393022601,-0.029262701742252765
HALLMARK_GLYCOLYSIS,0.055077799934727646,-0.005939862485016037,0.04051042304442374,-0.03715540674452253,0.05369149990218349,0.06530636316622696,0.06934572403621553,0.004044052312781387,0.05461765303188658,0.1054419899341257,0.14731701941778447,0.001408998785554987,0.035411256312597866
HALLMARK_HEDGEHOG_SIGNALING,0.030292014336850952,0.08457608597244048,0.10740534920875199,0.14878113232628057,0.1292572797670759,0.060079733213758986,0.08960396466091829,0.23787517894658994,0.09440460171527683,0.047453426647033524,0.06287552489335664,-0.04485529464904407,0.06689641746170119
HALLMARK_HEME_METABOLISM,0.04226080735742519,0.039967650856232086,0.04371527257363344,-0.055011932715134174,0.058354994409845026,-0.008001006632973859,0.048984486383815,0.018078213815462353,0.09618770252805237,0.19185550032813026,0.16560463041387075,-0.030326810473603853,0.03600260261178092
HALLMARK_HYPOXIA,-0.014844059096427793,-0.02070042423273221,0.0714434918695855,0.11266695558006569,-0.07816199937731963,0.032036544962270895,0.012746321196747583,-0.17624729197922145,0.02089014139288226,-0.04130806141872061,-0.02274770932367476,-0.07264508025958759,-0.10115212329477388
HALLMARK_IL2_STAT5_SIGNALING,0.02854009814493359,0.024851169444869897,0.02752272756675855,-0.12199672921355177,0.02092575822253971,-0.012539242181711653,-0.005768511678865199,0.029450087216739584,-0.013551984254658632,0.14245499099318465,0.1638366785016103,0.01725997873312436,0.001006143783792079
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0012438205759289303,-0.026009900663169896,-0.04994686514136612,-0.14087763793324137,-0.11059127695780968,-0.016776102669394125,-0.08639490716938567,-0.23596185742659512,-0.06169958834841176,-0.01703056384577109,0.04304977978357545,0.07374420912972436,-0.007887060225467325
HALLMARK_INFLAMMATORY_RESPONSE,-0.0100829700504001,0.058238900474797774,0.04710471895052908,-0.06172475089147296,-0.09012385860202658,-0.020997095748865,0.04882430711224237,-0.01929178081262706,-0.015196522217471371,0.06082056021414732,-0.02470899050132202,0.012721827564409377,-0.08833237538934878
