,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.019719387765400047,0.04319102384619561,0.03300244420621305,0.06131411995335564,0.08220986915545155,-0.011330863694717629,0.00600705190051782,0.04942987294414108,-0.007041753857219723,0.019863552345788668,0.14192150537984352,0.021976921717151206,0.06944767155919442,0.026078796189706027
HALLMARK_ALLOGRAFT_REJECTION,-0.06501125153597502,0.00835032375740481,0.04129762461709934,0.10386443575645653,0.11214920200346663,0.0791832474536154,0.02879120557689066,0.026109778629924817,-0.026214185575328817,-0.055352734396670045,0.10271441020539077,0.02256368284380598,-0.0033743166485347602,0.02101613684544158
HALLMARK_ANDROGEN_RESPONSE,0.027128997426751286,0.060891078876568576,0.06246867552589914,0.02029040781575611,0.10078771350941439,0.07297831333070262,0.06934496389559897,0.044197603088493305,-0.10101087492055473,0.02717780800092109,0.1364521458718118,0.03194833692939292,0.05329619988970426,0.024688820963526478
HALLMARK_ANGIOGENESIS,0.021676751745183867,0.1299758478676084,-0.04631318673339418,0.033290542069192255,0.08382907558943595,0.022281532534598563,0.06675006939776217,-0.024660780632954647,-0.06157722084556916,-0.0006110978210190443,-0.09064986332460971,-0.005098173417054905,-0.0340135228074183,0.013506209896691242
HALLMARK_APICAL_JUNCTION,-0.022823014568703268,0.026314648920825138,0.03226067957240023,0.01899014921973762,0.09244013868594106,0.02384444343748816,0.06965484275122794,0.07023522218210536,-0.012687004912757219,0.08149991660969809,0.1511770690352248,0.013699709582350205,0.08910061431351714,0.048640694749198875
HALLMARK_APICAL_SURFACE,-0.012669206480458942,-0.007490322888909336,0.026883894273522366,0.06024067181929484,-0.033632150840774894,-0.014656897241742359,0.032760330150803915,0.11198276496845296,-0.045167319357339954,-0.06622114619419733,0.1460623883568167,0.07065299710434221,0.06040658694278623,0.03406451113287928
HALLMARK_APOPTOSIS,-0.022931672150786078,-0.006775614884747927,-0.019572578655302802,0.016088756992199957,0.060413113603053924,0.059703006499592405,-0.037487725169207786,-0.09020155107451741,-0.15394093131307804,0.12246006255467806,0.003264301494585026,-0.0036307833761126834,-0.02672657100977801,0.003383297065469896
HALLMARK_BILE_ACID_METABOLISM,-0.018535503473994425,0.028780093124988804,-0.0068005634472294435,0.01205104066789626,0.07908546028760585,0.03283646754411511,0.06525505230709283,0.09593284091858881,0.0955974683876258,0.04826078296311486,0.16164494677449845,0.031771402975028486,0.09505258630613034,0.06454905198655882
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09598685663835545,0.06060176148757329,0.033903787640768394,0.028048903391156104,0.07582992774228593,-0.002521951681094476,0.11855389627496,0.03563194826260361,0.009647433933861253,-0.04010451348022595,0.16947819848429171,-0.013933767549792638,0.09121113479667436,0.053847548139381876
HALLMARK_COAGULATION,-0.006573466518076816,0.02767042484744718,0.023825845868834215,0.023141129837866065,0.07167816974665325,0.05373689872021601,0.04133328891821445,0.028300208190889718,-0.06448979327975694,0.0527382642071044,0.13165472438040915,-0.020480685567962884,0.01681094453481802,-0.001604854580388929
