,UKF243,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1263572715417111,0.050678338032952366,0.020208815252170633,0.03694657831202051,0.05895145111881511,-0.04368508453122104,-0.04218783773085075,0.030109131785960662,0.12982392829267442,0.13630798453357404,0.012185203181310751,0.13328615724985032,0.11748796848197139,0.030056523487969406,0.07968469843828055,0.08732298427250074,0.09314771251372525
HALLMARK_ALLOGRAFT_REJECTION,-0.015112516806656115,0.04999151512133828,0.0205044901253128,0.06081514287414025,0.00931391479959097,-0.005521680901332487,-0.04146663310735855,-0.01373396297747621,0.12471598654160358,-0.04180175510104478,-0.02985435311539632,0.08366782180801176,0.074265965220148,0.05772489546240784,0.06379115295946701,0.03550456567828557,-0.041421239431933675
HALLMARK_ANDROGEN_RESPONSE,0.08307928670074219,0.03546842378723784,-0.044809955792480545,0.00944605820259021,0.06704485930876691,-0.06501376359961464,-0.03617698278003527,0.009794483681693486,0.15227771910919324,0.033576295572777394,0.012747318470114396,0.10657605860378361,0.11527377746254161,0.005746115068480179,0.061685378379157205,0.04393892676449761,-0.0048997375093460605
HALLMARK_ANGIOGENESIS,0.000618325766719996,0.013396368522245954,0.015503505380276119,-0.016613723985758343,0.048480725109202503,-0.015259516426465083,0.01636302617706614,-0.01365726667175425,0.12481367442525701,0.0922629301788041,-0.03167550357106327,-0.028671816395489103,-0.12215260673872766,0.02909865621209732,0.027591631233868943,-0.07869000489142589,-0.044342671203389916
HALLMARK_APICAL_JUNCTION,0.10411258688386478,0.005935557563187839,-0.029464391186602115,-0.025807068633488334,0.03837771640121728,0.023846907550567384,0.03518615045070072,0.011036127176357794,0.15321854188630815,0.15751979662449514,-0.018080757373906964,0.10423103432132465,0.137644203475056,0.04222120005183326,0.02635024182518923,0.044923545155529605,0.08245620865276855
HALLMARK_APICAL_SURFACE,0.025715577271419515,0.013758950199308428,0.007967652375237349,0.031030586339015894,0.05973382136391395,0.0059932193094692455,0.0009364423065048001,0.043021235971061556,0.06905879557752652,0.1508139928292968,0.006243690635702909,0.08276632951713538,0.09076036729179555,0.08217614061766824,0.07240297756948195,0.03368087181672036,-0.022373929592116218
HALLMARK_APOPTOSIS,-0.011045576680314943,-0.021310269246434217,0.021404086809817445,-0.08400472136270849,0.07252100382024888,-0.0007779240234381993,-0.006237270268050825,0.0060769408794359835,0.02322885186979663,-0.01539776277711756,-0.014698075648340263,-0.03553825135968286,-0.07060940347586873,0.04044635171707628,0.028258578108896523,0.08127171679039445,0.02132852014012116
HALLMARK_BILE_ACID_METABOLISM,0.13281844919045935,0.058620518361614325,0.02006277026634338,0.030546601259258187,0.009008124880937303,-0.003487174630228127,-0.024563155970286916,0.005066169854901949,0.043372074249233464,0.18675712998710992,-0.0029390098084830746,0.07734082603867287,0.1162858237755899,0.0320560495309143,0.06744732101957308,0.10442289643562971,0.11191699861809298
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09252654174107891,0.028844131297967313,0.037393844009101014,0.019816736499140033,-0.011124510484227136,-0.026283520493856977,-0.006705256272047584,0.008387985129034062,0.13298926571172387,0.16792316493830628,0.0023524294551199114,0.12175731057077227,0.13894720650866163,0.027213603313030518,0.011211024367509651,0.1053498401579104,0.11737665431367371
HALLMARK_COAGULATION,0.09813496675675128,0.04163573267873819,0.02025477502483549,-0.02148946587332216,0.008998023265842437,-0.006066997403740163,0.021010615075766167,0.02323993782726399,0.048715678404668956,0.1645763255894229,-0.04502377877268405,0.12296367461561133,0.054512969807065124,0.06779889168718296,0.0669213410309774,0.04000974715509082,0.09511006443762136
HALLMARK_COMPLEMENT,0.05007811626690058,0.07399875361438141,0.004497566314677181,-0.04654268744209318,0.028768083137783586,-0.03767553681999406,0.0011443352881616142,0.000486100920863941,0.08331353463158303,0.1370981208039962,-0.008470910719625788,0.1397842981629939,0.04506323770158393,0.07330708127657401,0.10487390057377083,0.07854076925661455,0.043519973152148006
HALLMARK_DNA_REPAIR,0.14245747527123748,0.05393969146148205,0.023934451683074915,0.07186014718793828,0.040640371061458846,-0.04243813732879397,-0.009512688383612583,0.042587416771631866,0.18768736549524692,0.18244818108182803,-0.0245537463063107,0.11952467139651703,0.1396248515756286,0.0599751527231467,0.037302903712866785,0.1065707053491456,0.0899885574328277
HALLMARK_E2F_TARGETS,0.1073551114965321,0.021952478487114267,-0.0225471107072699,0.01799001318389127,0.038621091172305486,0.016889209036483707,-0.019306685202934565,0.012326288010116777,0.0592482783327499,0.12065922269230231,-0.021632249141530693,0.095889681280236,0.06737289303940337,0.0038540853179551853,-0.02108460028527072,0.0998706041811974,0.08916457070517274
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03662854782073398,0.013123642420376946,-0.02272083692015197,-0.12862518174743118,-0.004161046931379683,-0.011510222096345906,-0.011245748917521278,0.0037591796347118977,0.0811300758226406,0.12646131181694287,0.038340956128784846,-0.04197779153115957,-0.08776515878059758,0.06830958072018392,0.03652688130241706,0.02152198644253414,0.04629124834795444
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.12311284977992039,0.03729584830779358,-0.0029501714653864643,0.031061797174312886,0.06836815632605728,0.057562273134568485,0.027497884893765468,0.011930282657117583,0.07235335791353481,0.11939823859756744,0.0748578996854303,0.11906813368625456,0.09634066900019785,0.03862499763676015,0.05858926209724641,0.055470445448140976,0.055276380624657326
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08184815703709715,0.03971223398355062,-0.016123726727468198,-0.005400104984584814,0.040981389231745206,-0.022814531276242497,-0.031241022304562983,0.013962799512203146,0.07153252970216745,0.08751265202928449,-0.08742900608812787,0.0981269386835081,0.08619509663483632,0.06325967625728564,0.037244448883302014,0.07353854046605965,0.09344576228063395
HALLMARK_FATTY_ACID_METABOLISM,0.0020804342193569414,-0.015698798135674336,0.008121892178746763,-0.033017329928204026,0.00011417435481772652,0.001021501849334959,0.007926384500149387,0.0273826930458815,0.09697801195557229,0.034050172501602353,0.02285065541364141,-0.029864009755554612,-0.01183594781633264,0.08726982606049707,-0.005653316837857421,0.010896776221786501,0.06222527764413129
HALLMARK_G2M_CHECKPOINT,0.07782359010737833,0.0002642039802375236,0.029129144067810062,0.0019807634240558763,0.005008367867913154,-0.05529365879295833,-0.011654584363889225,0.004356813495864499,0.09620900832027697,0.07213161442235347,-0.037908601086029066,0.08651562954946095,0.01887867173744368,0.0508074874383896,0.03805800240626097,0.09638809693677845,0.030628918900611223
