,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.009253928124100383,-0.011526374560993377,0.02043595008765459,0.048304094693200364,0.10476153963462578,-0.07651422931189221,0.10096576142516493,0.06639947438378603,0.14386401872312657,0.07270080253430011,0.08705867248405252,0.0697897665915991,0.15815151796888371,0.08480565031062381,0.09382045617237827,0.04573949168161624,0.03823913137687151,0.10156539177015302,0.14288623235262876
HALLMARK_ALLOGRAFT_REJECTION,-0.0019420105796158537,-0.029465859155402088,0.07654051127830652,0.027378411260646166,-0.18400435690116165,-0.1788180932848076,0.06678423259281557,-0.06687571485803455,-0.3109827065040971,0.09338776160906807,-0.12026053912338068,0.018350205664595012,0.03523563864164856,0.01230911873627592,-0.0317435365156501,0.05574147343898173,0.036403021409644284,0.17446463409908194,0.00404292010615795
HALLMARK_ANDROGEN_RESPONSE,0.00828945981490218,0.014453136920769662,0.01835612321667377,0.16123570877704158,-0.004212859177606314,-0.20585818304640066,0.003324130161417603,0.0416210371685105,-0.14161997527772527,0.08947254650217185,-0.08929738346332061,-0.024569250688125,0.1561423029603473,0.05899779631743993,0.03201997818201453,0.01870070988974844,0.022032865861486232,0.030569978518208807,0.13286747017419195
HALLMARK_ANGIOGENESIS,-0.012022124730785705,0.006217531048414251,-0.019110373052458773,-0.21321162531072782,-0.1213229219826817,-0.21273429038075628,-0.14259722293721935,0.01408455307282812,-0.31430447331465317,-0.021865459724106057,-0.28178735806085076,0.07340499941882851,-0.024293779123985223,-0.08541999861311649,0.009159641561416555,-0.009716069116490764,-0.05153740334939805,-0.15866166912848803,-0.0544325939885052
HALLMARK_APICAL_JUNCTION,-0.02314068154832025,0.006595371032269893,0.05074398938364928,0.05414911033195665,-0.05002477489170751,-0.16083973354054992,-0.09469442635783165,0.01598915192295316,0.06458125694971104,0.10121643606067812,-0.15937027764863784,0.06708060136836452,0.16332081655744507,0.0994595371802643,0.1828339314462415,0.0486176548476535,0.027100199171865395,0.04270613845817776,0.16758836987975173
HALLMARK_APICAL_SURFACE,-0.006211065227778109,0.0178596405374488,-0.011693918346894231,0.06782031617934173,0.14647059237437338,0.13247794055787446,0.08945535299859493,0.0443715880738772,0.17590653626379196,0.10870251640320096,-0.052944650832936015,0.04143220733186596,0.12909180648334082,0.07497950292872123,0.08341492872197205,0.022811482247146197,0.04529944712081729,0.1435902576583983,0.08611640861523752
HALLMARK_APOPTOSIS,0.010919941820825355,-0.002574636370630406,0.0029569703093192306,0.027706019313050875,0.03291394993227395,-0.015645134261864098,-0.12383184058458573,-0.0028708352115974826,-0.09486255614437923,0.010211817638735729,0.12156883067560352,0.03550069444415371,-0.02201009249442964,-0.06003262340020603,-0.0021362927376060085,0.051228872652889605,0.05229840974187498,0.059519408299299185,0.07693972149059483
HALLMARK_BILE_ACID_METABOLISM,-0.0009908849437560519,0.013620329337410895,-0.02271466796174016,-0.030956038699718726,-0.01120607605917047,-0.23437147982555262,-0.06753831490748444,-0.013997747424439232,-0.0350852827735343,0.07887890003544251,-0.07998522021698991,0.014356952995265097,0.09913346721499404,0.0845021942303021,0.11396122225989709,0.020812984013224786,0.017114989864964025,-0.017577272954292043,0.05255636163347642
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.029529946135437156,-0.059284272959657595,-0.03547328269503824,0.02347535937966638,-0.05900193637692607,-0.17037364020542847,-0.1834799814166915,0.05983212728952888,-0.24934740197092842,0.07941677121414313,-0.22107763993549728,0.03605636144561199,0.1312397312102845,0.09750748050444569,0.09414959002044192,0.05034744299947754,0.023236048980913037,-0.018290507660285324,0.10126724793901441
HALLMARK_COAGULATION,-0.025230740258549017,0.017425828930923447,0.017761681220279216,0.053351371401095596,-0.18962377332645552,-0.22462239431039166,-0.08728267255400791,0.006811971633408281,-0.3250432313873276,0.09456163858920569,-0.18841243152872827,0.037123349434444196,0.11955277994112926,-0.022331953394677233,-0.05534775776541175,0.02289999622082291,0.0683081398845937,0.06266622827828822,0.06129018933601429
