,UKF243,UKF313,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.18729682584302204,0.05270177472939279,0.038951990522111186,0.08051746733318718,0.09476078789752261,0.07742660993490373
HALLMARK_ALLOGRAFT_REJECTION,0.02448749362036862,0.13903720837090308,0.02826165273311837,0.08168880781675911,0.1279500422994696,0.05918097768176283
HALLMARK_ANDROGEN_RESPONSE,0.19019046371267337,0.07412881359091411,0.04486510131887943,0.12723184108438354,0.09012195867954101,0.10269518641597944
HALLMARK_ANGIOGENESIS,0.11843848474316725,0.015383420171252986,0.12221854295123176,0.021442858120351512,0.056376960700248405,0.024512635434331916
HALLMARK_APICAL_JUNCTION,0.19197261053440248,0.1434281980101243,0.08664637982749766,0.1307583465882181,0.13208034313731612,0.14111957680890688
HALLMARK_APICAL_SURFACE,0.12471715091081238,0.14041087212677383,0.032245554146877436,0.11249506003988613,0.061469423495219506,0.1126336185007335
HALLMARK_APOPTOSIS,0.009485259479468903,-0.057517325925833036,0.06560864522221155,0.0405445970276064,0.03763307062527767,0.00998956698167989
HALLMARK_BILE_ACID_METABOLISM,0.17887805823854366,0.010163759113567653,0.10234878462262884,0.09285835800108487,0.0290619338050722,0.019171581989653557
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.24049204781423153,0.10305345676946559,-0.03045610552469982,0.04525820525474198,0.03365919302854168,0.04782059395698641
HALLMARK_COAGULATION,0.16119226487920063,0.16184192350504192,0.06563247535967785,0.09749926732576625,0.10320232577562835,0.10672300314026331
HALLMARK_COMPLEMENT,0.050012353532127525,0.0775889231901944,0.06107287310398657,0.1117972852963232,0.13993657787858813,0.049483926700352295
HALLMARK_DNA_REPAIR,0.14910100038921542,0.11867009499269333,0.009879064722219066,0.08366275516061075,0.12654140445632409,0.07607273237299658
HALLMARK_E2F_TARGETS,0.16753600511209743,0.1446075289249356,0.026018466311948873,0.12473080923403532,0.09081829549752472,0.0682790990816041
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.14501389993229194,0.057852907593853684,0.08427690366245119,0.08194266519906274,0.12264280617013792,0.12007740715580312
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07450425098214196,-0.019550309341123496,0.030317035371902376,0.07318638926066755,0.1268391260558437,0.05565383223426887
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1727278592301472,0.09725312535877272,-0.04175189854514284,0.008001055589893648,0.06262487719273827,0.004322504277304366
HALLMARK_FATTY_ACID_METABOLISM,0.10591217724146247,0.00961452664501206,-0.006510145602549497,-0.017613057984692624,0.05654891144417736,0.005039571320611362
HALLMARK_G2M_CHECKPOINT,0.07260854521342965,0.09401511755761649,-0.0014618840789605693,0.09314663384798216,0.10392861838242158,0.0741205545875835
HALLMARK_GLYCOLYSIS,0.08025934523561697,0.02744535008190278,0.02428236091997255,0.028170450478798778,0.061816513990035724,0.048375627150800314
HALLMARK_HEDGEHOG_SIGNALING,0.04435059706406327,0.03715960435140801,-0.041458797839001714,0.0937497652983569,0.061699366447850075,0.06406686083303556
HALLMARK_HEME_METABOLISM,0.1827153510650068,0.11237846114655307,0.03992409205504633,0.09381881678161455,0.12142044084365403,0.05276409457152584
HALLMARK_HYPOXIA,-0.0930117895021488,-0.0652364174821014,0.012271538966859407,-0.03284894668283413,0.13093105655746223,0.018551592981896643
HALLMARK_IL2_STAT5_SIGNALING,0.07212666678708657,0.04017897876437802,0.07147090064181706,0.08386805845782296,0.07702627710715218,0.07839164940382108
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.1621670774370732,0.02366917945928309,0.026320087290703655,0.10076676614960789,0.12869030092471223,0.067921641530464
HALLMARK_INFLAMMATORY_RESPONSE,0.13984499433479813,0.036085800892832774,0.0015686620657291224,0.10529675101989941,0.09666789500867416,-0.01627932154600505
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.13952982460117375,0.1160744735638756,0.004447565663168998,0.07703150755902613,0.001851390025650644,0.0973738035308277
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.14734444393577045,0.0010161313884561496,0.04897395286334085,0.06403125231579423,0.11529213661015059,0.04190300930283457
HALLMARK_KRAS_SIGNALING_DN,0.1672274242457203,0.02738646948769599,0.0744463728759308,0.04110195361654565,0.11560225209242468,0.006091711806034926
HALLMARK_KRAS_SIGNALING_UP,-0.008909118395980586,0.09069159502556536,0.07420259656046715,0.10446903634375494,0.11902993396030348,0.09636226466346809
HALLMARK_MITOTIC_SPINDLE,0.148044889130554,0.11501908627819203,0.0529658337120965,0.10372282726620963,0.06663775994472264,0.097883483720632
HALLMARK_MTORC1_SIGNALING,-0.030375384602963754,0.0037539706312614803,0.07663178951901768,0.03435220231329405,0.030050070085405063,0.05915163854212991
HALLMARK_MYC_TARGETS_V1,0.06908380502612076,0.1376735975844615,0.028028493476106885,0.10966856463365013,0.07105836053823918,0.08671988403801913
HALLMARK_MYC_TARGETS_V2,0.06972604856022,0.05212822220390449,0.022187422249933364,0.058473423717983024,0.07611470894779652,0.0614579184909346
HALLMARK_MYOGENESIS,0.12771744156843667,0.11279772362371397,0.04174143957768643,0.022668884943724293,0.11452863253138144,0.10625652223055777
HALLMARK_NOTCH_SIGNALING,0.15482013715985427,0.1044940207336462,0.05426502551526142,0.11083080403293406,0.12358509914402921,0.11024820167839416
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.1532658013233183,0.12300235361288633,-0.010593328161646551,0.07738760744031327,0.10422489353189128,0.06069544317421299
HALLMARK_P53_PATHWAY,-0.03208441705115077,0.061404512763415374,0.0014609188918285538,0.0755327076677489,0.09313539131287883,0.033126352591292534
HALLMARK_PANCREAS_BETA_CELLS,0.09977520997466911,0.09715524466257143,0.0030159102467137012,0.05680913777325369,0.07410281196270598,0.017889854178759084
HALLMARK_PEROXISOME,0.06585294226987691,0.09583625280222359,-0.04202190964532412,0.00660430859167725,0.015629276236890588,0.0506560909388196
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0889561436853833,0.1155882144132534,0.021877946644862877,0.125459434857068,0.07358957356628175,0.09957866233858
HALLMARK_PROTEIN_SECRETION,0.20366244018628094,0.14763672544129827,0.026767293435396976,0.08805748614285651,0.12775683576968216,0.08164177389616901
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.07881531216747578,0.12201158388822234,0.034559548692990466,0.05352356152157459,-0.10974772740820402,0.059696987109881236
HALLMARK_SPERMATOGENESIS,0.11336825013305686,0.15822605845423554,0.0520506282964779,0.04823389557396931,0.03951344503882069,0.041915163223281676
HALLMARK_TGF_BETA_SIGNALING,0.21885938570570027,0.07805677809058408,0.09752677627571024,0.12236807494575463,0.09107655180451937,0.13209811050802753
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.08967961841138566,-0.021746978000722433,-0.0011759889939946613,0.06635194897516777,0.08044767256251661,-0.06944304600756726
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.002205283516302063,0.1346549255245039,0.03319983300018521,0.10876912902244204,0.11251361470781798,0.12437345878272262
HALLMARK_UV_RESPONSE_DN,0.17573767764184423,0.01720390942450918,0.09456995045851758,0.10530781801822772,0.11883873414030548,0.06012508965791089
HALLMARK_UV_RESPONSE_UP,-0.025998781290770552,0.020588689495452606,0.023797861941437046,0.013674608665715895,0.10839013710930849,0.04130356268489598
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.1501286228980986,-0.07766963525720352,0.05500687167315987,0.07457151541167627,0.14708574352595397,0.06791649256137917
HALLMARK_XENOBIOTIC_METABOLISM,0.05057715087251697,0.10070301723915184,0.008573016762185342,0.06202551105248903,0.089861167356995,0.0311857920782329
