,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04938079160643947,0.09627374523256692,0.03041694177275249,0.018552386269936872,0.021596649123498537,0.024685253776898744,-0.011717604306825927,0.23491376633444136,0.18213659477744748,0.06214061879041787,0.1362498465976311
HALLMARK_ALLOGRAFT_REJECTION,-0.03566632300250806,0.026316608656084543,0.05573094680713787,0.017334788243245833,0.009384243378505934,0.05615277261456688,-0.039729696092833486,0.09817483662040671,0.09857685787627701,0.035837773229877884,0.06547768526477264
HALLMARK_ANDROGEN_RESPONSE,0.01921094189789479,0.04292129216505134,0.03634942728322866,0.02021534566659918,-0.0775671176637499,0.016451268607302883,0.040325828939953,0.1502577174312605,0.1467481409370483,0.02466456374708855,0.016153060507415173
HALLMARK_ANGIOGENESIS,-0.020724317655613913,-0.03427126982278924,-0.016095331441376648,-0.06893283856445698,0.06147203368236072,0.06440257247238365,0.09603362956217637,-0.1299140632340808,-0.1471314406927845,-0.06735481491864642,-0.12652633440238684
HALLMARK_APICAL_JUNCTION,0.027943981608489037,0.09524636974727174,0.10924482473892433,0.046331258464630785,0.06900950866980823,0.023549308442281605,0.03385364591635807,0.20476815145172608,0.1803281629185432,0.16025995971407758,0.06513991110620727
HALLMARK_APICAL_SURFACE,0.046546828828995274,0.08846791723542731,-0.05659890524766353,0.05671791026552662,0.06730568968854235,-0.011327864606546797,0.07463364003176155,0.16183132078909787,0.18207041767716364,0.0874391292747808,-0.007944616278755534
HALLMARK_APOPTOSIS,0.013736233571927485,0.02742108713826458,-0.03726137608651843,-0.017019965455951514,-0.036562494507090475,-0.0037199871350141597,-0.0898997021005068,-0.08939480236195707,-0.11823005259981673,-0.08127058791730844,0.038190587190693744
HALLMARK_BILE_ACID_METABOLISM,0.052863743693381246,0.07254714538247227,0.0027279806019774805,0.07819045387944591,0.10164872379466602,0.0318997227375,0.0426576423613784,0.16094008470054297,0.15842893499223418,0.07727119703296531,0.13771996376834592
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03197519884520054,0.028927016200353862,0.05556471793566359,0.06701950528148559,0.11209931794744914,0.0017866766218286613,0.09403097416140452,0.17802887661938235,0.20027801906223436,0.05839406924549339,0.0852461248931355
HALLMARK_COAGULATION,-0.0587791710273588,0.09529076772756322,-0.057398354428486446,0.028854291345191102,0.0514401924131536,0.021982899624662735,-0.04164924576608361,0.1025503163698296,0.11881208194285763,-0.09364212237084155,0.03963162000563308
